Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX8387593	11125283	9398759	9331	194526	0	0	0	0	66946	0	0	0	0	629315	449603	376803	84.48107791954595						SRX8387593_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11125283.0	0.0	20-40	34.0	17.06491004680971	39.35352260252616	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	11146719	4724008	11146719	445868760	1665124	437983020	1.7686235743450605	0.133	0.2769	0.5901		
SRX8387594	7847307	6692850	421	129536	0	0	0	0	38981	0	0	0	0	414083	304289	267147	85.28849451155665						SRX8387594_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7847307.0	0.0	20-40	35.0	19.206514872362057	39.36210651628642	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7861183	2607710	7861183	314447320	374251	310940993	1.115076127855057	0.1378	0.2824	0.5798		
SRX8420202	7550768	6482698	10017	108558	0	0	0	0	65717	0	0	0	0	477497	189400	216881	85.85481635775328						SRX8420202_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7550768.0	0.0	21-40	36.0	15.579771780455191	39.578710139154055	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	7564491	2489691	7564491	302579640	209450	299391818	1.0535480840680491	0.1092	0.0834	0.8074		
SRX8420203	8657676	7423622	25448	144464	0	0	0	0	99317	0	0	0	0	405689	280889	278247	85.74612863775451						SRX8420203_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8657676.0	0.0	20-40	36.0	15.077502390786062	39.58243863595728	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8672002	2823928	8672002	346880080	230778	343257912	1.0442133200615036	0.0959	0.0545	0.8496		
SRX8420204	9440271	45044	21	159331	0	0	0	0	110452	0	0	0	0	9107380	17243	800	0.4771473191818328						SRX8420204_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9440271.0	0.0	20-40	35.0	15.328029447057917	39.39074153697494	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9455035	4008071	9455035	378201400	969628	371962950	1.6495047347788772	0.0889	0.0404	0.8706		
SRX8420205	9226276	43555	1	149010	0	0	0	0	131335	0	0	0	0	8885670	15778	927	0.4720756240112479						SRX8420205_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9226276.0	0.0	20-40	36.0	13.82252248307344	39.58615523749777	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	9241702	2993236	9241702	369668080	245331	365842541	1.034857810823158	0.0845	0.0402	0.8753		
SRX8420206	8574599	7369100	1439	156668	0	0	0	0	87373	0	0	0	0	428490	264901	266628	85.94104517307457						SRX8420206_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8574599.0	0.0	20-40	35.0	16.18876233726445	39.39020133769521	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8588261	3645380	8588261	343530440	890721	337852198	1.6529079635563009	0.1008	0.0541	0.8451		
SRX8420207	8982758	37781	390	162736	0	0	0	0	92264	0	0	0	0	8675676	13070	841	0.4205946547819723						SRX8420207_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8982758.0	0.0	20-40	36.0	14.147763723098914	39.583491618053166	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8997176	3806960	8997176	359887040	928407	353956326	1.647937641766705	0.1029	0.0447	0.8523		
SRX8420208	9493978	43477	1	153213	0	0	0	0	92771	0	0	0	0	9187797	15966	753	0.457942919185193						SRX8420208_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9493978.0	0.0	20-40	35.0	15.075760166504033	39.39032363462397	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9510080	3995183	9510080	380403200	1059043	374086184	1.6606106362932804	0.0917	0.0318	0.8765		
SRX8420209	8302084	7198530	2587	112379	0	0	0	0	77882	0	0	0	0	403754	253610	253342	86.70750621169336						SRX8420209_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8302084.0	0.0	20-40	36.0	14.684134647053682	39.58377571221877	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8316606	2708127	8316606	332664240	219020	329201806	1.0408194159973432	0.0923	0.0486	0.8591		
SRX9633794	30021532	9788571	9629084	2297824	0	0	0	0	127733	0	0	0	0	7597996	573232	7092	32.605168183955435						SRX9633794_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30021532.0	0.0	20-151	39.0	6.581998606115621	121.76355713625809	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	30161688	4427337	30161688	3678111354	10017249	3660965959	0.4661467081836478	0.2403	0.2936	0.4661		
SRX9633795	25372830	8910582	7845573	1915487	0	0	0	0	43960	0	0	0	0	6076781	573405	7042	35.11859733423508						SRX9633795_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25372830.0	0.0	20-151	39.0	5.509516702416986	126.64381576670792	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	25438306	2717011	25438306	3225234773	2855188	3218329458	0.2141027083611938	0.2324	0.3265	0.4411		
SRX9633796	27086552	8611526	9306674	2945500	0	0	0	0	26872	0	0	0	0	5598268	590916	6796	31.79262535888658						SRX9633796_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27086552.0	0.0	20-141	40.0	10.11849046446924	127.20883484911629	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	27299197	4309911	27299197	3483880813	28965078	3448329830	1.0204419986855615	0.2027	0.302	0.4953		
SRX9633797	26076182	9585332	7810247	2415977	0	0	0	0	24556	0	0	0	0	5281206	952098	6766	36.75895497277937						SRX9633797_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26076182.0	0.0	20-151	39.0	5.0282390620558814	134.97756293463513	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	26172238	4084454	26172238	3391056889	16969623	3367986757	0.6803227652958435	0.1489	0.3881	0.463		
SRX9633798	35827655	14291405	10919928	906021	0	0	0	0	30900	0	0	0	0	8479996	1188863	10542	39.88931176210109						SRX9633798_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35827655.0	0.0	20-141	39.0	8.064197666609493	121.41786070006536	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	35862383	7149144	35862383	4503513948	3025311	4489915130	0.3019601617097067	0.1757	0.3766	0.4477		
SRX9633799	22782002	7919040	7351311	2378498	0	0	0	0	13608	0	0	0	0	4395393	718594	5558	34.76007069089012						SRX9633799_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22782002.0	0.0	20-141	40.0	11.944485794289438	128.0567939551581	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	22901195	3517177	22901195	2947887038	22865841	2919682683	0.956765121472745	0.146	0.3763	0.4777		
SRX9633800	22104826	6519491	9404603	1820559	0	0	0	0	39617	0	0	0	0	3597474	718672	4410	29.493518745635004						SRX9633800_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22104826.0	0.0	20-151	41.0	4.776849590116498	131.12028798598098	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	22883604	3499978	22883604	2838264409	51766262	2781016508	2.017003800578609	0.1376	0.4085	0.4539		
SRX9633801	33377970	11575009	12318672	1562413	0	0	0	0	43215	0	0	0	0	6609045	1261802	7814	34.67858890160186						SRX9633801_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33377970.0	0.0	20-141	40.0	9.018338560147583	125.51876743852308	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	33656083	5052180	33656083	4381258171	10551485	4363219507	0.411723374792195	0.1477	0.3872	0.4651		
SRX9633802	43042513	16344984	14902395	1689131	0	0	0	0	69021	0	0	0	0	8270463	1755246	11273	37.97404672910245						SRX9633802_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43042513.0	0.0	20-141	40.0	8.557695594970784	126.25211072132336	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	43199260	6732636	43199260	5676421790	7251627	5659641774	0.2956090407087243	0.1417	0.4025	0.4557		
SRX9682649	4203639	1961550	13153	2023946	0	0	0	0	362	0	0	0	0	153250	44653	6725	46.6631411498466						SRX9682649_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4203639.0	0.0	20-76	53.0	30.060818579684877	68.70467896981638	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	4786312	680646	4786312	361395211	63293953	297245992	17.750434163888244	0.1778	0.2556	0.5665		
SRX9682654	11284561	7529091	147964	536859	0	0	0	0	2267	0	0	0	0	2415661	634143	18576	66.72028269420494						SRX9682654_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11284561.0	0.0	20-76	39.0	13.004624215340105	74.47530391301886	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	11377019	1186902	11377019	859907468	3324218	854438218	0.6360277359517013	0.2664	0.2009	0.5327		
SRX9682659	10961324	9273414	21720	393787	0	0	0	0	921	0	0	0	0	846250	378468	46764	84.60122153126758						SRX9682659_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10961324.0	0.0	20-76	35.0	19.793585858105875	75.03588690563294	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	10994207	2393623	10994207	828781084	4559827	821216994	0.9126764770611004	0.2857	0.2436	0.4706		
SRX9682664	9154285	7458910	74697	331074	0	0	0	0	987	0	0	0	0	896319	351963	40335	81.47998450998631						SRX9682664_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9154285.0	0.0	20-76	35.0	19.119262653982368	75.03981512482952	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9178255	1980556	9178255	691960331	3806794	685642538	0.9130282065259028	0.277	0.1686	0.5545		
SRX9682669	15113256	11918583	129821	477441	0	0	0	0	5120	0	0	0	0	2011946	511756	58589	78.8617820011783						SRX9682669_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15113256.0	0.0	20-76	39.0	12.825981123268551	75.14261559520993	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	15192757	2920423	15192757	1151516146	2375352	1144594633	0.6010782414161652	0.298	0.2401	0.4619		
SRX9682674	16000652	12206042	29474	587499	0	0	0	0	2838	0	0	0	0	2462771	636057	75971	76.28465390035356						SRX9682674_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16000652.0	0.0	20-76	36.0	14.49532165620118	74.72930053100336	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	16085275	3787986	16085275	1219101359	3549810	1207781328	0.9285553589478034	0.2547	0.2744	0.4709		
SRX9699053	10053306	7151792	256975	527379	0	0	0	0	943	0	0	0	0	1819235	250541	46441	71.13870800311858						SRX9699053_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10053306.0	0.0	20-75	33.0	29.6903443549674	73.67569812358244	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	10062265	4268776	10062265	754669875	1246866	747426131	0.9598559900115264	0.6059	0.3413	0.0528		
SRX9699054	8611201	6028525	269246	723723	0	0	0	0	856	0	0	0	0	1334954	216544	37353	70.00794662672489						SRX9699054_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8611201.0	0.0	20-75	34.0	32.667200635835435	73.59674451914431	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	8617561	3571836	8617561	646317075	1823164	639520841	1.051532485042268	0.6227	0.3117	0.0656		
SRX9699055	10020941	8004940	290797	528533	0	0	0	0	752	0	0	0	0	873993	276085	45841	79.88211885490594						SRX9699055_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10020941.0	0.0	20-75	34.0	29.202883632670467	73.69268634552384	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	10029553	3995721	10029553	752216475	1229157	745470625	0.8967963643710408	0.6887	0.254	0.0573		
SRX9699056	9895731	7560141	286646	649271	0	0	0	0	898	0	0	0	0	1087926	263768	47081	76.39800435157342						SRX9699056_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9895731.0	0.0	20-75	34.0	32.325508365146874	73.67466132618196	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	9903462	4087271	9903462	742759650	1350404	735734567	0.9458083782553348	0.7352	0.2062	0.0586		
SRX973265	14162597	2442291	5523456	4427622	0	0	0	0	0	0	0	0	0	1393481	368451	7296	17.24465505867321						SRX973265_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14162597.0	0.0	20-94	37.0	12.107761612053467	86.95434220150443	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	14173366	9385517	14173366	1332296404	82471397	1237035432	7.150133537401637			0.1923	0.6845	0.1233
SRX973266	11416763	540740	6670891	1956704	0	0	0	0	0	0	0	0	0	2076929	166621	4878	4.736368793851637						SRX973266_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11416763.0	0.0	20-94	42.0	4.347209982949226	88.55175797202762	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	11440615	4013108	11440615	1075417810	56247159	1014044699	5.706908554917833			0.3354	0.6345	0.03
SRX973267	10917117	1151713	7370891	1931841	0	0	0	0	0	0	0	0	0	371066	89399	2207	10.549607556647054						SRX973267_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10917117.0	0.0	20-94	44.0	11.997853825474175	89.56446999697813	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	10923245	5528734	10923245	1026785030	37458544	982067961	4.355056578882924			0.1846	0.6545	0.1609
SRX973268	10313500	1075363	7201017	1728300	0	0	0	0	0	0	0	0	0	233526	73472	1822	10.426751345324089						SRX973268_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10313500.0	0.0	20-94	45.0	12.13265750105862	89.67750967178941	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	10317883	5135357	10317883	969881002	34272874	928826876	4.232903409319487			0.5	0.5	0.0
SRX9960951	22591144	16964547	132216	1012808	0	0	0	0	0	0	0	0	0	3617797	849518	14258	75.09379339089689						SRX9960951_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22591144.0	0.0	20-76	33.0	26.23982403892634	73.50891251899417	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	27507504	12106690	27507504	2051695695	8754794	1671760723	18.518095686699777			0.5027	0.3366	0.1606
SRX9960952	20458255	15555234	94090	894650	0	0	0	0	0	0	0	0	0	3061758	838205	14318	76.03402147446104						SRX9960952_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20458255.0	0.0	20-76	32.0	25.494797149655085	73.51938198052571	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	24796435	10942158	24796435	1849381413	7731383	1514127124	18.127914914866725			0.5729	0.2676	0.1594
SRX9960953	26565015	20097349	555439	1172524	0	0	0	0	0	0	0	0	0	3877351	845796	16556	75.65344495382367						SRX9960953_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26565015.0	0.0	20-76	34.0	25.412234261058614	73.46472606923052	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	31276681	13362171	31276681	2333502479	15248422	1964721453	15.803755484246906			0.4529	0.3819	0.1652
SRX9960954	9063282	6861441	140678	496085	0	0	0	0	0	0	0	0	0	1212780	346244	6054	75.7059197760811						SRX9960954_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9063282.0	0.0	20-76	33.0	28.17172591318949	73.42557387048092	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	12011914	6018970	12011914	895424987	7989601	669995315	25.175718264828813			0.5795	0.264	0.1565
SRX9960955	25427994	19971498	456152	1104285	0	0	0	0	0	0	0	0	0	3208561	664336	23162	78.54138238352581						SRX9960955_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25427994.0	0.0	20-76	33.0	35.223124456630735	72.85485477147745	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	25788787	8541369	25788787	1912903903	7161333	1868095822	2.342411499591153			0.4769	0.3349	0.1882
SRX9960956	12873499	10033762	75330	517603	0	0	0	0	0	0	0	0	0	1789930	445764	11110	77.94121862284683						SRX9960956_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12873499.0	0.0	20-76	33.0	28.4115662595852	73.37372364731608	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	13636135	4878471	13636135	1016623147	4391413	951236822	6.431717120837894			0.5209	0.3158	0.1633
SRX9960957	14941547	11480127	91102	604625	0	0	0	0	0	0	0	0	0	2288900	466098	10695	76.83359025675186						SRX9960957_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14941547.0	0.0	20-76	33.0	27.5649806702116	73.53476089189427	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	16079498	5866227	16079498	1200462492	5359138	1106058727	7.863949571862175			0.4828	0.3658	0.1514
SRX9960958	16123326	12197234	63186	675435	0	0	0	0	0	0	0	0	0	2569142	606733	11596	75.64961472589464						SRX9960958_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16123326.0	0.0	20-76	33.0	27.36199848240383	73.53781049890078	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	17665145	6665202	17665145	1318707780	6355053	1193595822	9.487466434754788			0.5141	0.3294	0.1565
SRX9960959	16596919	12639349	125343	813200	0	0	0	0	0	0	0	0	0	2407236	601032	10759	76.154791139247						SRX9960959_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16596919.0	0.0	20-76	33.0	25.49514274371078	73.46365599542904	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	21522423	10468331	21522423	1604222232	7356092	1227439491	23.48694173937866			0.5894	0.2357	0.175
SRX9960960	7449388	5571740	41669	400002	0	0	0	0	0	0	0	0	0	1116018	314499	5460	74.79460057658429						SRX9960960_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7449388.0	0.0	20-76	33.0	29.656269337259968	73.38425411590858	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	10623688	5670296	10623688	790811917	4177045	550471519	30.391600434114345			0.5999	0.2419	0.1582
SRX9960961	15261742	11449242	60241	806728	0	0	0	0	0	0	0	0	0	2370775	561886	12870	75.01923437049322						SRX9960961_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15261742.0	0.0	20-76	33.0	27.482760052644608	73.47933243793533	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	20112142	9950668	20112142	1498876395	7073685	1128980616	24.67820430249687			0.5543	0.2545	0.1912
SRX9960962	11399627	8478436	74258	602430	0	0	0	0	0	0	0	0	0	1733091	503155	8257	74.37467910134252						SRX9960962_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11399627.0	0.0	20-76	32.0	26.658503777579945	73.48875432503186	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	15131562	7586548	15131562	1127665120	5000936	843375994	25.21042115765716			0.6059	0.2339	0.1601
SRX9960963	9511862	7078535	49269	518016	0	0	0	0	0	0	0	0	0	1512040	346964	7038	74.41797410433415						SRX9960963_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9511862.0	0.0	20-76	32.0	27.067763673446358	73.47343643126867	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	12882772	6651620	12882772	959814697	4452965	703576129	26.696670597032963			0.609	0.1991	0.1919
SRX9960964	15076269	11019322	83291	797887	0	0	0	0	0	0	0	0	0	2455945	708045	11779	73.09051065618424						SRX9960964_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15076269.0	0.0	20-76	33.0	26.46991672334965	73.5195290028322	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	20472746	10417305	20472746	1525522641	6908351	1115877695	26.852760817202448			0.5023	0.2992	0.1985
SRX9960965	13818923	10821066	83675	791948	0	0	0	0	0	0	0	0	0	1756672	354206	11356	78.30614585521607						SRX9960965_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13818923.0	0.0	20-76	33.0	28.3666601349558	73.38665191201949	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	18141473	9086959	18141473	1352373772	12001524	1021016908	24.501870034787988			0.5204	0.306	0.1737
SRX9960966	20364924	15743944	323341	958515	0	0	0	0	0	0	0	0	0	2555180	768886	15058	77.30912229282073						SRX9960966_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20364924.0	0.0	20-76	33.0	26.5237795208218	73.4446128058224	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	25026862	11459826	25026862	1866550941	13968421	1505766822	19.32891897430406			0.5326	0.3063	0.1611
Vir_1	4561685	3020831	1338	1054231	0	0	0	0	7648	0	0	0	0	302083	155205	20349	66.22182373399303	4561685.0	3507454.0	76.89	1054231.0	23.11	Vir_1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4561685.0	0.0	20-151	34.0	16.57063880205223	150.54957455413953	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	4563670	1997587	4563670	689114170	1377313	684989961	0.5984797845616787					
Vir_10	4257162	2838508	2371	1032177	0	0	0	0	4581	0	0	0	0	208790	151866	18869	66.67606259757088	4257162.0	3224985.0	75.75	1032177.0	24.25	Vir_10_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4257162.0	0.0	20-151	36.0	73.75986570551349	150.34452835010742	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	4259475	1518462	4259475	643180725	589988	640630993	0.3964254370340467					
Vir_11	3683488	2637800	996	673715	0	0	0	0	62130	0	0	0	0	161239	120943	26665	71.6114726042273	3683488.0	3009773.0	81.71	673715.0	18.29	Vir_11_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3683488.0	0.0	20-151	36.0	79.33190849872045	150.28342484080306	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	3688287	1304216	3688287	556931337	316490	554640345	0.4113598657135718					
Vir_12	4604981	3240348	4536	898262	0	0	0	0	75727	0	0	0	0	204992	151296	29820	70.36615351941734	4604981.0	3706719.0	80.49	898262.0	19.51	Vir_12_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4604981.0	0.0	20-151	35.0	18.87176021646074	150.48743979616853	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	4607486	1628796	4607486	695730386	409910	692637160	0.444601251036921					
Vir_13	4298140	3036194	369	796941	0	0	0	0	55136	0	0	0	0	205103	178065	26332	70.63971857594215	4298140.0	3501199.0	81.46	796941.0	18.54	Vir_13_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4298140.0	0.0	20-151	35.0	22.31370407718793	150.4603863531667	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	4301541	1518199	4301541	649532691	357925	646460155	0.4730379305881618					
Vir_14	4255947	2926594	1351	838545	0	0	0	0	30243	0	0	0	0	258172	181074	19968	68.7648130956518	4255947.0	3417402.0	80.3	838545.0	19.7	Vir_14_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4255947.0	0.0	20-151	36.0	79.45029337961212	150.16884561767333	pass	pass	pass	pass	fail	pass	pass	warn	pass	warn	pass	4259261	1520205	4259261	643148411	354195	639991868	0.4907954285531151					
Vir_15	5190859	3482570	3896	1057674	0	0	0	0	73399	0	0	0	0	317385	224284	31651	67.09043724747676	5190859.0	4133185.0	79.62	1057674.0	20.38	Vir_15_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5190859.0	0.0	20-151	34.0	20.844036310295436	150.4884320687578	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	5194335	1871383	5194335	784344585	467326	780802347	0.4516175757113183					
Vir_16	4710499	3105015	3236	1003854	0	0	0	0	73292	0	0	0	0	281995	215063	28044	65.91690179745288	4710499.0	3706645.0	78.69	1003854.0	21.31	Vir_16_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4710499.0	0.0	20-151	36.0	81.04109627310311	150.22760964390395	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	4714170	2093343	4714170	711839670	1349360	707002045	0.679594746384393					
Vir_17	4546657	3197800	619	865688	0	0	0	0	49230	0	0	0	0	227372	181860	24088	70.33299410973821	4546657.0	3680969.0	80.96	865688.0	19.04	Vir_17_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4546657.0	0.0	20-151	36.0	79.55677909155405	150.2331414047728	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	4548416	2027043	4548416	686810816	958886	682409242	0.640871386626503					
Vir_18	3920051	2736497	5889	752451	0	0	0	0	67780	0	0	0	0	181667	150676	25091	69.80768872649871	3920051.0	3167600.0	80.81	752451.0	19.19	Vir_18_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3920051.0	0.0	20-151	36.0	81.48997861176925	150.27720149559278	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	3921622	1746237	3921622	592164922	815797	588539463	0.6122380548572919					
Vir_19	3191187	2027299	2657	851892	0	0	0	0	3751	0	0	0	0	179947	112503	13138	63.52805398116751	3191187.0	2339295.0	73.3	851892.0	26.7	Vir_19_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3191187.0	0.0	20-151	34.0	22.954955341693644	150.5381348695642	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	3192730	1400003	3192730	482102230	1044829	479123193	0.6179264095086223					
Vir_2	4549226	2819250	976	1297354	0	0	0	0	12840	0	0	0	0	261124	132423	25259	61.972080525346506	4549226.0	3251872.0	71.48	1297354.0	28.52	Vir_2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4549226.0	0.0	20-151	36.0	43.74697006448894	150.3041803155086	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	4551891	1980322	4551891	687335541	1586614	683070499	0.6205181815267138					
Vir_20	3995473	2689740	754	886287	0	0	0	0	3092	0	0	0	0	245193	156519	13888	67.3196890580915	3995473.0	3109186.0	77.82	886287.0	22.18	Vir_20_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3995473.0	0.0	20-151	34.0	20.40467598767451	150.53196605258	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	3997249	1450001	3997249	603584599	588689	600981202	0.4313226355200624					
Vir_3	4458789	3095345	13576	1034059	0	0	0	0	2221	0	0	0	0	100549	195170	17869	69.42120382911145	4458789.0	3424730.0	76.81	1034059.0	23.19	Vir_3_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4458789.0	0.0	20-151	34.0	18.406828403190566	150.56685750323686	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	4460334	1572912	4460334	673510434	609886	670765802	0.4075114298823171					
