,S_mean_std,A_mean_std,count,L2_norm
0,0.003643139037761791,0.6082836556579176,100,113.02238953810412
1,0.002819258389116417,0.4783935274751997,100,100.76286511919062
2,0.0031375284979112566,0.541217688940901,100,63.79524592306685
3,0.0033512712740674452,0.5419802928558951,100,96.7312280184432
4,0.0028905267107909092,0.4988167369597126,100,75.5440543280052
5,0.0021325268086343613,0.40279883172796543,100,172.0003201102075
6,0.001669639674800722,0.31688378165853837,100,96.42180412134444
7,0.003673078188992061,0.6191308680758701,100,64.50104335243614
8,0.0020215864177547224,0.5306627756653806,100,224.20312571871426
9,0.0038055832519253863,0.6644397002279664,97,49.848634399825755
10,0.0018522600043296116,0.31393076259092434,100,85.59009103235026
11,0.0020580220845256157,0.4148584230128702,100,102.4364022403633
12,0.0012097494005551426,0.20676115557177313,100,107.59163101441649
13,0.004229978445055431,0.7635576146174434,99,48.873464421939765
14,0.0038109240626860385,0.6626170738007225,100,81.24478050744764
15,0.005863328159355548,1.0447986765212425,79,100.47460207953164
16,0.0009073363519049771,0.15200535586416206,100,177.64698583056543
17,0.0017577420604134454,0.30956256658468606,100,145.10074722386582
18,0.0036482413968400174,0.6098735040938152,100,42.58090429375444
19,0.004235354689433826,0.7556146318655709,100,67.9953695526485
20,0.002755457293348403,0.47628503335651745,100,71.40553270279989
21,0.002266597523753241,0.3996201151915883,100,78.5734987083489
22,0.0038819345467757545,0.6439504528363156,100,65.49678882858498
23,0.0023971322736092314,0.4509525307575634,100,161.92715036145185
24,0.005565610718987733,0.8893833774353761,95,61.410556152227834
25,0.0012812750273157062,0.2325808762636479,100,93.61078388880831
26,0.002211614783301783,0.4411862172902853,100,127.2502255828703
27,0.0007988942562490504,0.1443487218336094,100,172.67392734489692
28,0.0016753569195783957,0.2926513664989065,100,89.39076075268035
29,0.0011239202809778764,0.19339170970478695,100,70.11793588690908
30,0.0014624714095379835,0.2556213532345612,100,107.9977188317071
31,0.003191703431089022,0.5203612509000848,100,48.80406305950458
32,0.0047026636122861265,0.893335562895457,95,91.2016943247954
33,0.004983009573192579,0.8432359456078442,95,68.30211837429223
34,0.0022947663118563005,0.529821908584565,98,266.94510002767015
35,0.003924684968693506,0.9456787242461328,100,161.73067778773571
36,0.0013076110150644293,0.2522992681309946,100,139.0956041784398
37,0.002252257135966447,0.5484113393497958,100,206.5539991802345
38,0.003515351589078498,0.6018851310444541,100,63.64814927672963
39,0.0018808111658058825,0.3359925219793376,100,79.67352373520241
40,0.0029284573273900723,0.5267712934228438,100,91.59209656925681
41,0.0023662132753220206,0.41031459979265156,100,187.86192264661472
42,0.0006911193244066913,0.12718299680245856,100,60.64062890626588
43,0.005216215014628963,0.9913423425442071,97,83.55817979665372
44,0.0020334897763848556,0.3286501217375704,100,118.24046857183033
45,0.002979310499483617,0.517958482318332,100,173.2638468597023
46,0.0034234208870653274,0.5423551665625534,100,53.62002048521191
47,0.004667181737641022,1.0764781823856242,99,98.81616693310532
48,0.003472432942983537,0.603781813167546,100,75.34348108193942
49,0.00452839497336355,0.7367929766628375,95,61.03021880254966
50,0.003067951479513156,0.5463154483884968,98,102.01107882813712
51,0.002980009691489327,0.45134855392238615,100,43.17030401203114
52,0.004291675386942593,0.7905473692768215,98,71.01350821938327
53,0.003994407189247049,0.7936315279282572,77,166.68919285381935
54,0.0007842642448624768,0.13917934819676916,100,138.13332022702784
55,0.0024884841594865156,0.44330350900570803,100,118.6635937577554
56,0.0022108875732097383,0.4264138987262477,100,142.08314556481432
57,0.002812535795786267,0.4637142266037191,98,101.48747091297982
58,0.004510986005946835,0.8735285901501132,66,142.2744178717684
59,0.005266544746285918,0.8648683529915111,77,101.08484683244137
60,0.003517228842652104,0.6159759335216627,100,99.07164090484504
61,0.004992146993886466,0.9093978153588335,91,83.44074921491469
62,0.0055393012164507965,0.9296540899250345,90,101.34549950405973
63,0.006093786925920073,1.47837031827691,89,70.13071216577889
64,0.005023281168387626,0.9686297638890109,67,123.30873558450645
65,0.005594355257276348,1.0507965605266245,80,81.74785956543745
66,0.004841232332591586,0.9493092917238392,71,131.51123753803438
67,0.005623622689753178,0.9761372815559909,79,83.64166249388381
68,0.005653089183348072,0.9535351257369175,71,59.976569226425354
69,0.005813657710455408,1.0352788396814532,68,84.35349002422042
