Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
USA300HOU_RS14890,-0.0023934978781631196,0.0032939628274321815,0.001870915702453512,-0.02178673767221735,-0.00219669919722513,-0.002112090467167248,-0.01444958497562343,0.004367514971946429,-0.019009826512635584,-0.018015442539268414,-0.00040113448991711565,0.0062151062901692426,-0.02191836830605152,0.01031331657224148,-0.006207739598755214,0.016810108092401688,0.018834535235920616,-0.0047850984631897285,0.012829234058242782,-0.00359317871697095,-0.0038684251962174676,-0.0029705348393111912,0.012127931884409698,-0.016772796694586672,-0.006349411209611609,-0.013151579489185123,0.0036885438416595123,-0.022988584671859883,0.03223181918357773,0.019611568990860917,0.0025599181640982593,0.003193875316230002,-0.009443241737519247,0.0008726173710104336,-0.012982762445445448,-0.006982249531574295,0.028125329603651432,-0.004093331818616238,-0.013383099173097894,-0.001309634808703503,-0.02938643738705623,0.008519439800719997,-0.01844549698972485,-0.011981839321856046,-0.010424860397456914,-0.006709247007449408,-0.0075259744042437135,0.009507449004135885,0.009122758929844417,0.009257084341426233,-0.015722207390070332,0.0032277508465249666,-0.013623508886282713,0.013094491122874655,0.019128645589314857,0.006807494291382724,-0.015255368798032114,0.028500607840313007,0.004259090079352165,-0.012912878922625045
USA300HOU_RS14895,-0.02794398264625207,0.00046835093471398907,0.0069517876656837695,-0.04114185269822692,0.009619904703422291,0.01581646430932157,0.004772191594885799,0.012839623638600637,-0.02078742377914454,0.013208380856988208,0.009474006145658754,0.028715141870130956,-0.06992657411560124,-0.001826291310173775,-0.008731787616665387,-0.0015726373014016066,0.02656944797583532,-0.00761443611485966,-0.006092468477770349,-0.011954362667717664,-0.03160425710073993,-0.0005566968923513223,0.015160465486440157,-0.00981676830371866,-0.024948820148623197,0.009493418692820665,0.023838750713140594,-0.009649167788254564,-0.002345213627161889,0.006609033275679806,0.02887894590356401,0.004207226684445392,-0.017601217239039988,-0.003161459624432032,0.051618212038007,-0.03447998885311228,0.10695521930309321,-0.012986313326236612,-0.02573870023148831,0.028953136906691542,0.007686364528451178,0.026884537364839322,0.062439229482688006,-0.01982842581081446,-0.010298748472264176,-0.01503614827335181,-0.0181051199950507,0.0084542054307041,-0.020718552597093435,0.008029352760282531,0.0015177573860483847,0.0005266586940839083,-0.0021316217368503422,-0.005856359172178434,-0.018915544520399567,0.01434485502033089,-0.007005433292708814,0.007109631095897301,0.01663978811348933,0.001624077642325239
USA300HOU_RS14900,0.00032666216489169483,0.04403619984285629,0.010951925516321577,-0.003813564392489493,0.0341323990352401,0.0008316696523653948,-0.010709306707402732,0.013846283532861426,-0.014968773887323034,-0.0046229433914019204,-0.007110450780571541,-0.0059226957307372975,-0.03614142352703293,-0.02408109843199787,0.00022759133379219093,0.02595846067764954,0.021687719792321477,-0.009135351330156822,0.026416752127130096,-0.007111233379351649,-0.015684592374861542,-0.0009731458739491845,0.01117999818169586,-0.0038868202217841557,0.004407212331304467,0.023145243860607522,0.023837934491868724,-0.014455566010341815,0.03584023947584903,0.0151777737210346,0.022844264691597286,0.006001498117432205,0.017358580561091925,0.00166479957375502,-0.011830745637180805,-0.018496987140739937,0.020617296319975675,-0.01128699101356251,-0.008679626170222667,0.003021142767622198,-0.01559500802396025,-0.017804789349865457,0.0022139234727046714,0.0074354712797799535,0.013678942319842045,-0.020799343825031527,-0.003948467181319974,0.021523561147083304,0.023980766741941273,-0.027846516759076175,-0.04056588010641938,0.0034749747864544272,-0.017440391048279023,0.00395868517867674,-0.0039122205007020945,-0.009165117413584726,-0.01737548866102154,0.015750284983383222,0.009524465057485415,-0.005797772508090064
USA300HOU_RS00005,-0.0006563947071976556,0.007665619591023496,-0.002838068527652932,-0.005978469131686319,-0.012774042148260237,0.01302064572288555,0.0012900163945435206,0.0026413193808130344,0.0047318578596936434,-0.007880398533762135,-0.005296156248092964,-0.002389172721249382,0.002840399616014769,0.0005494838817434486,0.006862615992078922,0.02285485770520275,-0.008532632235747649,-0.001091256758175379,-0.017298569485524006,-0.002391939573355478,-0.0022462139237225797,-0.0032026191110499113,-0.004304617997154205,0.004443088715251567,-0.006619376741746069,-0.008566599744560201,-0.01580383099065978,-0.004794017830125465,0.010941105199836994,0.005039906879114009,-0.003746600377035803,-0.013667993900653248,0.009519570342901504,0.01739360682411397,-0.010125739079451341,-0.0014107298412052488,-0.002649938443439286,-0.01029451645045405,-0.0036743830465433914,-0.006499502951974803,-0.003811983779349879,-0.018161408698593586,-0.005289426711207424,-0.0010690551285447698,-0.013399551549726538,-0.0004097607479320437,-0.0010672439319413,0.0036192654276102233,0.009581107782124973,0.010842466486588535,0.021034192950574827,0.011645303117780222,-0.004153117734992191,0.006482898760145321,-0.003948232791431983,-0.01315464703680962,0.016459189351354125,0.001502560368603762,-0.008094513108340841,0.01573187613021663
USA300HOU_RS00010,0.006246159507760784,0.009187663236676096,-0.006058839696728696,-0.011028925673019016,-0.007776967795887236,0.007668000144969768,0.00738472433054776,-0.002191635485775518,-0.001138114645710207,0.0027216598227056753,-0.017704254894353944,-0.009601793843577478,0.0022239872223421358,-0.00045303358755689185,0.0026666350269645795,0.014707877062474258,-0.008226306477196781,-0.0022713292657821453,-0.0004815773144354734,-7.992520827804308e-05,-0.004300691143339326,-0.006355147748862855,-0.005018187736341823,0.00830556400682696,-0.0067150691912798,0.0037502302159188997,-0.00848000761959216,-0.004020263378110219,0.022126832182155404,0.006127070111352909,0.0012864819669331589,-0.011646303993045847,-0.006993501992012124,0.012379145025977043,-0.005827824768202832,0.004005154920183925,0.004305958253016104,-0.007940803896093846,-0.004945928024390769,-0.008289871237469047,0.020293220817275696,-0.006312856403269134,-0.005899164032252622,-0.002977336370866201,-0.001108239913809897,0.0004620377311834783,-0.0002362595849963046,0.0018169607133488364,0.0043178707311059645,0.009172797099317903,0.02921443339609749,-0.002365660362932887,-0.012768543598456585,0.00870399949015582,0.007718331910695492,-0.00374840129993027,0.019610604535458195,-0.0034303308921202736,0.005762377197819117,0.021486281990839236
USA300HOU_RS00015,0.014487426126855137,-0.0010616568514092237,-0.0015328739250371648,0.008282220839707404,-0.0068834266420772896,-0.010338900149894255,0.03402263147397892,0.004444659832301891,-0.006041274924256704,-0.02379691516542277,0.0028335828063372724,0.007461154417863544,-0.006682118335972958,-0.01331252367097639,0.008120498905954308,0.047840467904666874,-0.004239861887608895,-0.003139089327505634,0.03283093372746028,0.022414354078558553,0.0072595728017173684,-0.007762883825061453,0.014418663578974844,0.009664375052103323,0.0019104510532872204,-0.045441669058461726,-0.004492082575670021,0.008393590616322926,0.005451845082824973,-0.0060433238081353206,0.003614723949325847,-0.004962079746300654,0.01853010168817939,0.0033035361884970983,-0.00022694539823481984,0.001898919664987633,-0.012845930773291093,-0.010926831568843333,0.00852081176011895,-0.00734553476198803,0.009485804215626118,0.00047080686976735747,-0.004857644602479766,0.0007160715346051832,-0.019977804259298067,0.0017153281095187494,0.0013693602675136985,-0.004145870730157467,-0.004830390626570468,0.00683023106223812,0.008648686656691319,0.0023822126976135944,0.07568878654381946,-0.007618490063496221,0.00562640400929029,-0.01011784217197389,-0.0030971821873614198,0.027534127528698864,-0.0015823279080905408,-0.0015980598835248889
USA300HOU_RS00020,-4.355121860362008e-05,-0.0015603482241440005,-0.002426653089904227,-0.0008261137441165799,-0.007416639912522117,0.0011478736728714521,0.013185410701539281,0.00440519184634223,-0.011356388864092477,-0.009307330251656983,-0.004832462186926227,0.007316411751513497,0.0010442514341633077,-0.007747921021156721,6.969116462658784e-05,0.05288294287651383,-0.013152000708778701,-0.005056775813426999,0.008185351763324727,-0.001552657233358514,0.006791693112530159,-0.00361935737424365,-0.009807739040927644,0.0014325667839933766,-0.001915021567742064,-0.0037802229384697656,0.008509684980625605,-0.0038424817102474997,0.000672860376240567,0.004358307341236083,0.001296758847344765,-0.002677562760087969,0.01484302247705997,0.0014373274757529067,-0.014301511601971356,0.0011592146607484032,-0.015155744530522782,-0.009503729894983444,-0.0043165434781189645,-0.008625735276657217,-0.013729651178347705,-0.007912322294785603,-0.002868220326039217,0.005554802177918367,0.00015207249564933888,-0.008806622124520063,-0.006529983105885595,0.003029330517271836,-0.0003206244352539698,0.019488479288816113,0.008247277857530922,-0.007123511076627098,0.01197075029470996,-0.023288262680420765,0.0008672737073810546,0.006650629797994427,-0.0035091950308382327,0.005778155672669948,-0.006244345281226128,0.01069089555440383
USA300HOU_RS00025,0.007378616210526767,-0.0031041640495997986,0.00533540025585731,-0.008599929694991572,-0.006409628739880051,0.002684771955233997,0.009294200173839534,0.007408912484850072,-0.00392045351586007,-0.005649837358047335,0.0036465751406676776,-0.005295239620143679,0.005138666387518568,-0.0015616094209391484,-0.0026267387604031484,0.04471578691370987,-0.011309687840362926,-0.004430038165977622,-0.02171541040662113,-0.002864985490490789,0.0036690553782662534,-0.005208299844835055,-0.0146213394632523,-0.005586877670042175,0.00011676655091860844,0.0004954087435141401,0.006077510390777883,0.012031593443795842,0.00991934904352656,-0.002445143187626949,-0.003331079565798012,0.0014573000281911227,0.008555896293636194,-0.001280873659625262,-0.011567635037304916,-0.001442189406714963,-0.004239274904451729,-0.009051684463399273,-0.002658740102027819,-0.006985697524405753,-0.010641747525233971,-0.0006184812041431483,-0.0017028522897777083,0.004460775439925468,-0.004969824272965877,-0.005573703759365846,-0.0016924544366767724,0.010213442535875958,-0.0021091729594806155,0.0078051477646256685,0.012571910295685272,-0.0021130153146832467,0.006035285942224301,-0.02406720503520851,-0.00022934252160050102,0.023992520008339117,0.00545356453940454,-0.0019002031525968432,-0.004594508527617228,0.004877536783096755
USA300HOU_RS00030,0.005749492044357861,0.00224205855246075,0.014242529301373638,-0.006755925296088992,-0.009852402792935939,0.0021950299390647078,0.008625697187549236,0.005712857434064614,-0.0027532035006015265,-0.011709314269650106,-0.00393609209564716,-0.0013960169912487078,0.004752350536575357,0.0006735377897246869,0.002781787624174289,0.03501812606191826,-0.012649296159942307,-0.004259813580372595,0.0007076347778992118,0.006460079004442113,0.002245087755228426,-0.005655875995755536,-0.019091893967560884,-0.007723571665141621,-0.001538556231370762,0.000835446771716362,0.01417033904265311,0.008642160463388657,0.007560949669946789,-0.007524852991304476,-0.0036016120096530467,-0.001791652137979651,-0.003592671246284909,-0.0004756209691665258,-0.011647379011785334,0.0009140738850497369,-0.006845518993123312,-0.00725138981833356,-0.0018884433815732856,-0.017135863513034283,0.003897994013036615,-0.000956865907524784,-0.0031628083872553103,-0.00273966435398955,-0.004001387378013826,0.0003199641219236172,0.0011112737453086627,0.006379707636307467,0.007028483191091048,0.007020334004661629,0.014745474617883874,-0.0057307564630386275,-0.0030101968229853658,-0.02690107464335772,-0.004360430289559373,0.013344137734793064,0.011283753312745231,0.002341909173091971,-0.01063759099290354,0.008446274566050462
USA300HOU_RS00035,-0.0022172672492633523,-0.006062828035965157,-0.001475081662226996,-0.015726903326020593,0.003228074537849967,-0.013519100276660293,0.028261353456971287,-0.00462460673759763,-0.028991324056304165,-0.007220041743729632,0.005842286105778522,0.005124391660279029,0.028645886716570763,0.024003500086432344,-0.024180394911325086,0.006140770524277981,-0.001077429360620641,-0.0017894893527909928,-0.004452724590731824,-0.005208616065450106,-0.014042234688706655,-0.0012565691073647303,0.01919182032886469,0.030347870634374198,-0.008180542087147623,0.012977352445118462,-0.01623479111349388,-0.001630529006273053,0.020305788942325577,0.007071732354501784,-0.007598536055346728,-0.007462934769766629,0.011927597408966031,-0.003787675028927154,-0.008018208277901841,0.0203406363733242,0.008013528742173374,-0.0009510073501055366,-0.011751034558973717,0.0054670671911160205,0.0015915443944739744,-0.03093775170283741,-0.005665826834346622,-0.010678888322415724,-0.012684729356855598,-0.010049667810168418,-0.0015197822761271332,0.009634107034624868,0.020328014549574627,0.021672203659959095,0.008919548150819903,0.021004803836948863,-0.0033431135934667306,-0.0006182506409083322,0.0024669592797030575,0.00643402437639291,0.00570135119958411,0.0021493664670367914,-0.004924588429927454,-0.0027472770579877654
