Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
USA300HOU_RS00100,-0.0047597447935182466,0.004362304731198433,-0.009034365425441778,-0.005243066397760082,-0.004394967300245481,0.008841594929265255,-0.0005420934779202835,0.0018254484729127826,-0.004398345479959265,0.006150488799481542,0.011910296065473041,-0.006450639445749147,-0.0023002473832032795,-0.028446563391787815,-0.002240271493602824,0.004290578564932064,-0.010365753237081408,0.026515207612018428,-0.003885720335377743,0.015469542733098649,0.0006285529340473292,0.005577374528833763,0.00821353349372473,0.006807575089709077,-0.008495818607882805,0.0076497698480264146,0.01111747963885634,-0.003021920166532067,-0.004281041031712163
USA300HOU_RS00105,-0.006103549842376869,0.011174231163261657,-0.007331123822120834,0.0018852592189276874,-0.015259726676604751,0.007445965524403737,0.0028231168772871224,0.0018144989400059465,0.0024393967101056114,0.006779825204265637,0.014666309635942915,0.002175403874422476,-0.005434503721557856,-0.017159930227131758,-0.006385177829009806,0.005850086718943069,-0.003428550326027299,-0.016403810212266636,0.011531573192215901,0.0041237652964867845,-0.006143114007066051,0.001502330956010824,-0.005443247366115358,0.0006607728908394791,-0.016562313936583126,0.01402671489192272,0.009032089919643285,-0.007606151074106857,-0.01143971528946548
USA300HOU_RS00110,-0.007359960392433627,0.013820327217524601,-0.008872550341340742,-0.00433536358640446,-0.013316251607206087,0.00590895338726431,0.0024039590193605776,-0.0004654430447216911,0.00039526725452102593,0.005804397292273297,0.001540344099997669,-0.0016304594752027122,-0.005308347377348368,-0.011612763506148054,-0.008540700504575883,0.0067063547184989395,0.005380071584911831,-0.02236430323932999,0.013417942857786087,-0.007495632744732727,-0.006555784827150067,-0.012390549831279556,-0.006539223039203927,-0.004448152256098529,-0.0191975320059534,0.009421219124520843,0.0014660296191534525,-0.0002829693650249621,-0.01867735815275973
USA300HOU_RS00115,-0.008537639525714883,0.017918191878423653,-0.004130772441859922,-0.009083491930718514,-0.01005390750448319,0.00583920120826726,0.007290116955140333,0.006890370042321271,-0.0015974703629354518,0.008292370167073152,-0.002434999609622485,-0.0023293042059020675,-0.004526076934242496,-0.01026196999539384,-0.005161986647097812,0.000930612296247435,0.014738491886132821,-0.016876035068951866,0.015294338780484328,-0.002866000828993901,-0.004296406010523568,0.030720010330698114,0.0029042302920799013,-0.0006478061730913569,-0.005512121540797911,0.009594201564396323,-0.009024869364841934,-0.0038128147107756465,-0.00455754010065809
USA300HOU_RS00120,-0.013302501278956764,0.02220765624897003,0.001489575155038019,-0.021345693998329862,-0.0026455362925110076,-0.004794301492190688,-0.011771741606699733,0.029535042106302593,-0.0009179393642837313,0.01177274593427244,0.016090365786783734,-0.0067739654481473325,-0.010865156090128534,0.013269972152017346,0.002283023680070779,0.010129881644839196,-0.010622539835489712,-0.011039002438379667,-0.007364887754212873,-0.003133372829634013,0.014999997505877171,0.0004327877085082399,0.03418624469488002,-0.010040116172590801,-0.018699068478286153,0.020995950906617527,0.010827136401158228,-4.784602471010901e-05,-0.0012028726768571094
USA300HOU_RS00125,-0.005719246391626038,-0.010330055785991036,-0.01642439579259456,0.018238427275571872,-0.020773119197061908,-0.006683790974190497,0.00513218135956317,0.008744307033640495,-0.016824494184389586,-0.042923492627893085,0.01693551566295365,0.007269734749450421,-0.008486541520564456,-0.011601675417330183,-0.004022533635335976,0.020316154737169453,-0.023545471559830573,0.006252813752551016,0.01600876177096014,-0.01176783802665503,0.008757204600015767,0.019480732980903998,-0.011017344333122826,-0.002772127799625922,0.03178818348834932,-0.005515785695038737,-0.008435358384564438,-0.010189188770728046,0.02233700923358345
USA300HOU_RS00130,-0.001723565381490198,0.0038389099820876076,-0.014888715547853143,-0.002611084651523133,-0.021843798401465962,-0.0027072761452812083,0.0018855649985867907,0.0026699963520974536,-0.004930972423800953,0.004931322569299738,0.004207885702499098,0.004924619534861826,0.012502230456773058,-0.000954011443868056,0.0015749129139798518,-0.0018148791173595794,-0.008472438382106888,0.05217797921330993,-0.007523049105973225,8.501831960316821e-05,2.9023332396466535e-05,0.0024286692362653316,0.013284520870825808,-9.657088862816585e-05,0.011600361242407225,0.01795343865716266,-0.006183451274354071,-0.021173663644267874,0.007383698549966765
USA300HOU_RS00135,-0.011222988835616374,0.0037054062331475994,0.000685637080667669,0.018504789668466002,0.008364163912818273,0.005472301975969939,-0.004041618988170076,-0.0017414905324028226,0.0025840619508593686,0.000367017275377089,-0.03281212796360322,0.0015065432659843588,0.003686844871164659,-0.013622278227278553,0.004308864983003349,-0.00550637105333049,-0.010223537565304554,0.03961478319463972,-0.019725987400092192,-0.0006042224892365318,-0.004111534644455274,0.021757650444936848,-0.007955109039252369,0.019117314864377427,0.0009539176815589606,-0.025431295609302497,-0.007289247016531874,-0.01087282205167628,-0.011841657031210583
USA300HOU_RS00140,-0.018016027361819172,-0.018711046047640213,-0.005393790881117082,0.02021498377435817,-0.007360198564232628,0.0056229335054246675,0.0031319592392891364,-0.008472562844641145,0.007921552439970286,0.016660687030458154,-0.008787658129712973,0.012923559382294794,-0.014423577488974422,0.020340341606816886,0.027052767027435514,-0.006754341820309127,-0.001735006584000281,0.024924765096590498,-0.019553598655498463,0.003602258667566575,0.0017570044722669549,-0.0018790715646305853,0.013260043728217779,0.008832827515516496,0.0038814092467394277,0.02415033584703957,-0.008870071229074484,-0.013849819076743833,0.004643624155708688
USA300HOU_RS14915,-0.010691890341287383,0.005029286582778757,0.000762756097947913,0.01145079274701344,-0.007301438577386843,-0.00025549259511422717,-0.005207399337435049,-0.008575251294745697,-0.0021078571789999736,0.013650600327224396,-0.016049120518822346,-0.005538891039313538,-0.014411866389412734,0.021782393832327603,0.002141014356754049,-0.02121964758977378,-0.017191507547909247,0.000626819427369916,-0.0032659367208523484,-0.003918032674579192,-0.00939045989868746,0.01018404358818607,0.039104847899782295,0.004276096316701072,-0.0009726897380368866,-0.005974745730119529,-0.015512795070057097,-0.0066595507012011616,-0.0222081778607298
USA300HOU_RS00150,-0.007600244563513414,-0.017691950430759527,0.0026618342799168255,0.014699113143975913,-0.00638726916626806,-0.007292890514076072,0.000125175269795433,-0.00031349939890495997,0.012086638626974417,0.03728870619263939,-0.012683082470793004,-0.0019215101363040986,-0.006000466638223455,-0.0010667660476006361,0.007084968361489265,0.0023764548854608315,-0.02892884355936027,0.005303069204485735,-0.019464496596479235,-0.0026137757669299636,-0.004307911379805283,-0.003188655507642982,0.001943922693098707,0.041424204200287654,-0.017891832973526582,-0.0016599514604575425,-0.013599069906523393,-0.017352514301531875,-0.0007336614943902907
USA300HOU_RS00155,-0.012416159549058257,-0.005231332876569735,0.0011626034935701653,0.001612975829809667,0.0025399426724865564,-0.013008418193721373,-0.011683970760682833,-0.00273839602736582,0.006775914027276084,0.029261198745331153,-0.012995039601234775,0.011391064096850525,-0.018658973045025482,0.01841891873907598,0.012636606061501878,-0.004285407601340791,-0.01836634044012527,0.0110546522643016,-0.03272462994341487,0.004847402007306341,0.0005321939083362984,0.012388457292261772,0.0017009318405520003,0.03063492391049631,-0.021628430264054924,-0.021505077802948556,0.006195220217070049,-0.012733935458007656,0.0116949863973057
USA300HOU_RS00160,-0.009486761947826234,-0.00933521822403844,0.008276007128493136,0.04262772947264814,0.0011665102343627197,0.020931739507063438,0.0010418123085009726,0.01162724894039501,0.0023557603967181086,0.010881628017762157,-0.051311051827410234,0.0001394621279216097,-0.007066494535790549,-0.022965761084375935,-0.08927000457273186,-0.009494612133838513,0.005666411037904206,0.016723277503009795,-0.009895804105394061,0.004835613489409935,-0.005098245367295622,-0.0022709055547906957,0.03137808963371991,0.03741000573143576,-0.004733602711283596,-0.043519733946066896,-0.031738045465585875,-0.006221283701418039,0.006124674666070356
USA300HOU_RS00165,-0.008813332450098469,0.002796238463977792,0.012697807925401062,0.041432169074534134,0.02724164192894886,-0.009509843981364697,-0.006520170118201892,-0.008232492757676488,-0.001217125728422516,0.014237160792566816,-0.05575110631229937,0.0005172311117772667,-0.00030006037004507607,-0.009018893107605239,-0.052469526576213926,0.006878786934092094,0.0057594615426643896,-0.010559419813553393,0.00369456223746474,-0.00701783539717898,-0.0009363287718241688,0.016140727041596827,-0.0046462170635785975,0.015009361509727015,-0.021409419525980477,-0.04858949908892567,-0.009509259497562548,-0.0024791878563078466,0.00273332952561265
USA300HOU_RS00170,-0.006901494617022351,0.013841368441234177,0.010977264413407682,0.016930186355907678,-0.0005665681021634301,-0.004998487651731391,-0.017641187461716355,0.00427740500256794,0.008787855595193223,0.015002874684337739,-0.059431515588063324,0.005106242758522216,-0.00950807528045406,-0.030502242313845112,-0.05298934782095051,0.006323644178580879,0.006294151013500079,-0.016329635990083524,0.010442297480061235,0.006334116141709516,0.000557740445751373,-0.0002658772664350602,0.006680539338840188,0.03161367796269585,-0.013277751215439174,-0.017041612856704413,-0.0017834170411442497,-0.010362148605885586,0.001851051341536919
USA300HOU_RS00175,-0.015724561481542106,-0.002155364372752161,-0.003435366604633722,0.0030466930485717595,-0.007243109965587548,-0.004953830710051827,-0.01752901772302151,-0.004336655282946053,0.006758646617647978,-0.0038930454716734706,-0.012820923965878998,0.06178166366618676,-0.0022114145769918736,0.023349879081722764,-0.005581131315746437,-0.0017225599906201588,-0.008625191202355172,-0.0017620771153172676,0.0012968883607916606,-0.004375321133241371,0.01071159012988338,-0.01737574686516263,0.00434925024613758,-0.0005782486176094272,0.02010089562345836,-0.006583392464746459,-0.009756941899451784,-0.013628106147148407,0.0032780111065932468
USA300HOU_RS00180,-0.004438479638433067,-0.005812268276985031,0.0014236513858947358,-0.011021718834203975,-0.01233446140264016,-0.01117861352059163,-0.010984870458183955,-0.0034999798348192496,-0.008793740588593417,-0.010393005308977899,-0.009752059531769284,0.06687905362070469,-0.008048325034357637,0.022672679953590614,-0.0029005838391682405,-0.008863093727851547,-0.003716587660315996,-0.003526932335025125,-0.016729697072789516,-0.004793939441999354,-0.0006721107081601962,0.017467042547918827,-0.048197853188338635,-0.012553081617007517,0.04685986107783146,-0.0010926137367208908,0.0017239470936698453,-0.004106072858598375,-0.0028528010030903256
USA300HOU_RS00185,-0.016542555828007437,-0.01048951905485315,-0.0017036141445887377,0.010490461232989835,-0.01266238481372215,-0.002074631731142859,-0.01492906692195246,-0.01451884650825599,-0.003100516661767077,-0.01854889917975896,-0.005818601268777895,0.012214298070064477,-0.011011307335803711,0.031637234330249495,-0.01129653874257825,-0.029877920942039653,-0.0009763077987412264,0.022154141112988704,-0.02645164071973038,0.006137715157897638,0.002223191160482833,0.017079137935179133,-0.0013094015446908412,-0.005273658855426078,0.043008005675560804,-0.004241041926215986,0.0024380945662226066,-0.0005229215588743786,-0.00639443939965432
USA300HOU_RS00190,0.003667961851569942,-0.015322636967817991,0.0021215503520318237,-0.0013730446655463163,-0.019831730914460877,-0.018573151811393945,-0.0078070056354916486,0.010394192116779926,0.001328330251424028,-0.003998072986832912,-0.007516821738089312,0.02856527921658241,-0.01780228821243671,0.018833018960645927,-0.00552356581668214,-0.025227311380012177,-0.004730546651824524,-0.006983260111621729,-0.01538656688262211,0.0028075475454653375,0.006173865133491623,0.005799706572018254,-0.00843173302839853,-0.014069236124771654,0.04647838582862893,0.0011075658390009952,-0.02057253109889553,-0.018047075103929593,-0.0003551306457655094
USA300HOU_RS00195,-0.013413922341235238,-0.00605532388915494,-0.00016646836955777378,0.013533198914750888,-0.017094061410980025,-0.005147121923041696,-0.013856619484571684,0.01397595074001217,2.5505092663947005e-05,0.024110960799574244,-0.0073035357752544335,0.019499081627377318,-0.01912240883269596,0.01585935918000339,-0.0016977938973810473,-0.02548410929815764,0.0020636370679989456,0.005113736013319561,-0.014664545924709045,-0.014350470843789247,0.002689528057830024,-0.009710752672477922,-0.006201033822810513,-0.0015272182557430083,0.00019938164677933218,-0.012938483228968716,-0.002585799914754466,-0.003947162269040743,-0.0333289757495744
USA300HOU_RS00200,0.0018047061553883846,0.011630985498333536,0.0015055906613844717,0.019502938952088888,-0.020684915130691914,-0.0010906119744431967,-0.003562346448662324,0.001496813017284462,-0.0011903011615407545,0.00798102723250698,-0.018892656916140425,0.09393955041065642,-0.006075904108452248,0.008064935261835606,-0.004102715314769299,-0.020421580924809633,0.004126977175711742,-0.012865728407336189,-0.0035294582193112945,-0.01585372117088014,-0.0009221740102949744,-0.005930522618384626,-0.024940632782039087,0.006862800546330356,0.007637084022598272,-0.015782511624042414,-0.006933868586708837,0.006751038467918987,-0.01759209888114244
USA300HOU_RS00205,-0.01185375628805136,0.014759867636923706,-0.0013455462230920181,-0.0002728995421635592,-0.023298370907499158,-0.008106138679926461,-0.015058420265083689,-0.016188928040400962,0.010020816915385382,0.007973321090383886,-0.03066117932207524,0.023113437839389996,-0.006738940626710754,0.024439613810235985,-0.007577685498579654,-0.0006485154169455875,-0.009262403073473478,-0.006219843685655458,-0.009523502188390405,-0.008971191638501162,0.0003285006594330751,-0.006706771674435442,-0.017352865583282397,-0.009806200908389037,0.006753922889925915,-0.0009223245118168234,-0.00675632620028202,-0.0010702737652962238,-0.023093888495953868
USA300HOU_RS00210,-0.008791037251345947,-0.008657842907838182,-0.0029278783318241776,0.006933020128496249,-0.014024237500663632,-0.010986170963340876,-0.010910314453171139,0.0035929667966737413,-0.0064608003514378875,0.009848294621582564,-0.022323082590184947,0.006994668825621293,0.0009086421102626013,0.032250546709569824,-0.0066936556749485785,0.02036163754689838,-0.012168665947562751,0.02339092810127126,-0.02908307057044331,-0.004628671556545153,0.005189438219154697,0.04210109810429677,-0.04554264198475012,-0.005306539199669116,0.021421770421419004,0.011562015037175312,-0.014476577073164775,0.011367074921645457,-0.0027042384121092407
USA300HOU_RS00215,-0.007453086381162221,-0.01646155024540592,0.0007725540174351932,0.001694316840737055,0.06142015912717591,-0.004651400997004267,-0.003751941039936238,0.011161279829694021,0.011906105198718993,0.00914349429346694,-0.018088630351741766,0.0014872249576921117,-0.002507178147908099,-0.006648439656415116,0.0006520638771523389,-0.002172666467620587,-0.01992074071005574,-0.013183663684092534,-0.014675759198995938,-0.02543051915064158,0.009154647503072023,-0.006737064092211395,0.002772871964720421,0.007151582329101479,0.008645330336986001,-0.02365004648469977,-0.015187430727564366,-0.01079515858793157,-0.032636217766340334
USA300HOU_RS00220,-0.0164918686052926,-0.007699694707862644,0.007578058869138467,0.010243741868776943,0.017854771639399504,0.0007016192069050017,-0.010553682344131945,0.00615739969317551,0.007235272050475419,0.007916091584725025,-0.029145291025252946,0.00010100669034110676,-0.006300433974616008,-0.018886822411553712,0.0022673345522628906,-0.012231337631879747,-0.011199037958804524,0.003171008104527628,-0.001384117072847555,-0.015603725911320815,0.004472386787251797,0.0008986835730595251,0.006698359547538896,0.016811380062345508,0.002423349108509228,-0.048563598599600855,-0.007674550449219836,-0.005224351289561613,-0.03128814680558263
USA300HOU_RS00230,-0.006616810130156578,-0.021770375343200733,-0.0012136793532398341,0.001880109001108886,-0.011454101098918248,0.0011238964986749456,-0.017257086745916042,-0.001739942486487568,-0.0008112383416253072,-0.0009028725025462581,-0.0009343843352252504,0.08469565635181692,-0.00433408161885619,0.02058049108413571,-0.003919975003506153,-0.011338859566627129,-0.017971647398140757,-0.00027285496239642275,0.0003274218146581787,-0.011576187232923049,-0.0011379765738681684,-0.0026942077776355984,-0.010191061096314546,0.011221287788809995,0.013750426608746051,-0.0005569657769080324,-0.010806214334406634,-0.018159879175768116,-0.01448445285877939
