Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
USA300HOU_RS00040,-0.028993258945809793,-0.05296892186883076,-0.00039881704927698797,-0.003868296146063419,-0.010626989432078402,-0.0008108414817738997,0.011013023097428576,0.005163167479893439,-0.004553273499246062,0.0018359800822878613,0.10756785941035842,0.014387599011373254,0.00652975282619897,0.00024440076558046705,0.012227134555637975,-0.021775329260797137,0.011376380032846144,-0.026532310912100062,0.017528999594787834,0.002470189138927403,0.0008631371548548259,0.012457327825291164,-0.0019244865705259166,-0.021075689488403073,0.005985211215488859,0.010108641248011247,0.019517469378531625,-0.03328859335921257,-0.04379762220261947,0.023738525443220103,-0.020720544835568934,-0.009999635513354093,-0.0011435111022216676,0.010227310551845415,0.0035587490866206897,0.08270380327856858,0.01779760637072464,0.027004551527800603,-0.0093718084077476,-0.015189366611785047,0.009323212931267612,0.0008919929477387027,-0.011568464480373812,0.01073109392963028,-0.06484493080653657,-6.072060424707667e-05,0.0038446429431815655,0.0082223494904293,-0.003444285913522319
USA300HOU_RS00045,-0.0020957573120189503,-0.025184200156674396,0.0023574385454331556,0.007418766528622886,0.021987243018802907,-0.004080488177990128,-0.01767975657691999,0.010743317130454278,-0.009601195627587508,-0.006108080135393914,-0.0073932099386344735,-0.02068320178101919,-0.004140533870895296,-0.0032961983826054557,-0.01873938687101807,-0.0028018561676875155,0.003869894847721251,0.019062151166371086,-0.016314598718645313,-0.0024021480054750794,-0.0009574344484794323,0.03447983166460382,0.0337480682492438,-0.013811127784683295,-0.029546556063417783,-0.0024064706251612266,0.009526430846632928,-0.003776688634583594,-0.042938729504974675,0.006091613003230888,0.02279336770300458,-0.033766121886114775,-0.003095509289458818,0.006304659625946422,0.039209339456749044,0.004099623497414332,0.004985177849292954,-0.01922915210545192,0.00362237665271875,-0.0045259532623697675,-0.00638078614564874,-0.015277608597509795,0.0025036406323126845,0.005995641195432657,-0.017174019906799776,0.02686848556260216,0.0024081009229612897,0.0032393155955724707,-0.029721134736384002
USA300HOU_RS00050,-0.0008033760913020949,-0.02208584928611979,0.002563304233530812,0.024864439201793764,-0.00251441492982944,0.009470813457776662,-0.03300581847858821,-0.00017376794336510006,-0.0047616517347208506,0.002529020098202579,-0.009742373339944032,-0.03569567405123541,-0.019485701667465622,-0.005947219626417601,-0.026269418017556757,-0.011480067007151224,0.02889752029814864,0.0026571586977724958,0.004834973012517677,0.007916833700187854,0.027039419527033294,0.027111690514152888,0.020276999042739368,-0.0068888704159611935,0.026350331490965325,-0.011195619752803533,-0.007039700912204294,-0.0036551029001393688,0.01082097706879887,-0.016805369781568925,0.019021553967546755,-0.010641715255192828,-0.0018945731817743758,0.017428954076548295,0.0008691819888524123,-0.019233564304592263,-0.016218605418983997,0.013914910386377365,-0.0007735901400972831,0.04101191275966147,-0.0066059896914255015,-0.0051644615126180396,0.010090440799406923,-0.007323949534749643,0.0009318820091767252,0.004480567839350608,-0.0020627376761696197,-0.0007634070543625943,0.002024197521539461
USA300HOU_RS00055,-0.00017934413177533908,-0.013557809614899956,0.0018512137336138103,0.017287714340941777,-0.004399527055140245,0.01783477379351775,-0.027135126160367177,-0.005500617162102257,-0.0037564986040848087,0.004180436021292355,-0.015959486900093134,-0.04258975391626817,-0.030836650791640417,0.012998104639107834,-0.027791756829903244,-0.003919169912074262,0.007573428274035056,0.010682556456061285,-0.01207632143376589,0.0035366324788780653,0.020522354512796843,0.04024632105815328,-0.0017871038705771932,-0.002962877089884662,0.031081244938977282,-0.014201826638479607,-0.005714773899563474,0.0036638487455707635,0.005199895102986479,-0.01850066452887096,0.012920265025935051,-0.00597236193621187,-0.0013242109577267349,0.0285658975314421,0.009158786848001208,-0.014942183230976503,-0.020309133631361595,0.003922551727429218,0.0026326342416042995,0.043703485899413155,0.0037188651077544816,0.006323691197201568,0.01536574105351918,-0.014039563445208646,0.00966004853478533,-0.007950613933417085,-0.005829277351881526,-0.0007466243895571497,0.0048831872547018184
USA300HOU_RS00060,-0.00420847494460308,-0.006038332601705299,-0.012613897445159193,0.015933925915447695,-0.0002631873595396356,0.008255452407743766,-0.007878376303419289,0.0017647152681981105,-0.004916749518411864,-0.003593684436758354,-0.0009912717857076083,-0.01683414488473036,-0.0013169753098194788,-0.007875507926708642,-0.016535961595881717,0.011192275853311033,0.010716290310623506,-0.01905151520998065,-0.02645928434257277,-2.8775529873175354e-05,-0.009824434427328136,-0.0014033290974773468,0.00987223196439946,4.948556055405014e-05,0.013753130537947179,-0.013171943150530021,0.00597801548787016,0.0070881371834686105,0.017748496081455976,-0.0177763857874618,-0.003665821786817964,0.0009562630961039008,-0.0024537807210665615,0.0015035008448478883,0.0030367293971735737,-0.009768729969610658,-0.003943724707391082,0.00199005892087517,-0.0016336301488202448,0.05223329048025177,0.007709293809393363,0.008156984231585243,0.029121539767168914,-0.027492628827439622,0.010277750376450151,0.027481640027755803,-0.0025620826284167265,0.02832881023237646,-0.00840012230503455
USA300HOU_RS00065,0.000833656052012001,0.0003821314175879497,-0.01693742531076882,0.011023426028503057,-0.012922180089819369,-0.008625643848503685,0.009895349127567473,0.013182889182026446,-0.0006732045478457785,-0.013421087857578957,-0.019639993647780695,-0.0019855735094148987,-0.007911648472914022,0.004176612201917024,-0.00019449770394473507,0.007257716502600364,-0.00659839784348832,-0.0055020936428054916,-0.01714799455024219,-0.008466959612927684,-0.006074145241444158,0.010478645238157305,-0.013051645143313946,0.0014860837532029761,-0.006194214366338115,0.0002615067272439234,0.003791406424212087,-0.011922653010306077,-0.015479807176010487,-0.000376960912531452,0.0035430781843632723,0.009202257135348894,-0.003641337446471116,0.010405105671208155,0.00133435807261517,-0.009029213799658747,-0.011252089503346474,-0.0011591460835471514,-0.0016867084773124607,0.0006971648363511153,0.0008763676484879531,-0.0030490316738478918,-0.009782446046924747,-0.001638158488199187,-0.001334947222260568,0.028170678947308035,-0.006705054962782342,0.007832088702599372,0.004597665952958492
USA300HOU_RS00070,0.0019047173623786642,-0.0026309675006485223,-0.002453437570286357,-0.0033742982088954972,-0.00843196361302395,0.003945146600722887,0.0009111190610767461,-0.0011195468213871878,-0.0031631419167863963,-0.01020720527072614,-0.0028043746011326277,0.00226134627630767,0.001069458927620891,0.009757028707137294,-0.005217218066174848,0.001569762400923976,3.49489539547567e-05,-0.014875653828177869,-0.020907086809640898,-0.0034442360551624825,-0.001298829913394349,0.00903371572585126,-0.002610337471366411,-0.0010999820724664083,-0.0011399872877599008,-0.006535528673767884,0.010645448442776501,-0.0010522729791158523,-0.007475908245400471,-0.0023124314293683458,-0.002908994183695407,0.010795877127591596,-0.003674561132727612,0.0010955609244205579,0.0010229509411522355,-0.0017409749419046567,0.006523430404726389,-0.03132953853835522,0.0020682153817861253,0.001955114321805726,-0.0045131685287959225,0.0008966816971539149,0.0011163493886725791,-0.004523186612612971,0.0005896039539149159,0.015545846869554134,-0.002618957901710144,0.00728518555553186,0.008988502707295922
USA300HOU_RS00075,0.01030098720221424,-0.005943144941795015,-0.013438788613122553,-0.004905399772677608,-0.001152857883141598,-0.0027453225717566907,-0.0013911491137619226,0.0026575700177579463,-0.001137039306514545,-0.007886665720694751,0.00016380181830513103,0.008345987964286488,0.0006787438638190075,0.014680002088644081,-0.0078111745849002556,0.000777148616841932,-0.011145836207606154,-0.006799060945884529,-0.002750381931087892,-0.0050031457913776965,-0.0036179022938385096,0.0037768948463834584,0.010862593929596506,-0.0028942620611003994,-0.006843702432030716,-0.004308195822482408,0.00870180916732535,-0.004347278270061409,0.00354023233235534,-0.004106964184031506,-0.00522018946761576,0.005316845724445592,-0.0018528066445571935,0.018319011212675602,-0.0038159972513550403,-0.007522177959260314,0.004604522120390808,-0.026567456997612756,0.004323297979671812,-0.004677195962999181,-0.00012315718738225334,-0.007258559953731153,-0.0014101015314296832,0.007289853090220294,-0.006110488459409595,-0.0006865809600024551,-0.0034979236633625645,0.0031380020891430154,-0.010688703665215508
USA300HOU_RS00080,0.017209736303371997,0.005485596124506328,0.0005738072843499857,0.012430251333517139,0.0006013868540686797,0.005723165543262845,0.004837650691615803,0.0007504020208840287,-0.0012166124423367243,-0.00482776905761778,-0.003325881134726864,-0.0019715929198065043,-0.0016951748894990467,0.019180123936258623,-0.008956889230198774,-0.003275761297139204,0.01988252921897036,-0.004013461532264968,-0.020068995377683554,-0.005274917794963797,0.0030854638527413034,0.0019614108951219182,-0.005091323241620512,0.00465943252108288,0.012991273575704747,-0.004479909337422112,0.0109177019191468,-0.004539408148176054,0.0010427310923285381,0.0030915279478504025,-0.01017904069343227,-0.009709457235357936,-0.005520292110465619,0.0057477037930956185,-0.00378526971774089,-0.0004607163166355119,0.01368836291360478,-0.024144032703299574,0.0049432564226602185,-0.0050063163022613984,0.004164524466378294,-0.006526389820370326,-0.005455300765474377,-0.009457748830505106,-0.0038103226938431783,0.013729571660485235,-0.004063715873993044,0.005829756502083929,0.0035564050983565155
USA300HOU_RS00085,-0.02435730164494059,-0.026568119141702377,-0.023062111368571885,0.04607297968038002,-0.006639344530169294,-0.0480537337656745,-0.006545649525758122,0.012443195057498902,-0.012527283096099495,-0.01713692042952234,0.006981345660557473,-0.010454426720091933,0.006898059834259434,0.01909888097666806,0.022776779956502083,-0.011959742951433538,-0.053555015661251384,0.005559005335437645,0.006591978239660249,-0.033473961963390725,-0.03181340712971189,0.0007238607908568129,-0.01012995975064254,0.003614910609577437,-0.05329536275126689,-0.008020115806149076,0.010885008872890409,0.015000149974677761,0.004169092083046768,0.04988675737596534,-0.0072320431968195134,0.007244871679217012,-0.0017451675847544638,0.0022259478750500427,0.014163695685225876,-0.016196625946346306,0.017570157100367446,0.02757049509698297,-0.005397619917146117,-0.002902827743112128,-0.007933847982303288,0.08126945049525917,-0.012864999679185647,-0.012115986308479933,0.010819625015611643,0.00024137270275579773,0.005352874295739465,-0.010548034889828996,0.024164214720244402
USA300HOU_RS00100,-0.018646105888643915,0.008238496459781615,-0.015771585271416862,-0.009185914685982106,0.009143821177431403,0.013390336542401344,-0.0019211468617271676,0.010849611387869043,-0.002470400574025696,-0.007820799876224955,0.005983743810550613,-0.0034590168208342054,-0.001671441237998131,0.018876941393299825,-0.009804581497558716,0.004677567862847023,0.004739628085439552,-0.016859255557010008,0.003286493498461167,-0.0023641666473661485,-0.007722890983891038,0.002951281104837231,0.012271130730912048,0.007897643219832301,-0.0028625881703523114,-0.006817650005965369,0.0006018759079731237,-0.005469834629773258,0.003827448116036923,-0.00424499189075355,-0.0024932646340108853,0.0013453411688480828,-0.006481106257051434,-0.013928608039370948,-0.018236871497121943,0.0025034996212133726,-0.010134543856922947,-0.011288849405852359,0.001111806830759856,-0.005592040407046555,0.001828531386643647,0.0027934534644376828,-0.004896220765634906,-0.006410635283205227,-0.016396709509537203,0.004269694792657975,-0.0039856474114430855,-0.004566567394258504,0.006147466787483766
USA300HOU_RS00105,-0.009790994700494793,0.003914883365334552,-0.009924090398975202,-0.006543295913538474,0.004365871469308655,0.0261551554092426,0.010464256256985336,0.0030153708333694107,0.0007640470249120087,-0.0013650459347159416,0.011566809290698397,-0.008838546513666171,-0.0036068201504589354,0.028953643818778938,-0.008722094592043227,-0.0009914751275045934,-0.0046631151470887975,-0.00438232195104825,0.007922073169867544,0.008238323857938793,0.0038459588786041716,-0.007129545404150116,-0.005568637015978824,-0.0028109086785371674,0.006887215205445224,-0.007476460309570718,-0.0035333716535840957,-0.00757014202271381,-0.00383907923788371,0.004248995986904481,0.001070316928989323,0.00011900893526854044,-0.0051116780328135745,0.0017413196367568875,0.010928054978738989,0.004313453042268641,0.001873536936401205,-0.02033924611742368,0.007653884527778281,-0.008333178377388471,0.008550494959705522,0.0026535628227309575,-0.011206513340083298,-0.01690429244921602,-0.007646382831523588,0.0007930166681680591,-0.006067650305638772,-0.006150336317298301,0.003926754995199139
USA300HOU_RS00110,-2.867535316188302e-05,0.004113228975228679,-0.00994761556895598,-0.0011593837989737938,0.0020306004316730333,0.022849641983403453,0.0055732939879330765,0.01005022656090921,0.0008946098785960738,-0.0032977589207025537,0.00641924251674089,-0.00987264261616893,-0.007643844446153586,0.01449058179543754,-0.005094965439638655,-0.007136023079861175,0.00491461214098141,0.0049391575640377544,0.000771966498022946,0.005995265299710315,-0.00039506719316623683,-0.01004109233888073,-0.0018175344998131726,0.004367326536487238,0.0015941483453613483,-0.015331604155393783,0.00022727468834248053,-0.01193806599843213,-0.015368530409390537,0.0041153746296923996,-0.0009983801768449927,0.007581417932107048,-0.007645491652497486,0.005163528851241828,-0.0019008444704279855,-0.0011731546532049277,0.008373998839251719,-0.02325254712940869,0.0021939315406432204,-0.009977156701660073,0.009222624132707089,0.0006278487490712838,-0.0010197624315923472,-0.010679564423352557,-0.006677357976453143,-0.00443383806103079,-0.008524057215557202,-0.005906302757680122,-0.003594037789047185
USA300HOU_RS00115,-0.0028293010169591713,0.0023707323712229516,0.005542707348264849,-0.004958719934232373,-0.0010838191951262172,0.01827591639227207,0.003510619536731267,0.009697477488534728,-0.0016619451115860826,0.0014514262008865871,0.006283524391526936,-0.008395115991857544,0.0012393871214645509,0.011068738159771637,-0.015114384799683129,-0.01181354156332767,0.006705573690146654,0.003339388593957524,-0.010569867546395635,0.006572044175384469,0.005699472208263619,-0.008376194287826594,-0.004770662784906359,-0.006134240190864821,0.0024450741247301374,-0.01195471242318284,0.0034246005924817697,-0.0064512030084101,0.03394579007466963,0.000773868581299783,0.00013968628753501536,0.009615268403105729,-0.005279065012514651,-0.0015168191985942354,0.0014771331953813878,0.004810016658838733,0.014179836024331881,-0.011534629189213505,0.00679090666520655,-0.01040838655050371,0.012597251831195738,0.004329571477192388,0.0040992557329686905,0.009126527321308078,0.0019587765655931476,0.0017762758778623222,-0.005253743294176942,-0.003289393178851247,-0.006471249074688455
USA300HOU_RS00120,-0.019648972316571353,0.0015899092938840016,-0.0024886682439199284,0.009897548702207623,0.008941092785270159,0.009548300130806679,0.008114009475994617,-0.004276782198307219,-0.0049739711110375045,-0.005645530321604412,0.0035528453003330555,-0.011074649322799501,-0.016507562946192624,0.0365905741724098,-0.004949304117987826,-0.011591361818097702,-0.016385217062703298,0.01674375695778703,-0.010511062849537886,-0.005751587098636554,-0.0014290555072258371,-0.006802981824097043,-0.0025641788581782406,-0.0005059825851051027,-0.013637237234084656,-0.008341016851813201,0.016169306392587797,-0.006203764891442095,0.0019386483411494152,2.0921996804877283e-05,0.0006427888661562402,0.032487900482558646,-0.00046985289930137814,-0.009286736555915833,-0.016353349813225195,-0.017766705039672884,-0.01777869122299824,0.020727561091517466,0.01914952816079804,-0.011084528080557958,0.010288781019932542,-0.00038943659538205437,-0.016934119611139567,0.022256512924786597,-0.0024563677500129876,0.0242486968039293,-0.000597795279907854,-0.0014249863425459424,0.003700533391824926
USA300HOU_RS00125,-0.010124433540435384,-0.009390531075024642,-0.008386069462075194,-0.0017041862651927806,-0.010170842275109997,-0.05742565797439484,-0.021116445441884273,0.010624000743474154,0.0003452886823509941,0.011502433389212792,0.019302485135687882,0.01568466767277889,0.02795011000659403,0.030172448224226097,0.018185741326555524,-0.016685054340832273,0.021863103964248422,0.008499370181915954,-0.0031478697468128648,0.02313604781657129,0.04925737943328901,0.01910209196917308,0.014626988917829561,0.011517884681584172,-0.00023366310809683802,-0.010213055413283939,0.015668933763296315,0.0023897332336426675,0.005348027012529482,0.008271196817111508,0.0023799686727210014,-0.028489729282922423,-0.01441589919160185,0.012383888918584407,0.03506508604772705,0.00567565666442541,-0.010342196543802189,0.013221202094288575,-0.005203081845643235,-0.006988819785965065,0.01668421410623496,-0.009872215035800021,0.0014411012097367143,-0.008010024596181596,0.0010411733035491973,-0.002378951841013899,-0.0017787589276652158,-0.01244148173265734,0.028876503496048964
USA300HOU_RS00130,0.01172260357730718,-0.013216996337160686,0.008671665926965002,0.002308248214377181,0.005477539532626499,0.0055959374387111425,0.009232867608589513,0.00396677404164753,0.004639183063740985,0.02164630732291106,0.002619886990450113,-0.0014882254474429518,0.010433224729789302,0.0030949485276272185,-0.00583462805108181,0.043472434933912334,0.005456266491130608,-0.010616761217624974,0.005575755629750783,0.011123321364469134,0.008803497356709046,-0.011359955700931285,0.014687636972210327,0.006830943417869417,0.01728543202359366,-0.011611932193822193,0.008032358157438581,-0.00023412678487433295,-0.0034984723083421347,0.008206403354068706,-0.0025754422854336184,-0.015326104131196358,-0.01189546530188815,0.0031995693389072445,0.0005105114602826247,0.0062888481374392645,-0.00025945212749614935,0.02836130048986443,0.008233284198695607,-0.005530518590236558,0.0053450992841146,-0.002900850355340025,-0.004816319868116482,-0.007440724640389838,0.0005655402929453873,0.028495432690528434,-0.00020278099568577957,-0.01444346468000496,0.012201918424948919
USA300HOU_RS00135,-0.0038905248012613735,-0.00020895537079915276,0.12025436628426454,-0.012741593934285226,-0.003897527950795298,-0.003738902668782096,-0.017053419951748836,0.008442062594589142,-0.003674931125475403,0.001856651253564004,-0.0010531307390752307,-0.020726242533706394,0.00836670756840426,-0.0068286637382754135,-0.0055847296576632295,0.023417397761403926,-0.0005563917881311703,-0.016418062546973568,-0.0026060919921058025,0.0038208602786037366,0.00588637729004025,-0.013043724933154047,0.02305466756761827,-0.004241345143330491,-0.007381961774210799,0.0030950675889559577,0.009707803608400265,-0.003002767949206998,0.004292656982583979,0.002737268663173798,-0.0029306613186064,-0.01299465774989214,-0.0010229428135832593,0.010238298097100133,0.002577641842500334,-0.0031692505498209338,-0.004541174650414253,-0.010505863938415391,-0.005736206829262296,-0.006062999806731315,0.004740788968220181,-0.002297395046385471,0.016320668642411093,-0.004500376288926478,0.0055039885160622125,-0.0010726197186004362,0.005794687754550517,-0.0022740611130606593,-0.012538604226734426
