Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
USA300HOU_RS14890,0.00578620043157644,-0.03278740071069862,0.00013811181702452297,-0.004413689840494219,-0.003446377799623585,-0.007486017831093071,0.01854935861431837,-0.008699070472033783,-0.016686337995508376,-0.008594989383179095,0.009286629936515188,-0.00832118619558931,0.0011074741038734853,0.003579755384332278,0.00035012810706537903,0.02867772206115446,-0.008027181378673594,-0.012856779869670333,-0.0016413175821126896,-0.005562911420498087,0.008131907365336437,-0.013728482838847225,0.017320786838751448,-4.251506542744971e-05,0.0032396641383444706,-0.014753898538021927,0.038652901263645754,0.0037181299421478603,-0.03247068274786929,0.00416821056793651,0.0011685197432699623,0.0179230833616216,-0.006943185551902108,-0.007756185104295915,-0.012102817734780733,-0.005927166375222853,0.0005627145176409125,0.018880673100518764,0.0025324177141927283,-0.004156004381906978,0.008381396116274491,0.0021203205365595986,0.03259002321720436,0.007148003451805887,0.006900386940034727,-0.02323374900537599,-0.0020727871420554633,-0.004717392324444446,-0.007105184813137615
USA300HOU_RS14895,-0.0066808315951012685,-0.06072721976417145,0.011390179082582415,0.003174091580490543,-0.022147782510642634,-0.05120621231337064,0.025589653326711884,-0.03930264663301166,0.06512708822958928,-0.009183070213402022,-0.022145518999109545,0.016720681966215078,0.03142693682243631,0.049979650041816794,-0.0165554528608821,0.0190547473822953,0.007810276679811988,-0.02443719464392965,0.014105808395882508,-0.01952904540774564,-0.002539077057242247,0.01995019586504534,0.019803362535788734,-0.0490407490320723,0.009750794987132806,0.0485134683539737,0.012918899619460841,-0.006621348483834765,0.018742075399312018,-0.004173679312830683,0.0030644953664251975,0.02236750727677276,-0.006417601024246605,-0.0031037452239730708,-0.032806879601627315,0.008866757106803923,0.005946708385212626,-0.015008937186413952,0.00912067852914612,-0.00731657313482258,-0.01021329114941697,0.023326055770750198,0.05781057289781451,-0.021115012655345246,0.011554591225117837,-0.012235134422891836,0.004480445021679161,-0.006042687995516923,0.0019200837910002442
USA300HOU_RS14900,0.008689871943271482,-0.03703486813668686,0.005166455820250281,0.0045676154345465824,-0.02149333368707604,-0.016982306900465042,-0.008658674479569726,0.01287796210861877,0.003505847566955602,-0.00753963877459244,0.02647107337027882,-0.005794306839033196,0.015778934152843833,0.005801813867769547,-0.007827346934779126,0.018865395550112275,-0.021834342734382808,-0.02194760579405338,-0.01456869932882639,-0.021570673640850715,0.046113398607442777,0.009993168493730172,0.03676242410627248,0.009177647011767452,0.004505507495079445,-0.008958307471514696,0.04114730622421548,0.014297595634509054,-0.01978230954076678,0.026029932949868148,0.029081379414550648,-0.008216543158106977,-0.004422726962885462,0.015048063163752566,0.010019753748809174,0.027936649102018894,0.011036728398698325,0.000629473253454,0.0050295540259108805,-0.010054253090348847,-0.010382365286436079,0.034343828370067955,0.03427210280104458,0.025528762913456234,-0.0022781166152405948,0.011448927115052071,-0.007729164733444804,0.010542541319629279,-0.013303246288725187
USA300HOU_RS00005,-0.004840250669084656,0.005519964310499495,-0.004295529980545562,-0.0027647981124189606,-0.004012695045483585,0.018828077596627128,-0.009623445396899353,0.010645768461908112,-0.003976606684634974,-0.00045434786397968783,0.004518032323250004,-0.003778880898893898,0.007239391955800723,-0.0018168622137512604,0.00283819759262748,0.01602576445669232,-0.0008031265748484991,-0.001937981776562715,-0.0013122500568173154,-0.0005469939562167008,0.00868713948513387,0.005541165709045294,-0.018732788840041623,-0.004172413783278938,0.009240676278351288,-0.004644301449945508,0.01229942375486698,-0.015312490781869043,-0.007225161861101849,0.005485013747708798,-0.012729249060096266,-0.020502728360145564,-0.005092627218460386,-0.008839474276233881,0.018731189391712852,0.004434345202315939,0.0009355253148733289,0.012676330631406415,-0.013466529543688028,-0.011198879632201614,0.024857474675936988,-0.004373841805274126,0.0038829197575353746,-0.022543169579218827,0.007165278274357506,-0.008892277891005685,-0.004154305550435616,0.001728933097854035,-0.002039485291214414
USA300HOU_RS00010,-0.01463451480077706,0.0012801019596255386,-0.0018177955087399717,0.012923195418319842,-0.002100612044259048,0.009426875801668271,-0.006574576054143875,0.002613238185268663,-0.005272005164600218,-0.003142119785467386,-0.00046563860614177034,-0.009374363500131423,0.006934435458608508,-0.00971073602200506,0.0020358145018832922,0.011643917070896235,-0.003351274786341956,-0.008392056372684186,0.0079387382998462,-0.0025308828073989415,0.008695774353850019,0.00977718254351244,-0.01158915902674491,0.0016291679797786607,0.006784609291081926,-0.0014628375547582504,0.02010002769239741,-0.007784840521025023,0.020517822626729357,-0.0007989442455780298,-0.00888092080422512,-0.03297278288418197,-0.006421886192730494,-1.579027307918117e-05,0.007371358257368751,-0.000424199282380079,-0.0033073129166710773,0.0021283455667223073,-0.008403234083521142,-0.007022084545252216,0.012420246526896616,-0.0013104904592490191,0.009049611081857614,-0.009203824835028103,0.0020872059461550466,-0.015898700043861392,-0.002702077172691081,0.0001465084084182819,0.003823496943917553
USA300HOU_RS00015,0.026292103220451134,0.0016311632803562642,-0.011019603821339792,-0.042515643085379314,-0.001196501138540075,0.003434505087144163,0.0028658150609416166,-0.02389767702724978,0.0004599723932190138,0.01400143651617965,-0.025211650349757222,0.016530716867161004,-0.0073453078752972805,0.018030688088180293,-0.008878794192317331,0.0610178865451264,-0.0014885840499765694,-0.00527838794696431,0.024243056657375993,0.00972066597610738,0.006150285614293153,-0.005784225038634815,-0.011417780358722885,0.01742701990416502,0.004055550884944043,-0.013934143754507184,-0.0014609779078956263,-0.003948621106781051,0.003924068346208806,-0.001105800045636826,-0.0036355539919082675,-0.00702145083123556,-0.0054357600376747075,0.0010999527968180763,0.008607302878785191,-0.00665548299957378,-0.004647552241924407,0.0052003321540765295,-0.006293259775731291,-0.009888752727774796,0.00814256095103097,-0.0006352094032400223,-0.015779909918090418,0.02855640402592715,0.0007081181668425734,0.0604845055974445,-0.005412632424588889,-0.00884819323480787,0.021310536673920612
USA300HOU_RS00020,-0.000173521097997321,-0.00861746690530758,-0.013629722028969511,-0.00024667167634322086,-0.008036606998774766,-0.007684954978870273,0.0008179023579435763,0.014180872849823247,-0.0005774010145315007,-0.0026770935557604027,-0.014125382528974393,-0.002132584371644868,-0.0036646950558519463,0.005903308670497379,-0.002194757447704995,0.044794772079779284,0.006508720396740217,0.0076343292444781856,-0.0065395124000028814,-0.0055838293479095165,-9.318285846124108e-05,-0.0050268750934059515,-0.009473730649026754,0.004672585841330283,-0.005057732070992615,-0.015884642168247587,0.003147502921312782,-0.010598361306502919,-0.018181988886833134,0.0038732722062276674,-0.0035117518759650575,-0.009332894637368977,-0.0052114431250049435,0.012509883539285881,0.022804064852686975,-0.011838959993690175,-0.0017338241880073956,0.0023092433081980932,-0.0037385673283910075,-0.008490653480182088,0.002432652883153704,-0.00492332470613356,-0.0001966159533160301,-0.0022368169031539943,-0.008365726018854894,0.021735141185266618,-0.005618900837572973,0.0003180251655997053,0.003171759668546155
USA300HOU_RS00025,-0.0028668386849770838,-0.0005027274536729769,-0.005683107544219281,0.012229016454995226,-0.0032871712343067795,-0.013546984106909458,0.003738266172784245,-0.000993288755642947,0.0017910060802913915,-0.003181270808025133,-0.005867855941245537,0.0003901376533982031,-0.0009126175401159093,0.02597479587270102,-0.0075948334779995345,0.03188053025186037,0.009757705532694212,0.010063121282917968,-0.0049304576842854626,-0.002985111406655402,-0.002164471229142423,-0.009657948210664267,-0.03022051831895278,0.010637160405595673,-0.005580790125773536,-0.009890295952056448,0.009967598556109455,-0.006329111875793713,-0.010442215123228177,0.010515801694256244,-0.0027928042029307203,-0.016110939696607113,-0.00680513250156848,0.0073284837065408165,0.015953960532636202,-0.007043363291323695,0.006818715140419245,-0.019771557716892218,0.0011901677525912697,-0.009708011098635755,0.001557442532987541,-0.010177324777261378,-0.006464262346207974,-0.02258087487138161,-0.0006995059140307823,0.005161220655369104,-0.005693398349571065,0.00013046826865631997,0.0012443114769624727
USA300HOU_RS00030,0.005967803852489849,0.0035674526188064783,0.0010617843223378017,0.015672996653862434,-0.0026452464463900993,-0.007927588016801912,-0.0009375434074795911,0.0017982643420223648,-0.001313393543475442,-0.003325107284575618,-0.00442872449665693,-0.006624724378931118,0.0023215129323789583,0.01917045120079567,-0.0071106236298990036,0.03169615899545833,0.003688036873971451,0.0028772823860313958,-0.008898607109403295,-0.0011603759070860063,0.003658490784612388,-0.005789806978316884,-0.022622796292222525,0.008135102314094367,-0.002512542094440238,-0.012277069417872388,0.013624553289921284,-0.0050268929084677635,0.002656247801088737,0.004787298700938395,-0.006070808174947168,-0.02867945585805928,-0.006579131981301006,0.0031452882261928136,0.010797947066955634,-0.005109974246389645,0.017223585017664585,-0.013687809026607491,-0.002813892088434154,-0.00700559449569109,-0.0015983489894961739,-0.009359139902573367,-0.0052621474623329835,-0.006946388034936526,-0.0011745615478925308,0.0019367204266012108,-0.003941104306598197,-0.005322789169696477,0.0036401879234320826
USA300HOU_RS00035,-0.00615820911359745,-0.02457285919413776,-0.008456146972884849,0.0037767475147492953,0.02082776868473295,0.022737222861870795,-0.028611005206656544,0.009993586697142875,-0.006433260152798273,-0.016449492860233738,-0.003909697738474526,0.00700111738741284,-0.012705062294450916,0.026697569575745757,0.01663792642038143,0.004293527841454815,0.01405352197895749,-0.0024489853699913274,0.029354473144037985,-0.013258270680059143,-0.006346286461001899,0.018804640102797282,-0.01744158387639469,-0.015966805103110437,-0.029209761250318204,-0.005399489908253379,0.01928895460842281,-0.01596106199741848,-0.009113141062738899,0.007446910488220215,0.00549288596894281,0.01729403944035879,-5.9668625457309e-05,-0.014783476621532232,0.0044375047559634916,-0.014968812196143749,0.010145874305782687,0.018646505413477815,-0.004694176212959928,-0.004587526922014855,0.009647526147055737,-0.011554402609614179,0.009719356247076013,0.006663706942938235,-0.021898383979759514,-0.007696437135689128,-0.0008208268399366582,0.0013483655662636217,0.018179222323394896
