Geneid,0,1,2,3,4,5,6,7,8,9
USA300HOU_RS00250,0.021515832915180097,0.010301084185769289,0.0022326685349578265,0.014270026137433231,-0.004790884340560122,-0.006192098761679741,-0.006369254133161758,-0.0030344239350044238,0.021772648910910984,0.02961380084722818
USA300HOU_RS00255,0.018029895897901917,0.009188946905486082,0.0015735979276110977,0.019126251793576673,-0.004276277541237198,-0.010845639655678373,-0.013093576498210902,-0.020261853470809835,0.013864028220857368,0.013170336734804463
USA300HOU_RS00260,0.013645525330989328,0.019877011207879294,-0.007069565727753441,0.025927572250873124,0.004993619758985901,0.0037790280347558534,-0.013022495639862536,-0.016025785786064027,0.007829109619094658,-0.007783377630433171
USA300HOU_RS15675,-0.003932475271898568,0.00844121175588419,-0.000571786546443116,0.0035328925055516268,-0.002994132133950046,-0.001952662864981968,-0.020655220729561042,-0.005581811663404255,-0.017989704709644193,0.028462838059245453
USA300HOU_RS00265,0.009754621075970837,-0.001402985542975681,-0.008635498855662544,-0.00034245754451973296,-0.002921739776264057,0.0010174698114235406,-0.023556945448379007,-0.016175187293634895,-0.001574422097723913,0.03043612890698649
USA300HOU_RS00270,0.005428713139934399,0.0021539673804234507,-0.0058307563058582635,0.03088221585037194,0.007991200688308048,0.004142149173537662,-0.006336712032390183,-0.02247026309035508,0.018043823720434695,-0.015610723726541854
USA300HOU_RS00275,-0.05301313788315729,-0.008445359161329385,0.006848189408471512,0.032513516000832646,0.0123906562689112,0.008836246212090185,-0.00560545694876834,0.06318707539296428,0.002042748035607219,0.021504894091041577
USA300HOU_RS00280,0.02465646159892028,-0.016110280618118814,-0.009736830588661809,0.006592647330408445,0.007005634252957222,-0.006095243278543134,-0.0028716053310987254,0.026652490961763094,0.005519260190737213,0.03481656161115023
USA300HOU_RS00285,0.05287366826574894,-0.013900479893413203,-0.015998896609137662,0.003842963464134236,0.008736694313671911,0.0020618876871738153,-0.0050815557456642575,0.018657087359099416,-0.007416342563597256,0.022942588666104876
USA300HOU_RS00290,0.027528379382832383,-0.0012072946075551432,-0.012703323144158054,0.010201543082252396,0.011061554965525267,0.0015813065842550384,-0.015229664254848679,-0.0012465755565358467,0.0007444318910819663,0.022786832331342672
USA300HOU_RS00295,0.02090884711088699,-0.013966266285735269,-0.012389826276131562,0.007620198637357505,0.01159577132796729,-0.000884291871628077,-0.015825515501112934,0.007781170103472604,0.003188990029029538,0.026026787045433597
USA300HOU_RS14935,0.008122477163371973,-0.024000553262694995,-0.006978170379346246,-0.0007681281745551679,-0.011630279114728694,0.00033657804373072393,-0.031728529237856684,-0.00904316554283466,0.009336235374674807,0.02932144239381079
USA300HOU_RS00300,0.02485192516418012,-0.009413632194598405,-0.008434029503204514,0.0028218499135563443,-0.000616535209514179,-5.411198149202204e-05,-0.016365063014800015,-0.006903249990478565,0.006434268536689475,0.025220260031906885
USA300HOU_RS00305,-9.778468404567998e-06,-0.0026196753894646213,0.005287239170903663,0.0052821403200466015,-0.0067841823595225035,-0.00905904924329162,0.004796019544767693,0.006273329515988604,-0.009129942321748635,0.008915695850452508
USA300HOU_RS00310,-0.000559801142536932,-0.0029025721151597324,0.010659700307626661,0.004720427283974325,-0.0044812880367716065,-0.015115897236890956,0.008749455955640584,0.008209454820198909,-0.005558657093157382,0.008907479229606344
USA300HOU_RS00315,0.013933558246320905,0.023590778218186215,0.010280671626560942,0.024661920011419643,-0.005947218570893972,-0.012107385922889425,0.006097865220423569,-0.013646102032784243,-0.00030815923665388905,0.021384269065358546
USA300HOU_RS00320,0.01359608791516221,0.012281671286390936,0.00760507650578058,0.009199341607964156,-0.0014897418857490235,-0.00464348087718965,0.02040819147372821,0.008591133069549766,0.004185870010400851,0.025269878832355302
USA300HOU_RS00325,0.06059946713593409,0.010765189949680565,0.010959569913634273,0.01112524935499598,-0.004507488964429837,-0.013756602689588034,0.0328666550587951,-0.002374190473118109,0.004597573994133013,-0.012481508200129308
USA300HOU_RS00330,0.03900757911266408,0.0025787934617640213,-0.018532190100620308,0.023270708226049173,0.011794579894900958,0.002047255024226163,-0.00472582086951657,0.0013206771485771635,-0.0011483259243048479,-0.0018534081281595639
USA300HOU_RS00335,-0.0038846898890806574,0.029872222346154345,0.021056177650786746,0.08513121923193617,-0.003934192616781403,0.002795181117995364,0.004709346192956459,-0.020548093869664035,-0.016821385445156416,-0.0074089698008845606
USA300HOU_RS14940,0.0002704369423018289,0.004186038016726141,-0.014342729637670429,0.030603295062073245,0.007759395143807753,-0.008976694659760236,-0.033553408459910894,-0.02209521264259735,-0.005462687959283075,-0.026123266616930246
USA300HOU_RS14945,0.024666211206470372,-0.008428056066686913,0.006748344749088226,-0.002702109825485376,0.003911399851780522,0.01144501214851517,-0.00665738763699877,0.005422353422528833,-0.011925234148702777,-0.016035140197869484
USA300HOU_RS00350,-0.014936098699356104,-0.005781172798463135,0.019546914432250533,0.06145461583464005,-0.0031734599586412506,-0.000680122113661042,-0.0006391569619938277,-0.009930767386936023,-0.01607274274864984,0.008000752209337035
USA300HOU_RS00355,-0.002339355032742649,0.01073573858903754,-0.003555868170587908,0.0006337034004931312,-0.007859658639704156,-0.0051649244277819405,-0.004323296750779059,-0.0003105858633660811,0.0040105678123993046,0.01822135369515763
USA300HOU_RS00360,-0.004268086895557655,0.00469037351956385,-0.007129005206890812,-0.026552741355694222,-0.011466043314331362,-0.004533230486615702,-0.005110486969023804,0.001261799481819644,0.02193616561802438,0.022986836049599967
USA300HOU_RS00365,-0.0010115317159104422,0.005886602855868557,-0.0065555924069294865,-0.028743252285511577,-0.010371136969777256,-0.006196350197811302,-0.00020139216371833,0.0033438228337454336,0.021789234892658663,0.023305013012772192
USA300HOU_RS00370,0.004462652949611358,0.0016491172286295674,0.005414124757504536,-0.026238613989928147,-0.00798953031937518,-0.010019463079310308,-0.0038936661156796916,0.00166189222810891,0.016620567345414127,0.021097101254520596
USA300HOU_RS00375,0.008462628552781406,0.0025975507407282016,0.010889375777797437,-0.02682603547695553,-0.009572336765845775,-0.013095291900271436,-0.004135455296648733,0.0038202426628683116,0.014817723235088403,0.026270259409055786
USA300HOU_RS00380,0.006015555673199908,0.009384643294899273,0.00017740636701017994,-0.011203622836783975,-0.0022614125544639786,-0.01322178083319341,0.012161144287606397,-0.010118573325316486,0.07085879197156168,0.014437177895088318
USA300HOU_RS00385,0.02112112868749174,-0.006336193650437892,-0.009457330106914701,-0.02480496915101538,-0.009317373621235655,-0.010430389461696232,-0.020892706290674353,-0.005845827761320008,0.013703665215211486,0.021529596112454412
USA300HOU_RS00390,-0.014723230918009257,0.004426847860528163,0.005693546743551079,0.0168274902252215,-0.00656758938657513,0.00600057656792441,-0.005024821210530443,0.008523625348008174,-0.002790856127948213,0.01649574398444868
USA300HOU_RS00395,-0.022245686122886493,0.00504882707726732,0.0035588060653359054,0.015798467358461,-0.003172969838181615,0.012495804952764804,-0.0052040511450722445,0.007568531240854862,0.009065444534027673,0.016136769288158048
USA300HOU_RS00400,0.06832922657779267,0.011775782686449663,0.0007720886685502157,-0.00014981632160292175,0.006884475050664454,-0.0020374647815182083,-0.012937100648892365,-0.002120832789270934,-0.015249120635394808,-0.0032217963653281825
USA300HOU_RS00405,-0.0171938645098283,0.009990441360711349,-0.008440495069427165,0.014061277236065315,-0.0013265687485598632,0.01554078885070851,-0.004624569620827176,0.0008652259360183395,0.005912116423017898,0.0318834487511712
USA300HOU_RS00410,0.004459711032503868,0.019324164728526032,-0.027231290265117152,0.009333383373216961,-0.008975213464576718,-0.0031823498658864937,-0.0032790299011576287,-0.00403636205507465,0.0038840665386289663,-0.0004020119369572701
USA300HOU_RS00415,0.019705030159730477,-0.017682873728355267,-0.005001342926657611,-0.006695316116781806,-0.004386802971479352,-0.01335748977259697,-0.028112393057676065,0.006568001254888528,-0.01389839492996889,-0.0010159599531810479
USA300HOU_RS00420,0.013667481322358075,-0.017663670867530366,0.003242709206641747,0.0033015299032571293,0.0013799847197089974,-0.013924507686105918,-0.033040091849050414,-0.005646214194130263,-0.017509670176698702,0.010117749624655887
USA300HOU_RS00425,0.025551833745724357,-0.009491205245224583,-0.006975801190760343,0.003909773116425815,0.0005671376417926681,-0.003744497865848922,-0.017567686650906456,0.0068308767419450345,-0.004080234512650474,0.007547131369091295
USA300HOU_RS00430,0.0031722823532070637,-0.017684440131750266,-0.03770826108306812,-0.0197336623328237,0.002223853982535339,0.006799529228233026,-0.019794865503326736,0.01762170108917521,-0.004869488936693235,-0.004681342110035711
USA300HOU_RS00435,0.011799847293059683,0.003365993394222387,-0.003313065710101793,-0.008015989789427594,0.010854271713488812,0.0008003314614444833,-0.006963104855507701,-0.006642243108623495,-0.00917695537714894,0.02444391852820387
USA300HOU_RS00440,0.002803246214610202,0.0017093058755611775,0.005896783238427499,-0.0014721601549493389,0.008574892865749065,3.1288052166187395e-05,-0.00960862990455036,-0.0014397645091384472,-0.014880145389632608,0.028807268871704445
USA300HOU_RS14950,-0.020806783089066423,-0.010160284335722372,-0.00250553975139905,0.045131539528842204,0.0020640562708774002,0.005175148699225391,-0.01313006404469749,-0.0035865609894507084,-0.017292142449933403,0.0006130699553362106
USA300HOU_RS14955,-0.00848029764551501,-0.006333907505166234,0.012789897874808711,0.043919559462928956,-0.002632017522374132,-0.01359723680738199,-0.016994364171361676,-0.016695368702709042,-0.02630188273455531,0.005528828733184994
USA300HOU_RS00450,0.005260480416686701,-0.010566538390491003,0.013763871484886447,-0.010845774342332824,-0.0025565225619353345,-0.004041316868648783,-0.01567425285797797,-0.05037711495214796,0.009118921242596344,0.019701540416989176
USA300HOU_RS00455,-0.0223894884404353,-0.01196751521960696,0.0017841270212508803,-0.023807258421988945,-0.009491614980592495,0.0031983348289402486,-0.007406816389084552,-0.009544012180254618,-0.00026788039818646906,0.012422671315644077
USA300HOU_RS00460,-0.005105799181956913,0.019329529672111042,-0.037942515993150044,0.004849148081276089,-0.002900504609508093,0.01829587285920033,-4.490315379072581e-05,-0.010289287382018932,0.01602820666283551,0.011645638430337061
USA300HOU_RS00465,-0.01025533420471103,-0.002888671594391176,-0.00846077041582144,0.0062134104053547246,0.011078110038695809,0.005515891544386399,0.008616611623592951,-0.004144957567287105,0.01774368569280385,-0.0011751972474007939
USA300HOU_RS00470,0.036373929261323865,0.003490626217730919,-0.004089068912443346,0.014331712950036643,0.008102943005900672,0.005330143966848797,-0.010532976033802845,-0.001831280417557735,-0.0011143305450967871,0.009121990305111558
USA300HOU_RS00475,0.027123508362996672,-0.0018907334355212683,-0.0058824583436192105,0.0007709625900998139,0.002716526113647778,-0.0031845767010686855,-0.017458440543347126,-0.003075460952626756,-0.00532343781997772,0.021689264632923443
USA300HOU_RS00480,-0.001280810758597576,0.008788774546936152,-0.009431312891271967,0.025800371419446994,0.008118926866763559,-0.001043744531995346,-0.003912268405047095,-0.009340412821363686,0.017057365397839367,0.00537283845811633
USA300HOU_RS00485,0.003303562922092668,0.0001796453420607286,-0.027703315886888773,0.028929292285752667,-0.0042983039783858375,0.018369705150966163,-0.01100590808309259,-0.0034364719413756835,0.004128342211913095,0.010368376951640909
USA300HOU_RS00490,0.00864240142405775,-0.003279673126495269,-0.017076552243669593,0.006625858745674615,0.001032182474160938,0.00027612358205402686,-0.019113645466318517,-0.010403284831845848,0.0010536565331689144,0.008223240141948933
USA300HOU_RS00495,0.004714525984657052,0.004260095790091913,-0.017932697063954596,-0.01188207078567135,-0.0004493499050992089,-0.0064337385990559,-0.004171946559204761,-0.0010976955946476298,0.00022791197362985796,0.001233718288920525
USA300HOU_RS00500,0.008920577179455153,0.001137690658058781,0.0025649674094082127,-0.002709390291043861,-0.002502355441883727,-0.000795629993191253,0.018199200774512453,0.02042987137178259,0.0013833977908738627,-0.0012864327788011164
USA300HOU_RS00505,0.011542621527494783,-0.0015671255828647425,0.012662263324665525,0.0013894876349577854,-0.004871457656816549,-0.00890185671009871,0.010704107013896048,0.005422000694868978,0.012691823714857182,-0.004779560025459264
USA300HOU_RS00510,0.01695226354753661,-0.02860908092065285,0.014267446186228909,0.005518240924786088,-0.01054968802719892,0.014896104733989295,-0.011259313411451768,0.007957070424722032,0.011543222518779463,-0.01743217558665114
USA300HOU_RS00515,-0.0037717362456441165,-0.0010874524525519341,-0.026059768316208754,-0.009455232045825957,-0.004896099678947674,0.0068270107463236415,0.02568026240384082,0.003061240634123752,0.013276083571260954,0.011696632173448362
USA300HOU_RS00520,0.0007012931872588299,0.006216051334550938,-0.020008987063320948,-0.0028560284747864255,-0.00662732164608827,0.00010643945002946899,0.012294451357863273,0.003979762459645598,0.000579918431840371,0.015618988445472918
USA300HOU_RS00525,-0.0018941468528270904,0.0023792752017957604,-0.0159476509584296,-0.0075862814339398114,-0.005656309069776389,-0.0007694852447300503,0.008605773390708855,0.005526048365628842,0.0013596088588723125,0.017586676846710263
USA300HOU_RS00530,0.004201070629342425,0.00013109769661300298,-0.013101353783272913,-0.002651417878178955,-0.004896475427590754,-0.001498052587694858,0.004810858306034248,-0.0046049932243639475,0.004376372047090982,0.016621195296656014
USA300HOU_RS00535,0.006327885195112436,2.898052698208061e-06,-0.007593301754588526,0.00029565047007399097,-0.004973576206927282,-0.008292167185988665,-0.002812189751937573,-0.0006658760337534979,-0.015708146044950858,-0.006264813266150019
USA300HOU_RS00540,-0.01004769620009737,-0.01730059161615126,0.017820782063341756,0.02796117791846563,-0.007048063281777412,-0.004581630109456971,-0.0007242615460385892,0.019098671020766036,-0.012994432688141716,0.008998202517954138
USA300HOU_RS00545,-0.002502459160437713,-0.0043290517902109145,0.013147550385954554,0.027660657336234545,-0.012937205208047862,-0.006417569901344147,0.006067487528365768,0.008395975029647576,0.002575142319203994,0.017811035951719636
USA300HOU_RS00550,0.0015123060006524188,0.002707368138381192,0.01006892684751073,-0.028556801229107007,0.0009485115733307729,-0.010997954283336792,-0.014528843303986691,0.002807784720010519,-0.00458587220689859,-0.00980099370817901
USA300HOU_RS00555,0.01656979527742679,0.013167947069400561,0.0316173738514944,0.005014044771956925,-0.028729477620689985,-0.012938664060253756,0.015255641029006908,0.01603220377651257,-0.022879573866453836,-0.008303746637313989
USA300HOU_RS00560,0.021366070250255817,-0.001035294144882482,-0.005350888157773958,0.0025042785911840275,0.0017028887611799646,-0.00014496968970714795,-0.015782629674755057,0.0030024677124337283,-0.008286690567721152,0.03386190206276589
USA300HOU_RS00565,0.007965421481519484,-0.017701191014269476,-0.025835008045590656,0.0107900730052106,0.0029469269922812406,-0.0023257362148035917,-0.025348394908628585,-0.003668080143317919,0.01642652633583071,0.00618981831111493
USA300HOU_RS00570,-0.013205940124459262,0.0003076834387177019,0.010528778852671538,0.041138104314330154,-0.0014277093294446002,-0.008780530573976137,-0.0035099222968367903,-0.000509602398499709,-0.015302208558210614,-0.0024581341627390534
USA300HOU_RS00575,-0.0042241469115731345,-0.016021836884383064,-0.0024680848736975763,0.003664233274207061,-0.000770020879584435,-0.007443000508095231,0.002212636894931555,-0.008260412563607133,0.008402125670787089,-0.0053961526609136385
USA300HOU_RS00580,-0.01353855031870084,-0.15572995876129492,0.007756706657134318,0.003517967342782638,0.034122145661478344,0.05857595632418246,-0.019313249678310815,0.043748458665086795,0.0702050317885882,-0.052168942822550614
USA300HOU_RS00585,-0.00205515732947015,-0.0469731629846446,0.012888777821445289,0.03487536493578115,0.008776232698074,0.011575472163558857,-0.03199136401255613,-0.01758672308970256,0.027683897213093167,-0.03176367506624748
USA300HOU_RS00590,-0.017340933137888603,-0.048295171139734076,0.008323031570250678,0.028637929331117105,-0.016486222108710858,-0.019755545088592383,-0.01364993066050894,-0.0036887082567009246,0.02528347524766291,0.007272598664552099
USA300HOU_RS00595,-0.0031051300606968167,-0.06219589636622103,-0.018634054163484782,-0.02473163149071927,-0.009858505059745361,-0.009887585321299524,-0.004033386703247956,0.018842192866618875,0.07286947176280849,0.009432520429139455
USA300HOU_RS00600,-0.022097031465704516,-0.06580125297934446,-0.031933605426988,-0.02914808750195394,-0.006872761290106322,-0.00882818417990477,-0.01537437311875967,0.020259673820793744,0.08017107259817262,-0.007223399890415965
USA300HOU_RS00605,-0.007488741836777716,-0.03543788697500967,-0.018440277302787984,-0.012426313206572897,-0.009984156384845691,-0.02442996117353726,-0.003011581153806907,0.02370379918562736,0.03351418826158857,0.04287774315643909
