Geneid,0,1,2,3,4,5,6,7,8,9
USA300HOU_RS14890,0.003946341452536221,0.0050681176399807615,0.002214169420235517,-0.007734491430542516,0.003681175405881809,0.010609957935410651,-0.01748559278681385,0.00042981582544386404,-0.007145014937597818,0.004652052194713756
USA300HOU_RS14895,0.06324598327490592,0.05002107737823766,0.0017440468993830808,-0.00475630287358961,0.014771943717836905,0.012340062219579409,0.020277750210470295,-0.00024386910501947399,0.020460960600870565,0.0070543437631633114
USA300HOU_RS14900,0.01509228050666011,-0.015957277875769338,-0.0008934191297047381,-0.004326082308270213,0.020832971628923794,0.030698333381233716,0.008395301712906528,0.007207744172829777,0.00270753115174326,-0.023675255946901813
USA300HOU_RS00005,0.0034539122777125946,-0.009043219698942522,0.0032639708128045703,-0.001294735415889093,-0.002016055938308523,-0.005091721885022798,-0.007959182127605201,-0.0035696064735356633,-0.006909853632350622,-0.013507983559506982
USA300HOU_RS00010,0.0006435552860503605,-0.005050590316426418,0.004231426784226932,0.007394188532730561,0.004592502223270549,0.0003682404820289762,-0.004609142700031633,-0.00461075408038569,0.004694701845562398,-0.019092487628354433
USA300HOU_RS00015,-0.016850252677270392,-0.000839334995748185,-0.03400713325610369,-0.008930912318029395,-0.006916146098601424,0.012383825476132516,-0.01704556970759401,-0.003718572546210705,0.003909948760456646,-0.0038846394044025337
USA300HOU_RS00020,-0.009159330864997331,0.0003740575010660402,-0.0005293558464191881,-0.004879937167092966,-0.003292617860741692,-0.0034179812720443346,-0.011086423740979259,-0.004451575683807282,-0.0030157654984633536,0.004098254538938573
USA300HOU_RS00025,-0.006768171799058409,0.0050061134118579405,0.015364984007932783,-0.0170540854139133,-0.0071805349123756305,-0.008798687996261382,-0.00020784289013684565,0.00205383871752898,-0.003496682261190885,0.013175414401734356
USA300HOU_RS00030,-0.006723271360324543,0.004505961640450798,0.020524791510586754,-0.013861648619364371,-0.002296787579956309,-0.003884049738958004,0.0012101865007642168,-0.0025019494796583316,0.0032562951821883705,0.008181362956042701
USA300HOU_RS00035,-0.003910572666823995,-0.022723544217929922,0.012873235593032644,-0.03055858218145775,0.0022696499715150462,0.0007821718441921073,-0.021588166996765138,-0.013502147906120159,-0.008343949031919042,-3.859050304161016e-05
USA300HOU_RS00040,-0.00987287707065583,0.004011482005810621,0.010169172251786644,-0.0013980236458235903,0.015582544970600038,0.027260735803254357,0.06380605688402093,-0.00936698256244899,-0.030812515924949598,0.011740988631914846
USA300HOU_RS00045,-0.009198401325304514,-0.01751841383028212,0.021806035065261357,0.0038376942633990756,0.005523249584367332,-1.7336578816000986e-05,-0.004934354132459034,-0.005564145497712094,-0.013424155072877109,-0.014133201935825306
USA300HOU_RS00050,0.012141875308646924,-0.020841296725364146,-0.0178952895432354,0.011095053777696475,0.01212857847659209,-0.006697433656532019,-0.01794019449412729,0.04429711515620483,0.006042397828961059,-0.03666960005839994
USA300HOU_RS00055,0.02451333593863776,-0.010609059896496202,-0.0036303165022046613,0.01273594879204309,0.006506062754362493,-0.02013687309702261,-0.011019812291200637,0.046786883031141056,0.010459627164005907,-0.02971271683412071
USA300HOU_RS00060,-0.002912755697340944,-0.004015466030573465,-0.004972835909453148,0.014800277613275015,0.0008541629984011511,-0.0006192802755382363,-0.012426294446930504,0.05033467022587085,0.002431701107120464,-0.00959837742462319
USA300HOU_RS00065,-0.008601778444568114,0.0068289989697265545,-0.012354346800357414,-0.0060408531084639875,-0.0036190792897126244,-0.004210209226309378,-0.007234912922000558,-0.0035017517760980344,-0.0026476909453536685,-0.0021850179140675188
USA300HOU_RS00070,-0.010634703484116619,0.0025212879152074386,0.002107820319653561,-0.011885368427608074,-0.003267795414620966,-0.005456979966841658,0.001310209414446415,0.009307567785016452,-0.008520234168838056,-0.004270523030871831
USA300HOU_RS00075,-0.004086921945810765,0.0069428796182163955,0.010279161456232571,0.0009475236934314028,-0.003086041582950218,-0.004835973246802837,-0.0010168034501185233,-0.006955949215669943,0.0034054737796510993,-1.9805687079339506e-06
USA300HOU_RS00080,-0.003405948286747394,0.0051483237792621485,0.014559810250022476,-0.013169197028060244,-0.0018205222164233601,-0.006903114534872012,0.0024622414433336497,0.0074924245931978885,-0.003862683006857617,-0.005499004604499498
USA300HOU_RS00085,-0.011094573611445994,0.02692667225317619,0.03405304804633966,-0.050749359147258054,4.7799055708580014e-06,0.02355430208514846,-0.006298057454958126,-0.004247479791366565,0.02041384020452709,0.03313175483686956
USA300HOU_RS00100,-0.013665486046782287,0.005449283421993321,-0.011194267900020366,-0.012489043515500793,-0.008146717495933731,0.004766580290025535,0.003114577589647087,0.01180144176389222,-0.006640904399810315,-0.015922296366130705
USA300HOU_RS00105,-0.003252577729738443,0.010210113173996133,0.002567471726213203,-0.015323442263169323,-0.010267991329811927,-0.011865220686626331,0.010139488629744547,0.007284260222459287,-0.0052135478164606845,-0.007990905810517238
USA300HOU_RS00110,-0.001218227845477723,0.007607179215701469,0.012620319425934185,-0.013309387925122724,-0.01288228320979807,-0.013304234050388974,0.0034632530906618876,0.0024341190368474316,-0.01154099377633742,-0.004316933271104566
USA300HOU_RS00115,-0.007764701436722914,0.009743521380672327,0.006393137195586109,-0.003959749067970753,-0.007171253431918296,-0.007476062019707189,0.008231520343532507,-0.006895437916266514,0.022144090540256848,-0.012573152818945887
USA300HOU_RS00120,-0.012566964196817777,0.009716657354064216,-0.007286103590799886,-0.011582254910957025,-0.003932787777825453,0.007565512959171672,-0.015412424485578993,-0.01191828802384946,0.0217694762194738,0.0038442380586036877
USA300HOU_RS00125,0.010636263516427689,-0.027962821985281848,-0.007191263273383776,-0.013510774300421531,-2.1535075852026144e-05,0.006089490469705608,0.015406092818528032,0.016036844817387496,0.027264928626005797,-0.014425831347492762
USA300HOU_RS00130,-0.008905970299510499,-0.011233888276696913,-0.022100457824430125,-0.007446599467824265,-0.0019644645256648497,0.01697241826331537,-0.006793348855919028,0.017530899262508753,-0.0033875762228870302,-0.01160335012658332
USA300HOU_RS00135,-0.004758799251702232,-0.00528885296188193,-0.011135924614682604,0.019269354100170534,0.0032722275059017965,0.006421256540688103,-0.006187186130605168,-0.0023702991935472414,0.0037895605149859263,-0.011070289360993161
USA300HOU_RS00140,0.0008195763596766112,-0.0006019908398679287,-0.020573525879615695,-0.0037793426782225404,0.0025262882749419496,0.03544923345080967,-0.010401792649967816,-0.009478070886657714,-0.008649585108266057,0.00624018758041148
USA300HOU_RS14915,-0.004147652996982166,0.013778096670871908,-0.03767407289374301,0.009545319024554112,-0.006981246535823652,0.0031821734705011167,-0.016112172746889905,-0.007456997953292096,0.01100430902189105,0.009253816753508918
USA300HOU_RS00150,-0.007761072764967399,0.02249296101246076,-0.026364971836631414,0.002676523773733011,0.0024076352516547985,0.0021858627994912508,0.008127266352856313,-0.001375162612439783,-0.017630262658313547,-0.0006664965129984402
USA300HOU_RS00155,0.012887169258264825,0.020686745492094614,-0.0240138505668383,-0.007405831732774726,0.0010981043358200644,0.008053238546254681,3.612995580783704e-05,-0.022423898434118027,0.0035723147802234627,0.0025694224932534906
USA300HOU_RS00160,-0.008489134570783955,0.006824883028306231,-0.01548683692179839,-0.00038760728194623816,0.0034698719675630603,-0.0735514789027496,-0.006841493862121817,-0.006786440135498613,0.011169448773747393,-0.010717883487227959
USA300HOU_RS00165,-0.004269403014754979,0.015335456012967897,0.015294180266924666,0.030021525777404547,0.010896376024713559,-0.051694182647738306,-0.011118768178378596,-0.035712886689157015,0.014691203131046403,-0.011800841235642066
USA300HOU_RS00170,-0.010780524562281924,0.005143434330394457,0.0122757761929304,0.005809690827330677,0.0047932664927253345,-0.05003167829899836,-0.013922529425516628,-0.012054968026499156,0.005012127119974863,0.0029371618851016905
USA300HOU_RS00175,0.048723878001116515,-0.004340021420170651,-0.0023975310073397833,0.003747882465310159,0.00397037915500168,0.0023907777955390836,-0.02095078438685752,-0.007472408135952423,-0.0025293945654528455,0.02223559529823938
USA300HOU_RS00180,0.05485643698274118,-0.018725830678567524,0.01035564102009811,0.01556194220823373,0.018489142820759787,-0.0021175895746521527,-0.006925783314619178,0.007925975653197576,0.01204128511488414,0.02608488733996465
USA300HOU_RS00185,0.014708866963249927,-0.02235882611372456,-0.020703370929395892,0.0049142880264811195,0.0053401794291776635,-0.003794432802867444,-0.018990236570210758,-0.004730557576002542,0.009198601316244137,0.026392529411613387
USA300HOU_RS00190,0.01721932368890318,-0.013718397668900102,-0.009089378448333485,0.0028379941233621937,0.012129674209568208,-0.010034730879177008,-0.008758764805347189,0.01504157202515953,0.021424974089686955,0.029976789915832646
USA300HOU_RS00195,0.01711222581876166,0.0049606557059549295,-0.0033306066067040597,-0.012898702775262456,-0.0037014163232946882,-0.010798261791152149,-0.016842879598834425,0.0014673852597925055,-0.0021831748652121116,0.01649632663866624
USA300HOU_RS00200,0.07598307723277128,-0.007487495886987348,0.011703195511535631,0.0011606306048790498,0.0016358076721256789,-0.010340329164946895,-1.4900897929957258e-05,0.01228110832905843,-0.007008757596707723,0.008102170257485173
USA300HOU_RS00205,0.028558247007925582,-0.002303307557814794,0.004442784486950665,-8.6364269091032e-05,0.004655513530023412,-0.008874876190840557,-0.016304692181000384,-0.00022283466343248106,-0.015346520590841316,0.026931762462325433
USA300HOU_RS00210,0.012093816991055432,-0.014883489992733564,0.006170088025587765,0.016765736586244993,0.01807792638896312,-0.0008265337789284978,-0.014749135571204084,-0.0033665007865226943,0.01076376432117334,0.00986072560968786
USA300HOU_RS00215,0.0005397954253796561,0.02569712273690413,-0.002788857906625072,0.03410860823897533,0.0035034428311242565,0.0022315916988480304,-0.0016424137439043176,-0.008342704319180647,0.00682795777564992,0.01960742705187632
USA300HOU_RS00220,-0.0020238228498729647,0.013980857700836126,-0.002880922635065376,0.018152684398900637,-0.002201361272452993,-0.004003141231300861,-0.0076160448697756115,-0.009296377420046392,0.0039640621501259,0.0077410320760269834
USA300HOU_RS00230,0.06613766850029189,-0.002171383919968695,-0.014025123829987189,0.004076429895592413,0.006515902375704139,-0.0006767683976635442,-0.01358386142785452,0.011004972785607421,-0.0031279611038245985,0.013831427719780878
USA300HOU_RS15885,0.012865173654359628,-0.020533869585609675,-0.014196529304428676,0.01784013229600787,-0.009537085074919856,-0.008281353094248975,-0.02337304805694286,0.0043675586435840495,0.011508299981715143,0.022028871404330082
USA300HOU_RS00235,0.011058841085772,0.004035144663568877,-0.019989566758798136,0.019834115062156897,-0.0019725944624186587,-0.006390433235667673,-0.01572277842228876,-0.0029484735161065647,0.03833911843095097,0.019463309185255722
USA300HOU_RS00240,-0.01649630932934279,0.001258439070483391,-0.012290002147177697,0.004631748652408268,-0.0010811126573449775,0.009123327407803423,-0.006264880944793898,-0.01186496902247622,-0.007728288062559147,-0.0018712876849143428
USA300HOU_RS14925,0.024105044560937195,-3.3435567151057e-05,0.016239685748913362,0.044177295219521226,0.006334277583140021,-0.004280526856810334,-0.016998244004766995,-0.017841298806730202,0.00609104632696565,0.014868518431386377
USA300HOU_RS15890,0.01743704111217916,0.007502772173795521,-0.008053863518014943,0.016054278937548513,0.00469392552467225,0.025648724893753007,-0.009796327595892917,-0.0023729047116589235,0.005513595483961115,0.03212220532727482
USA300HOU_RS00245,0.01093429054463558,-0.004975642181185479,-0.012298304282079526,0.011075180598207994,-0.009703202217202094,-0.005175326983100692,-0.004527263062556942,-0.004148864455610268,0.03305030590079192,0.009534136408724666
