Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
USA300HOU_RS00080,0.0009400839709795471,0.003961624605523879,0.00848421743003683,-0.00700369641401421,0.02725858382017687,0.0035057775107592694,0.003379204411834167,-0.008245997237218474,0.012841157686238806,0.0008285662856317127,-0.009956187122211779,0.0016617671743610577,-0.0033580438609302067,0.004482706650256613,0.020820388222209295,0.007355161359885842,-0.008070242026958887,-0.0034811556154102424,0.01225794372529685,0.0062459616860446095
USA300HOU_RS00085,-0.01229461015952733,0.04322491440641449,-0.03620737540891121,0.0374564534776847,0.021460626752930537,-0.019409078486556566,-0.002763494468639804,-0.009652463740194982,-0.016938771194065717,0.03710724080980498,0.002213315452323634,-0.020669452128165944,0.01805849758337719,0.028733108796043915,-0.042822901594289246,-0.024353051019380293,-0.013005055665399725,0.00794246086820369,0.008950733499547087,-0.027213765638093232
USA300HOU_RS00100,-0.0032937459602888075,0.0007147431479767616,0.0015788143983919826,0.004348973939620755,-0.014570309064088061,-0.012332638858651985,-0.006129610630114035,0.0011932292474930665,-0.0013469085831587383,0.008788616024153413,-0.0054426663640602035,0.0002515270441220822,-0.001509234522471581,0.006020734815278623,0.004786600702870984,-0.002621759268089031,-0.010135554532870699,-0.007942988728591328,0.035247979135375675,-0.003658129359406763
USA300HOU_RS00105,-0.005606029385823954,0.009212548955861597,0.0069436721741556705,-0.006257389606024405,0.007886947607175803,0.0014436214948971209,0.0032067521712881315,-0.015567670859491756,0.01634571811869901,-0.0020710476286110507,0.015462333498598707,0.004636527683774615,-0.007921939163835774,0.004337185315955276,0.014004007325626646,0.002277385488747637,-0.014018057613800792,-0.004896445996212583,0.01941745361393367,-0.013116364724267773
USA300HOU_RS00110,-0.006701899922049103,0.01157798541374181,0.010639441196852293,-0.007527868620927719,0.01619926186025144,0.00928915075468192,-0.0008809486384366448,-0.01073746636010506,0.031964260224078424,-0.0014167782901225066,0.012631970374466199,0.003505572978832302,-0.00730268579173075,-0.0003940866860675697,0.010800828241217626,0.0023367355805621152,-0.007890989687062136,-0.006591382801026775,0.00979162237329993,-0.008525741858208919
USA300HOU_RS00115,-0.006503244308191452,0.006171468220647918,0.03214380115959451,-0.006027150403326639,0.02570418906837756,-0.004917183583838867,-0.00462481261703909,-0.00857828471566473,-0.007451251366169337,-0.011839693207633013,0.013843110908994356,0.009877235397781124,-0.0045862791422064016,0.00763469211197299,0.00984041851233362,0.004124865354988416,-0.011535284648834822,-0.0025323180448741838,-0.004470676736146765,-0.002477298387048346
USA300HOU_RS00120,-0.017581929431104235,-0.0014151544933864784,0.02732061826145137,0.004059449742754563,-0.008269608203584912,-0.019011527518057347,-0.009520214273641891,-0.007926621071670269,0.005397423251850647,0.0075261394951939365,0.019280094861409552,-0.011688759074705986,0.0045553708615782475,0.020434852034043143,-0.01933149216028741,-0.012748720083153125,-0.012046410064477524,0.0032200643880802016,-0.007261002136117695,-0.017381268192603598
USA300HOU_RS00125,-0.004065563301867081,-0.0027787161934787826,-0.015128232106702725,0.011507780866808634,-0.011296422220203555,-0.005633199574786878,0.0174117712337837,-0.023171276362363175,-0.030101781327636457,0.015356956274591644,-0.007282821227626896,0.008920377486806295,-0.008091676827189734,0.021275820393920973,0.04093740233928878,-0.006456203659908749,0.030870707729891773,-0.015603494268254019,0.02231215992219261,0.015188898299311481
USA300HOU_RS00130,-0.0029445690687514444,-0.02155044326244625,0.004996009433962333,0.012858225350149773,-0.024610770733701284,-0.036708234756964546,0.004110002238998673,-0.009297647110357134,-0.0026034948252815606,0.0005617493822825681,-0.009184510807149427,-0.0032235852055417452,0.006173799151059661,0.007493301292965208,0.0053431550051933965,0.0009888180726766258,-0.006290037486814107,-0.012407092338280743,0.020307151252297016,0.02114817395419896
USA300HOU_RS00135,-0.003717399632856177,-0.010356372622898574,0.010392443999495333,-0.0035968263724849912,-0.01673606990794679,-0.0007109610100495151,-0.004394365848066145,-0.000635851703727853,-0.0021068012655395614,-0.015036655794696313,-0.02150581269699205,0.002225992028777671,0.005928186707133303,-0.006609860157810888,-0.013564209624867518,0.0018727922007140936,0.015007059831515214,-0.0016479611629097368,-0.0010109795492922351,0.012768143595711212
USA300HOU_RS00140,-0.015266032969731953,-0.00948787650942307,0.005656434764209279,0.004990370093014711,-0.011236543352570046,-0.039448138828275664,0.007953833146773046,-0.007984310625146242,0.000980449090854381,-0.006347653920423686,0.006568783707851523,-0.0018639755876016149,0.02589110568470214,-0.023248288574089608,-0.020500893711299612,-0.009201268416715267,-0.003684817344173665,-0.004497365552316055,-0.014863648326815547,0.017511724969571266
USA300HOU_RS14915,-0.011105957248157605,0.009298002743524473,0.03246330060202736,-0.02404004405284107,-0.01650043270231605,-0.030727097090162244,-0.010972088443123555,-1.5328014330505003e-05,0.009691726230412567,-0.026393937744208826,0.0022891448081176946,0.000246472807235014,-0.00016816769908000676,-0.01528723964813901,-0.018681863561591624,-0.018796976307265966,-0.00400369102418138,-0.0025175842277476625,-0.031199379256194468,0.0014470619537112512
USA300HOU_RS00150,-0.0029286066517606683,-0.0024402807467873056,-0.0056685075056391665,-0.015266010624286883,-0.024265341010088422,-0.005926294280384472,-0.005917962641708519,-0.019964422457499086,0.005920456262447717,-0.0015231144827693682,0.01604326434447928,0.005715821330302019,0.006793088186732193,-0.013618303851577054,-0.024313547301631724,0.0032938942833923178,-0.02565603146588434,0.0005180658481774236,-0.0005715952668082622,0.010196901748995646
USA300HOU_RS00155,-0.008693890146836435,-0.010780244766612856,-0.015204691909839122,-0.006240246040510037,-0.022279690600625856,0.01023303481679222,0.011580768813109123,-0.012446897825821939,-0.016123736439220392,-0.00813412999817087,0.009975451699583708,-0.006868324659956381,0.015480609702255954,-0.005477191857698507,-0.04183348359717238,-0.025353849500086078,-0.01712342467521843,-0.00042456508016794917,-0.00716329976635693,-0.0006009302061111242
USA300HOU_RS00160,-0.00755996583509637,0.02800651752396493,0.010008695731751921,-0.013452208567871446,-0.0011380088712179318,-0.00831281271183228,-0.013865481199290264,0.014292388006464542,-0.007859881839980796,-0.007223827792554587,-0.014086327035345996,0.006664043149471426,-0.0901277053673312,-0.007317748947796969,-0.024450927275152346,-0.014478051307716963,0.01618284890293089,0.001691988303802744,0.0019569654086735526,0.015567569526312202
USA300HOU_RS00165,-0.00717242064129434,-0.0004531896664762902,0.02804344235870725,-0.014619782695533592,0.013785091245424486,0.04089873560729359,-0.010844130783344516,0.002450456918422636,-0.0073157513870539285,-0.005945971270134266,-0.011046157273583998,-0.00020709549298009568,-0.05570752672938467,-0.025445396489125045,-0.024134216422122542,0.0005325373991648311,0.01965609282527787,0.006350605804701693,-0.023725543773874664,-0.007767910344980657
USA300HOU_RS00170,-0.0017912386276457176,0.005432863724776188,0.016675933699242834,-0.01065138202292569,0.017907038671666386,0.009308890953836964,-0.006047065664594798,-0.006229372704589819,0.009800187030418102,0.0015020000249951232,0.013491103414352083,-0.010115140177605099,-0.05498889287442032,-0.010561135701265727,-0.007172757734485057,0.00569842719819354,0.009046065274520005,0.005450255057235282,-0.010885232744799352,-0.017329820824433892
USA300HOU_RS00175,-0.01636534895964447,-0.00322378324665019,-0.006099520470449851,0.009203827330127102,-0.010969426331349412,-0.0114185209827746,0.05810268660806768,-0.008715562918723507,0.008898839950514739,-0.002781658952531834,0.0006567516145699802,-0.017551165291871448,-0.00781013887936994,-0.008549015846741306,-0.004636666330211199,-0.004551138840127648,0.005637966627131521,-0.005988792089765387,-0.030039404160330897,0.006390795395608762
USA300HOU_RS00180,0.008611559315796597,-0.024465971929012495,-0.012682581304997862,0.010224379455241257,0.0034946501546136268,-0.004211882028154875,0.07808465391100221,-0.017348070248609952,-0.004022828237460887,-0.019948454215008224,-0.013028134149315272,-0.009127317111619048,-0.0014914602564840883,0.00827855097644672,-0.00016550911677846403,0.012472177667715096,0.010647788085234089,0.004070468637982364,-0.03432277560277526,0.0074285903608671865
USA300HOU_RS00185,-0.009260872449979491,-0.013959268640390758,-0.013569965857197726,0.00588129725511394,-0.009413367303505848,-0.03634499370313052,0.019915104411201458,0.0038378097002047234,-0.00909613064348265,-0.03058613064808807,-0.017254011579155418,-0.011879956844351192,-0.011116505093944264,-0.005029911730989065,-0.011578269465023478,-0.013914399809603161,0.018165911367769506,-0.00195853305524547,-0.027726693554781613,0.010752304350373965
USA300HOU_RS00190,0.0114148650198102,-0.013813622519870814,-0.009580447371091831,0.0030871378829209557,0.0021536226461517723,-0.03285526372979567,0.0325935572985083,-0.023078531352973043,-0.00795219127752769,-0.026113105490964877,-0.011999820606379457,-0.0054713552361438135,-0.010935052118168082,0.01185239718939516,-0.01013418035189509,0.000476054185431023,0.005766253707543112,0.000150163293196686,-0.03471446859932751,0.01764876113321474
USA300HOU_RS00195,-0.008758833767673365,-0.006737181604650822,0.00724478979018495,-0.0029969717076880477,0.0037821068169560327,-0.010175055581361643,0.020351002767227663,-0.009992755744609866,0.035213257550934414,-0.033536484868032276,-0.015831283907163794,-0.00960658823272237,-0.0003915409587761512,0.00728940441268185,-0.016470516820166165,-0.01740264388114997,-0.011211738992794946,-0.0007819815619240462,-0.013679390855080742,0.0020875866238573536
USA300HOU_RS00200,0.007312610278762967,-0.0017841772435498887,0.005204015993791723,-0.0016979398887603306,0.01303728981997116,0.007684583429039264,0.09351107069144168,0.000632222572460383,0.02860438610778807,-0.03286097989381161,-0.004224310600090994,0.002482403731545663,-0.0038605715404679574,-0.0011618144091420745,0.0016292928558685898,-0.0008314706058060539,0.0006028685047044926,0.001149169419378136,-0.01671859276412981,0.00032225422675191207
USA300HOU_RS00205,-0.0069201088720666545,-0.0036264798563661643,-0.01086218699489841,-0.000617341707487033,0.0012463761462515688,-0.0008305240291858773,0.02829829277305275,-0.015663283434055285,0.0346056112689288,-0.018005587200865047,-0.004579955344926281,-0.011794876354771288,-0.0029994516941722273,-0.009536917804716532,-0.00518118077963141,-0.0031082054023807756,0.00045799183806333914,0.0008948284366570428,-0.02910452333731964,0.008320917827758264
USA300HOU_RS00210,0.0033833298972995945,-0.029432667011828922,-0.0017616686055684514,0.013967798584040868,-0.0015027274728714817,-0.0067160550222973145,0.018179516024251385,-0.011912804925961942,-0.009613791993835467,-0.006661719386660537,-0.011796172413451394,-0.010044704511489165,-0.0001373929093197335,0.010421726703294857,-0.01347641320807618,0.015413696102740813,0.003626797023279951,0.0036677715984130745,-0.030292479229572622,0.033144256988986515
USA300HOU_RS00215,-0.005690027614787,0.00927031848599577,0.006190742705658475,-0.021571479357874335,-0.015456048572920695,0.019837880327113977,-0.00481245653597252,-0.014690784420567798,0.004483010667336901,0.007395512801645845,-0.03455867915783643,0.006922970389866885,0.0008612294295808868,-0.010277893098063606,-0.011791521668666967,0.009700515791872305,0.00514722603503358,-0.006267240900822205,-0.0339423999415885,0.0019625680960696948
USA300HOU_RS00220,-0.012143073769503694,0.008063551108118076,0.012238385581470388,-0.013456266012431304,-0.006753406758457054,0.01037811165868891,-0.008744850385818438,-0.00025820802970439406,0.013449788773139125,-0.016537641888628257,-0.02791674147654339,0.0010215723355750446,-0.00016248554605672105,-0.007440062309869331,-0.010674138641721226,-0.003732959951382284,0.006465326677454818,-0.000132151399973127,-0.014853157718965157,-0.007480859154818852
USA300HOU_RS00230,-0.004338088844062784,-0.0005416743702164321,-0.002529533381597518,-0.0031690834145286216,-0.015065603980990638,-0.013172771513775819,0.08431389934831307,-0.016628443213684348,0.01114895988243356,-0.016413187799580568,0.0050716801721659936,-0.013741950964443972,-0.00515178845603096,-0.004427932400679056,0.0034573350875347453,0.000885829474614808,-0.0019072947161182367,-0.0025665097974597512,-0.021977664471303972,0.01106913345666942
USA300HOU_RS15885,-0.00461281976805595,0.00021388207776061607,-0.0025122595672212996,-0.002261385809689295,-0.009777341847261338,-0.013083848587345317,-0.0035516772957811184,-0.005527614876191538,0.012947707174555442,-0.050879240547782194,-0.013380710588250291,-0.013367756285035209,0.0008433486969534057,-0.0028117974418167533,0.006544313936934816,-0.00871186355798569,0.023540707863895456,-0.007988448852728251,-0.03940546577214464,0.012589488637140458
USA300HOU_RS00235,-0.001707433503872939,0.004365585438945627,0.0007347301111793612,-0.009030207631318682,-0.012923217233617612,-0.00643726918367131,0.00015951347074826604,-0.020009511393102017,-0.022902524344107233,-0.03228968772967953,-0.004444489061342224,-0.014258616299339454,0.0036938723480878493,0.0167944436315106,-0.009582041638000421,-0.0027526285892304414,0.002921086955036273,-0.004382485466687781,-0.04671467430944088,0.017485169918215582
USA300HOU_RS00240,-0.013661846986942235,-0.00285865505563916,0.004958827812927406,-0.0010914056514924003,-0.016801488036781678,-0.011554066956035974,-0.01890543828240373,9.283645663626339e-05,0.004427682386525339,0.01133328180084951,0.0014310683636581908,0.0014336738218163345,0.000544814846675184,-0.011821837029170829,-0.018924857185430508,-0.002225338178331028,0.004554158455836387,-0.004657529045865146,-0.0021390764030964353,0.008313402302740995
USA300HOU_RS14925,0.0006210983762775109,-0.025796089971682833,0.03257603833961981,-0.00791665120538744,-0.013497879316276624,0.0430699297688883,0.00546257863344844,-0.011264053386013037,0.03519767060727547,0.008175166330948178,-0.00039181546899671104,-3.3498491175937e-05,0.0034895540524515272,0.002625515408186817,-0.005677010775982812,0.015514365998146394,0.006666639192198421,-0.000888594263113581,-0.06463317726301243,0.010672109218635617
USA300HOU_RS15890,-0.005563454415467522,0.0021295636162084854,-0.0036551418604284023,-0.004289271417768187,-0.016266489360238116,-0.019363230071950212,0.03308583047934111,-0.005915320233469508,-0.0086048080525121,0.027789058876188474,5.040973786805999e-05,-0.009881802679907247,0.010987012520915267,-0.0002575102670892856,-0.005836055869175816,0.012615058837576926,-0.0010644235932893082,-0.004997940188835072,-0.0298827729202238,-0.009198894658574774
USA300HOU_RS00245,-0.0030463676405033378,0.0041140886059226585,0.005371089628494205,-0.007982883834258138,-0.01833905635460175,0.013092278778349222,-0.0016375254419810927,-0.0019668903154613712,-0.0030588510710690586,-0.023120646217218262,-0.016828586304626515,0.00098870503609906,0.00046914279187951024,0.015738288306361457,-0.00956814970750184,-0.024505423351737634,0.024294165067586443,-0.0054781726870423665,-0.02008484840836409,-0.015135180164586213
USA300HOU_RS00250,-0.0061973295933177045,0.015905280751571348,-0.007559398942314488,-0.012500110205964875,-0.0170665786615695,0.031183636994231264,0.006542061894990325,-0.008713296694497658,0.01278197460923965,0.00037811622710760796,-0.03293935380711032,-0.0026225740681496534,-0.0012964163761658336,0.016216027102101488,-0.0012655148472786556,-0.01623815257419648,0.01874975274044793,-0.005206332447385458,-0.030616815731033385,-0.017231339609957746
USA300HOU_RS00255,-0.00927527758592949,0.0033165980857447364,0.015410856487294029,-0.012072003713835011,-0.013056633368418481,0.035405254635349805,-0.0015244618441691193,0.0021194377688579552,0.01978787322266321,-0.011021915590580111,-0.011409999857853913,-0.0032928638228811188,-0.004532690164259171,-0.0035278747988599945,-0.013615555465985661,-0.020898402825590662,0.01597052639263233,0.0009204543052418273,-0.03414167967581506,-0.02151958004020233
USA300HOU_RS00260,-0.00017001245468057855,-0.010029768499241802,0.02807023552130964,-0.0060276763034827355,-0.016823623847703428,0.023297495364742758,2.5586280553682e-05,0.003091376936756301,-0.0032797024517162905,-0.006066358984036646,-0.011692473585878271,-0.0026387798409176866,0.003964366093643185,-0.016550595252369717,-0.01140661403859218,-0.008424823373869395,-0.005617920431086386,0.0011123866983574014,-0.027572754064883142,0.003932399914596788
USA300HOU_RS15675,-0.004045966806717732,0.008534312793827398,8.978416278321016e-05,-0.012456267006539038,-0.0020819409577854,-0.005749643440059346,-0.008368559047559657,-0.009489690636597997,0.0386857199212881,0.0014290017420930264,0.0013326040696825276,-0.009667117884401501,-0.00225597166055678,-0.021531130347912875,-0.024179751186593386,-0.0050281627528695715,0.0049500132254299695,-0.0036198749658499225,-0.03013065926453029,-0.002212858573209278
USA300HOU_RS00265,-0.013776969270001643,0.00749593955343751,-0.007296595095674666,-0.0011513548794383844,-0.0008080302509709265,-0.022292848668440834,0.006075830364193195,-0.002456018164835633,0.005584432043505036,-0.00012817081506849296,0.01220143514868558,-0.016794899312439538,-0.00707055818190035,-0.016012307096883206,-0.01749621107822654,-0.009811523418923497,0.006771434315879351,-0.006616945117515144,-0.039184840285480076,0.006631401219549491
USA300HOU_RS00270,-0.011953614824840001,-0.003092027073893024,0.0080012975857195,0.0005906215853949023,-0.026122030895423386,0.03053137348124846,-0.013721571716974476,9.4924685997305e-05,-0.020461512553081755,-0.0017689404846766021,-0.03350019557368314,0.005697255745164216,-0.0017295240052903299,-0.015100952353591983,-0.017457676688244675,-0.011963717891081251,0.03152269485199787,-0.003381200316570314,-0.01777404466703121,0.020156372335350423
USA300HOU_RS00275,0.09932199937948705,-0.023546280815313923,0.014999260433424548,-0.013045979909263126,0.0018767371328696802,-0.02677272693855671,-0.01650088584737959,-0.005504154897734186,0.00407798038634319,0.011814590298504504,-0.0064541534992802315,0.00276041914100065,0.0031958490155129878,-0.015947668697485026,-0.038310435818261726,0.02904545102090383,0.018732355296676908,0.004895418676749293,-0.008665425344892478,-0.037247729379892694
USA300HOU_RS00280,0.03202152976621238,-0.0043628112944353445,-0.005598655222507266,-0.01187747517592446,-0.003807746733672186,-0.027334146516809113,0.0440544553116263,-0.01198933266372357,0.016764384608151932,-0.007610322555000252,0.008758349960145599,0.004313109275516427,-0.00897940978375637,0.003922506824467035,-0.0249206633858005,0.0030732179280747595,0.01302390402717437,0.0006201775507798555,-0.03621506131722297,0.0015564710729981189
USA300HOU_RS00285,0.016134749255055713,-0.007640707745810463,-0.009572932072786554,-0.010006420283991619,-0.010867792042364826,-0.029070231338605552,0.08668079288224904,-0.003062776097159974,0.010536615874307436,-0.0042655807551800606,0.006940011451367487,-0.0028670283828200493,-0.006386047757593247,-0.00036843631788021475,-0.025983458674561553,0.006993619860048812,0.0055429630414832835,-0.0010173836169889356,-0.018496699579089032,0.007129194196658795
USA300HOU_RS00290,0.0029410831314573057,-0.011867524016945201,-0.011579328166879671,0.001956120092832489,-0.014255007327261043,-0.006702489341504029,0.02256043699310101,-0.0024188135225152916,0.0010672036863068764,-0.020735083350499783,-0.005802216740924357,-0.012775060935055071,0.00818024369715659,0.0007845473249282983,-0.015854735766121134,-0.005487959574345772,-0.007367619954486574,0.0075605730821327825,-0.035569296832230195,0.016712929296027468
USA300HOU_RS00295,0.014943229722101272,-0.014169552149178685,-0.011138866402438866,-0.008943327129745491,-0.012045422232718222,-0.010242247427569653,0.027984459821794854,-0.006786445002545719,0.009396849360664965,-0.004693987593626187,-0.012245880470238255,-0.00834185812662897,-0.00187208792031182,0.0025128309599588648,-0.0241448876709121,-0.005737879127912098,0.015438929669042574,0.001150043825861373,-0.030975146093693496,0.016011466565330167
USA300HOU_RS14935,-0.012038958352302587,-0.005811413214649933,-0.01154986773275519,-0.0025778093676898078,-0.002942877432101573,-0.012211975779410892,0.0018420968276571061,-0.001346419251514336,0.020249830080371116,-0.028148319600598496,-0.01126803444559039,-0.023895889629104244,0.008948758779377867,0.011466369986672036,-0.020781739337398807,-0.015982853895438975,0.02616603634025809,-0.01008256022625611,-0.03026538282138479,0.007774530218903281
USA300HOU_RS00300,0.0016939963715413642,-0.006252420941719287,-0.01538218973450635,-0.0021543014856686307,9.165785168677501e-05,-0.01451551920012834,0.03434552416168505,0.010830255377813309,-0.010071145524935486,-0.00910666882343236,-0.01155616911654923,-0.014407809038492774,-0.0037087318533521357,0.0016491798444911727,-0.02297286147174114,-0.007883880409150074,0.009224199964208804,-0.0065824279614698725,-0.024657768279886937,0.006071143757783485
USA300HOU_RS00305,-0.00869914957720194,0.0010409460851575375,0.011059742174756557,0.003023540878421448,-0.0047047486232161696,-0.004681251405635593,-0.005619858433616365,0.0013137165414851975,0.03848395561286071,-0.018986699844870232,-0.010292271661477358,0.01476520377443456,-0.0036345729252004948,0.005632634004168552,-0.002047035665182629,0.0013524749711286334,-0.0022652463844861363,0.000650885009603972,-0.007061927230225348,-0.005868398577626662
