Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
USA300HOU_RS14890,0.000415538625698174,-0.024103715673723273,0.0035501064619870453,0.027027196112104166,-0.02355053383953595,0.004227368984676341,-0.010970952828510811,0.007325680676592291,0.01648712535489061,0.00935412882349017,-0.019124653696241268,-0.009764736958550888,0.00839389373250174,0.007672899065445972,-0.008067454995550305,-0.02247465485466049,-0.016861274272690917,0.0005403151862708531,-0.005402911398275734,0.0047841257657997936
USA300HOU_RS14895,0.0015400627752374502,0.006655531639432181,-0.012258208991764268,0.00027268749301758593,0.0006614325915483102,0.01991991529594321,0.08123058030501554,0.013898112701682029,-0.05001656677053102,0.024435762168907752,-0.06777281201322184,0.0101483989300984,0.003590109156049822,0.02673174027090065,-0.0005150457739052202,-0.007756259057699876,-0.045449967306401474,-0.002533930428107581,0.0016067799828178575,0.014592349049133969
USA300HOU_RS14900,-0.0034653362617235927,0.0029911573611928217,0.006338353271270826,0.02247927700201952,-0.01536512629576577,-0.017028893832905838,0.014461119663987079,0.005713095792984398,-0.018993658249451525,0.04376896953781134,0.0009555530369026141,0.01696101397262083,0.00651783884271813,0.0033017310806033717,0.009076707722153588,0.0036625729174675718,0.013062222559207826,0.006251094198086571,0.007740070910128704,0.04508124533623495
USA300HOU_RS00005,-0.002613525536620951,-0.020180039617748936,0.008097889257671959,0.0030703092806507464,-0.0024229826891457693,0.013100629455853732,0.005915809201686415,-0.01072828261807284,0.015376383819901451,-0.010925241717319446,0.0007783094510011238,-0.005995858069203746,-0.0027360921478431525,-0.010395556342146233,0.003789556591891202,-0.006316171665821917,0.00950056708601091,-0.005458285927564499,0.009402152802596727,-0.0034201262945201065
USA300HOU_RS00010,0.00012186831680691219,-0.021096569798339557,0.004661746166831113,0.008230639559256056,-0.0031847162682045417,0.016055193985526597,0.0055025927738164785,-0.008504370020742889,-0.012297403587845717,-0.012063401882278281,-0.007610681303319516,-0.008359963807099297,0.002330028931153389,-0.007767687182622218,0.007023072502099457,-0.00024270253445048774,0.008502436826583203,-0.0004937000308517787,0.013528334986747501,-0.005377829256098551
USA300HOU_RS00015,-0.020143455044079023,0.008089217379602588,0.013588556509391598,-0.006120992813091075,-0.011247463342903653,-0.05588028310462379,0.0053057622409847386,0.00413638848672815,-0.016825712919670804,-0.007165660856694012,0.008994477874104609,-0.014789599607947184,-0.00822822738354222,-0.01908762333649448,-0.006839969547187877,-0.01025471196451037,0.006839662082930219,-0.006489248007235708,0.018138468309898598,-0.016796406804301528
USA300HOU_RS00020,-0.005787306406328463,-0.001219746581436548,0.0002743968315332833,-0.0049336721594419285,0.0034939842096032626,-0.008629294594959468,0.005031254481782682,-0.011803932361142428,0.008646606283424145,-0.004507672621887084,0.007079063248872546,-0.012422694965157844,-0.004405755277967599,-0.008410119386989157,-0.016330795220883387,-0.0005428787264421908,0.006943523925118642,-0.003185728521462893,0.005895162324312149,-0.014766506612036235
USA300HOU_RS00025,-0.005549951926502671,0.0010899920814656122,-0.010333681332817396,-0.0038756969392515824,0.018005444539034816,0.003300619630602353,0.011410496655683272,-0.015914212274559768,0.01607219675993288,0.0013662344268809393,-0.005402838573599969,-0.00912707981631607,-0.005060446242654511,0.006796845039180257,0.003358725863188881,0.0007832354624056812,-0.0012851799120428228,-0.0056447360132941445,0.017431958952930822,-0.029856725005142817
USA300HOU_RS00030,-0.003242187913157842,-0.0020358639179093923,-0.004924400908862367,0.001108099475825592,0.02691954870466459,0.0046324564861428014,0.008775666694250816,-0.018064139064163365,0.003951370627458189,-0.0025752204717587406,-0.0018023943574818843,-0.007268102186967032,-2.3865795892713096e-05,0.0005496677152202311,0.007269665884431311,0.001801919869093121,-0.000671452977936223,-0.0027401090473488502,0.009545693597151775,-0.02373144862047806
USA300HOU_RS00035,-0.009264115227941074,-0.03314317944851098,-0.004666668613130644,0.03249803215777585,0.006233854934042806,-0.008688429136819562,-0.0020858674711802822,0.015029142365630178,0.007386287815260986,0.015655776403429453,0.009817651145891032,-0.022757282100140396,-0.007362407341902387,0.007646855631651735,0.0028093427193359144,-0.02195176349481589,-0.0005737465336262041,0.0017733814630645792,0.016081215405737974,-0.011238754182269833
USA300HOU_RS00040,-0.01208724175592825,-0.031509767139350844,-0.011084559293782884,0.015439828891422216,-0.0006404082684368731,-0.00914111198547612,-5.912203740735502e-05,0.008601082671960912,-0.0012221686939115346,0.0550549840815966,-0.033705652270480474,0.07053430178644779,-0.0027503454838962277,-0.022044805073925002,0.027678157129222263,0.005800516810090648,-0.018053588349672654,-0.00689592798572488,0.008468722641673303,-0.0006335941410629492
USA300HOU_RS00045,-0.003633226755130457,-0.004934502077602992,-0.011686535121625872,0.022175170027250463,0.008168729789840352,-0.0006628008392268666,-0.007064531273545496,-0.017339848978558295,-0.0023204436688806333,0.015183731544744424,0.015634190687055297,-0.0026420659620825966,-0.006229120753682814,-0.014802421881774724,-0.013050955695805272,0.023197142541688844,0.01796326930819994,-0.007652060652546321,-0.0003138502679114394,0.03984979741162388
USA300HOU_RS00050,0.04686358544595949,-0.004394956330142717,0.01573160011923743,-0.003016257130674756,-0.013508026178509516,0.002168176915575053,-0.0031853127281466693,-0.0045558627275652805,-0.009585697420596045,-0.018227086481216813,0.0026240583523874407,-0.01090531992014378,-0.0016829481972776828,-0.0014621852347951783,0.02955890685829665,0.0051546830757217355,0.013051067243515962,0.004476490437558288,0.0015652100688987908,0.055567200412579336
USA300HOU_RS00055,0.04979843288266527,0.006862223352653234,0.012901083450412945,-0.00022211501803315103,-0.009575159381174281,0.021569932777719167,0.0048714130637636755,-0.01635629619272609,0.0029249963661352072,-0.033091213526256165,0.014855217827096891,-0.009178279671424315,-0.0025420664229010436,0.004589837074745072,0.023720181061633254,0.005262385551475017,0.006942752304564538,0.007821285895722545,-0.0070648155076238036,0.036467253848736864
USA300HOU_RS00060,0.062446056024452655,-0.000709383361635145,0.02111324752900998,-0.004393274090911038,0.006505399444264978,-0.01845073379213647,0.0018944722172662201,0.013219515601381578,-0.0018808008818022425,-0.028435016580930072,-0.011443586476148264,-0.0038615700421177246,0.005123782814323082,-0.005621348770822396,-0.00026311733054663487,0.010363686545920991,-0.003188912785569497,0.001978818696603029,-0.003968054860216788,0.014765380326659467
USA300HOU_RS00065,0.0005611924239967759,-0.00016652312195355998,0.0018848414220590953,-0.013686774579545589,-0.002826767850773142,-0.002059482675904119,-0.0031312491723943995,-0.003659666426488919,0.0014570337453358032,0.000126118188550323,0.0064045021817066335,-0.008545063570042451,-0.0039664690083061555,-0.006544796798853928,-0.012167523461816463,-0.007157346642498715,-0.0017435564050448846,-0.0028781849873600394,0.007542289625035212,-0.007199944184820388
USA300HOU_RS00070,0.004832694094018153,0.0029473379709046427,-0.0011627746699486438,-0.0056864026350176965,0.013022250820720914,-0.0067678997636551165,-0.0012037078413768619,-0.00059047458577227,0.006627851294185346,-0.0025288204045945846,-0.0059304289973686085,-0.0009160501302656491,-0.003975238695119749,-0.0004373969094278729,0.0034215075699107955,0.0027944586331939817,-0.005431684713528213,-0.0023513407864284796,0.01947870517436177,-0.0012943406808947813
USA300HOU_RS00075,-0.005930864692804973,0.0057621982469025345,0.004781584501582651,-0.0032987483352893724,0.017097615595069473,0.003591505189733329,-0.0006082900599346599,-0.0004440227146732655,-0.004291582994565365,-0.00041396264427546716,-0.001236305102683839,-0.0035841091755460116,-0.0029414170948837575,0.001136299845373346,0.005472645343747542,0.009278995780845768,-0.0047775508007954935,-0.0019554400349887004,-0.0004262268299506622,-0.0029781504894621875
