Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
USA300HOU_RS00100,-0.022425090173468026,0.022361485398052883,0.006920845775912759,-0.0034171413509540088,-0.014801623209229665,-0.0069693380416015124,-0.0031196730533178964,0.0048578611962708605,-0.014061002637828059,0.004009133141659999,-0.008390369044296249,-0.0030544110824831995,-0.0002446416585796094,0.0028775084766927434,-0.00025754994315249093,0.004861812885157241,-0.006053145761326959,-0.0033532158087711916,0.004886012066474849,-0.0019595092838586106,0.020104014793928912,0.0003742939243618793,-0.014427980598063179,0.0021518849757038256,-0.0031810860299822303,0.0018204388455980026,-0.006316899347808939,-0.0054307153368506845,0.00047648764724176853,-0.0019193443766707325,0.005232404569864307,-0.0031616065721177928,-0.002075524381846677,0.005560530963827081,-5.132590449936365e-05,-0.012810194819938064,0.017702100498085807,-0.006098767642381046,-0.017382250126934076,-0.0074607427894068466
USA300HOU_RS00105,-0.014520814642118058,-0.0009725918091860154,-0.002498889506293396,-0.024813693404690095,-0.010033524552422603,-0.00031655631270199874,-0.0067100877629460995,0.0026630611246507892,-0.00796833815708792,0.003777901269343033,0.00024064477455433347,0.006616448521604674,0.009112479303565556,0.004319272045136168,-0.012493761709035189,-0.006027315149653196,-0.008355828774676798,-0.014189743554045715,-0.007162583002449414,0.009561749252703422,0.012467402309190502,0.008895712794418146,-0.017679148432846715,-0.006043370675365645,0.004589874622908813,0.002077943493424562,-0.005866790465983828,-4.055590235931583e-05,0.0002646689606137473,0.013314865873015006,0.005673575460448764,-0.011378332395315554,0.0011661667879285537,0.009839797983586194,-0.013174911706112536,-0.008922210400460434,0.005516025229011476,0.002220696069751932,0.009299741396585853,-0.0019169139346377516
USA300HOU_RS00110,-0.011342261616707573,-0.008451269605767036,-0.003160119579428841,-0.02333168833436788,-0.005942798504194044,-0.004323064188352958,-0.007837215788774719,0.0003597653498700962,-0.01032948478376883,-0.0008326977789179722,0.008833632749523514,0.0012131210253406202,0.006768940196876327,0.0030309371859921553,-0.006825029853256131,-0.0009401444483355771,-0.008659211801295953,-0.01374127061589399,-0.007857705130809864,0.014167117360649805,0.01071771092135788,0.005317986661445371,-0.008629136858114072,-0.0007022421500953563,0.0007705823961846429,-0.011455459753565716,-0.008236608753072963,-0.002521602189581326,-0.0009988747562075931,0.01863579262054129,0.0014774056079268538,-0.008565349364947294,-0.000822397874864739,0.0038203609084428995,-0.0030974710138013365,-0.014436685862193942,-0.005359552681131211,-0.0030283874558701468,0.021610621501773054,-0.004186488901163001
USA300HOU_RS00115,-0.002053876206188938,0.004653768789407765,-0.003409976947612267,-0.007943156800024992,-0.010651504844716355,-0.0022015824308531367,-0.005872151750700891,0.004710264064646339,-0.01876665603144885,-0.0011662985605054791,0.014738839450852944,0.003614022111577944,0.0042802049673781465,0.006317153723187019,-0.0074672655334045,0.006393342012576178,-0.009295310821513107,-0.009818103831469593,-0.015097053413437544,0.013096643994203724,0.006356646414847467,0.001655855068805277,0.0064561819703011026,-0.0020765421683345588,-0.0015201234377164425,0.03314794237104607,-0.005251047088639469,-0.0013914398958064062,0.015663545442758917,0.014306060791772025,0.007080838359676741,-0.007934629493426963,0.0050605922767351895,-0.0014522557214324933,0.0013083306288670408,-0.00807555206088899,-0.004797424519787399,0.004460068381408678,0.012089064989639412,0.0030726550571202878
USA300HOU_RS00120,-0.006440787588914441,0.02668719833798912,0.009284873471600853,-0.012307092049706599,-0.002085861372934333,-0.0105721913557251,0.0019198487577396118,-0.007691103716982827,-0.008988046739713375,-0.0014412622618667163,-0.013837906623010423,-0.012333515087955079,0.005198329942111945,0.02119368032189912,0.008033301675896548,0.00920046952393637,-0.011076870379234114,0.0016343438884527219,-0.004247579338849628,-0.013734486582327189,-0.001313785415721168,0.008319737624223798,0.0204226574030913,0.0005593256758315891,-0.00971572498181847,0.006293134599679039,-0.001301786149109149,-0.015170425767603685,0.012005040151373882,0.02645122554306666,0.004575660653125522,-0.0007557664910552039,-0.006125821387315156,0.0038601882659680016,-0.00849010595440392,0.020572423147470015,0.0038656744966195054,0.00899136437222106,0.0320969462175043,-0.00878846428006612
USA300HOU_RS00125,-0.003928565889220306,-0.012096811062156416,-0.0072299646893410376,0.0008923966376627854,0.03041010538523392,0.0018970775236000356,-0.0008493698470984408,0.014022830883283457,0.03075556511217939,0.006705667961083175,-0.01785781762824372,0.018470869260287216,0.014671507214392466,-0.0030561655660863657,0.015894772126587686,-0.002283800349265433,-0.004514942595914544,-0.015259383624475297,0.0018487659269775594,0.012478878665073996,-0.020967368062647335,-0.028414889111345196,-0.02433901785618121,-0.02059330436733518,0.0003057636875434935,0.014739140428678138,-0.011915173767749693,-0.015849453025825865,0.020350165923065437,-0.04879769268754617,-0.0021494605462330087,-0.008306320505017655,0.040719592416424366,0.0063818687689997985,0.020821998571712363,0.004261215833328905,0.016442791626755104,0.02190429569054473,-0.003185361605697116,-0.019971519245676646
USA300HOU_RS00130,-0.0029739590382255503,0.02812970635186087,0.003814990285024372,0.004790834543146455,-0.010384435206797403,0.023842695113402375,-0.0006758958343124831,0.0009470537768230032,-0.003954672521800384,-0.0033177474975898576,-0.00510405026743237,0.0164178691839931,0.0038886776274094353,0.0034690072259995204,-0.013103661864411642,0.01340889168223374,-0.004169245212180183,-0.01930890939331977,0.014285228942531309,0.008771262149920085,-0.01034997160817166,0.006352633301667304,-0.010101049799118671,-0.01798290045118575,0.005285702336056964,-0.005031245784937485,-0.011501776751005128,0.0106774231738598,0.0036072015529365303,-0.0029819850841351207,-0.008629222651737496,-0.00368609871152588,0.009743659637063036,-0.000568514119173788,0.009844622997301983,0.01968441412992409,0.017040659368491196,-0.01711000880776828,-0.0277112873187847,-0.011228545912785251
USA300HOU_RS00135,0.07143371516617271,0.0004954661197114844,-0.013336656039384935,0.010862482195546834,-0.012729567245495461,0.0020715517133280954,0.0025685860322635463,-0.005993809933769796,-0.013951179301227754,-0.005091494097901534,-0.007819716678777556,0.006365477957121719,0.0002878319541764677,-0.0059119183007061695,-0.014768312820376992,0.02152592597851071,-0.005843083706849688,0.00349853374782343,0.01774856567496644,-0.004414609024186459,-0.0009698635352802024,-0.016171059417106518,-0.00044762265592490294,-0.006513959928676721,0.002129221682499423,0.009246865897594434,0.000140466051233114,-0.018318167721406008,0.000599756357222363,-0.011840980737489865,0.003375230663739689,-0.0059823593827896095,0.017214394996333676,0.006983222691775484,0.008252064233228005,-0.01647491793700595,0.004123963464701832,-0.006944365022419078,-0.028323136792766816,0.002514661466328353
USA300HOU_RS00140,0.06055334432078628,0.020881914766924484,-0.0028128570342701178,0.011974299259554138,-0.01654399037206755,-0.01753798414558706,0.024339216298199396,0.00022435179193867208,-0.02096123066876529,-0.02190948831059474,-0.005794740512283411,0.010240827177914804,0.005604852185855361,-0.010394345995805894,-0.007113993784954115,-0.0052207241295638175,-0.013380197621536171,-0.019758884894576955,0.019034821553355993,0.011906874897728738,0.009756227002030078,-0.002990539848667952,0.026943810054994938,-0.005581626702647312,0.010624172466610803,-0.010800913065516695,-0.004742516165151803,-0.012888786318883067,-0.012995062842890981,-0.010639276417359523,0.00842167920939535,0.011351571474020793,0.004836525840993648,-0.00962272918233797,-0.0007265311057094928,0.030558314567661813,-0.00011962663556104708,0.012881770257868628,-0.031611535406593755,0.018203097465702475
USA300HOU_RS14915,0.05018392591855988,0.02879338448201897,-0.013916900025062975,0.004228618754051521,-0.01550632116807214,-0.011783070325545568,-0.00010537759072503606,-0.013522451080730196,-0.005105759530211244,-0.013870425728830358,-0.019913831776011633,0.004922276989965454,-0.011701086457452119,-0.007969212725886781,-0.01640862514321367,0.012026914686024959,-0.007003873907780455,-0.013645818188040473,-0.0034437060114930968,0.00011982944869768246,0.000753893014370075,-0.0010575448903948007,0.010955478529810332,-0.004416238356584801,-0.008393972238826534,0.004851161650700868,-0.0020076548514354284,-0.004372439310000405,-0.005007093540154823,0.0134865777096565,-0.0031953303467160523,-0.00935802710269006,0.016988725822063108,-0.023778922578187568,-0.0003055335031590916,0.017725327099786817,-0.03254207965472,0.0019402941349422615,0.006838756931261574,0.010423901143014232
USA300HOU_RS00150,0.07969556892662139,0.005300043024146624,-0.019442680005124818,0.0038783860431189504,-0.024241795858516088,-0.016907422315062724,0.0044222170710090485,0.007061126135787813,-0.015358471291590072,0.014003840583522132,-0.03076986626470123,-0.010480592753719493,-0.0010225778073377468,-0.01782823732318373,0.013445920146757028,-0.015924903222988045,0.0009288460749417849,-0.0048206687923037315,0.00798515259540582,-0.012888577545939858,0.009292665838257707,0.017803461046821914,0.018973322402899537,-0.010018220303409,-0.0035804617492032646,-0.003669081162374596,0.0040897529791707,-0.020740298452560934,-0.006535523913680701,-0.016338321717884595,-0.001262957499377436,0.0002534659666218461,-0.0002425790451706277,0.00935225287806326,0.023459516328741756,-0.0030491555981951766,0.025760053316071216,0.011118365735822389,0.0014113471294394907,0.010731223775294004
USA300HOU_RS00155,0.06640476347843617,-0.004742256758778343,-0.00986937735851544,-0.007929607874938906,-0.010186742964968663,-0.020558470951925988,0.011969705831589857,-0.006753874126023677,-0.02023937056002737,0.0047885842315644024,-0.022101206085997586,-0.01088811769368261,0.0011604075105397815,-0.008350823922764424,-0.004494631649906892,0.006696699229585528,-0.0042196935517326015,-0.0053477857130842365,0.020423586552663537,-0.029248971746713835,-0.0022378182798631686,0.018604652523066766,0.01323243275308047,-0.008090982766391332,0.004797875370297373,0.0049626616839378475,-0.0001611702437944165,-0.024349883343800723,-0.006198190839930987,-0.04391471167846085,-0.003097519368448076,0.01887283696924615,0.004889757967651917,-0.0020169238286444043,-0.00017327709658116353,0.018186924564766074,-0.010597197117304731,0.011557707186446059,-0.00675816398699072,0.0012416846345546211
USA300HOU_RS00160,0.11063747593695818,0.03643500507976514,-0.014811245010469078,0.02421922140713776,-0.0013840835037979768,-0.008575900823385794,-0.09818649035742916,0.003025323803625123,0.014790981928536277,-0.0035268862282263496,0.005147248407016259,-0.005842528551118639,-0.005000600058617195,0.002605721500328956,-0.004187923263090625,0.003612200413347347,-0.0008883919193735966,0.0014164746506391073,-0.008511125107616663,-0.021321465698017215,0.014887749154908354,0.004873410990830687,0.01841047791221733,0.00459865789220839,0.002705602074734377,0.0027831796533935795,0.004513111283692566,-0.0011449996001397953,-0.0007973480069543258,-0.03469571220340926,0.029328375927774535,-0.021481926413855115,0.012563620474390772,0.010774137679252806,0.026925790191068156,-0.025384672279668313,0.004781214477086337,-0.00933487138565571,0.000599269513414193,0.009369319252179202
USA300HOU_RS00165,0.09788820968514297,-0.009786612137711178,-0.010243501749515821,-0.008865152005624809,-0.021308498453238497,0.002850640118981419,-0.056892590183370034,-0.005541531308487596,0.01217735524944498,-0.012210154442236186,0.0068034320040208296,-0.00012617231841308176,0.01000389755424284,-0.008580974012361447,0.004052400989693426,0.0009783855342177642,-0.003459988869857554,0.02169315660924291,-0.013077417099184587,-0.016899353252833118,0.014891434854559665,-0.007497632534202869,0.023889476242234017,-0.0007989826100347742,-0.0009151628370653495,0.013598941051090125,0.008870010208152724,0.00506514635925323,0.015071869817462877,-0.018268815972550135,-0.002363262948814628,-0.014051033081589486,0.014202258001142512,0.014241976133491718,-0.012938560514552012,-0.023567163874765935,-0.024543160236414178,-0.013645699526224834,-0.0025946595182607932,0.0062214933151225164
