Geneid,CM_1,CM_10,CM_11,CM_12,CM_13,CM_14,CM_15,CM_16,CM_2,CM_3,CM_4,CM_5,CM_6,CM_7,CM_8,CM_9,SG_1,SG_2,SG_3,SG_4,SG_5,SG_6,SG_7,SG_8
USA300HOU_RS00220,7.4062619728219214,5.960940176564898,6.629800717517665,6.664423827526011,7.502158683512123,7.5420578100875115,0.14780692682939564,0.2010983067322276,7.402836868303723,7.06003033185767,6.971861760848875,6.906172753094858,7.3178454024970385,7.506907320899411,7.719770648969135,6.9274802508877364,7.108564161217312,7.146245882346401,7.010252920487945,7.1916459385734965,6.7063839102894605,6.416772110340762,6.833961392151163,6.7213663792576614
USA300HOU_RS00230,4.140076183110016,3.6067139011139733,3.5594833775881645,3.5082640212099965,5.299144425354278,5.42241858290624,0.16601140661925642,0.0,4.141108096641844,3.6219134340950863,3.900776602490156,4.0746840027250615,3.8309073402079648,5.33358244681904,5.332836967455328,3.6325955748885264,3.2985125552171577,3.764537663410685,4.374427426518448,3.9442144385013167,1.6111104117456585,3.98798225131925,3.3909934761048874,3.460141970507784
USA300HOU_RS15885,1.9180296281689884,0.6466261426856623,0.0,0.0,1.4619910538030725,3.076370269373038,0.0,0.0,0.7458392811086294,0.7711440668511061,0.0,0.0,1.080077983243167,1.6186446274673354,2.1207326440911745,0.0,1.130865567264868,0.0,1.6601640323966724,0.0,1.5918697040836662,1.7910316474057837,0.0,0.0
USA300HOU_RS00235,2.468883689314037,1.6312594584206268,1.677497795361175,1.085386321688764,3.7408298768672834,3.733939813031733,0.28238424337772033,0.0,2.3975701240064877,2.3768868738719067,1.8997460494057965,1.6644236389162643,2.624433862961004,3.507289841657093,3.6066591169697753,1.604115728003383,2.107892476877717,2.01381744698578,3.1289016970561376,2.2431123739698497,1.6968082369149589,1.8115663861997624,1.3004418404543832,1.7068347180974546
USA300HOU_RS00240,8.075567600295363,7.796364907856415,7.986536252757873,8.075922273340945,7.828548522353983,7.909543775883392,0.1757008807047151,0.4426729930740118,8.085495744201655,8.249713833482701,8.299255972682113,7.9242039382860465,8.16286396481807,7.921071526548422,8.09747122603385,8.14562928694947,7.920563987959309,7.945921853280276,7.297906382710527,6.487521722006308,7.537335061801557,7.28178285049348,7.910559457277607,7.863921308837893
USA300HOU_RS14925,3.8472403247285465,3.210721908437245,3.665013242793206,3.36102912462516,3.995394373860443,4.557642551016982,0.5115112820698093,0.0,4.410443235763213,4.172026601751116,4.056580162593714,3.3779401446507893,4.3009035951263845,4.676434750898936,4.884098466293072,4.12322976627444,4.165262536642608,4.585084605340376,3.7108742024830086,5.372391574768001,3.449970986204528,2.865574020041909,3.5780490447634525,4.11622288794823
USA300HOU_RS15890,1.2299895453990677,1.498497463784237,2.40731894795939,1.5619739786230251,1.748619646081298,0.547494739652148,0.0,0.0,1.3999533409773823,0.6510005567822961,2.084464409307046,0.9590903744413536,1.6994837645350969,0.8762609823110893,1.7014828178035395,0.8535381919011406,0.5657291960679338,1.8246985296405196,1.1126250707765717,2.6815937435409225,0.0,1.3157541628914895,1.5408486887013408,0.0
USA300HOU_RS00245,4.740183299592536,3.5736322295099914,4.029058432408951,4.1786582160275225,4.9658230846115545,5.06331978050361,0.0,0.0,4.930531971532584,4.412115125596016,4.2094012377055465,4.5009354773711925,4.781404936841672,4.989462509852759,5.0846291498388085,4.4545853672153735,4.727804808925667,4.936054390738912,4.192525331048765,3.942987765006474,3.794702386156509,3.4268834801976755,4.650411726215613,4.639932231469751
USA300HOU_RS00250,2.3204578307016046,2.2197405634026794,2.395071918363967,1.666195652109849,3.0263560760427968,3.8644447526063983,0.0,0.0,2.9656558958865222,2.6037984223361605,1.9585355562813165,2.4917338974856618,3.7017634521061087,3.416139542942658,4.057172845986569,2.9007265501266244,2.3995009653113644,3.3936773585834863,2.500453091026125,3.5671121571650946,2.0900602585499417,2.033864141733703,2.7375335713152613,2.2927422199763186
USA300HOU_RS00255,3.967459164957177,2.8376523232257145,3.1182851096752584,3.2245436016430644,4.445773359141602,4.398474651505215,0.0,0.0,3.9745821296862567,3.837676142688901,3.4695098045005546,3.5858228508095915,4.426289350832226,4.515159957200238,4.672972357497069,3.9076135400663503,3.9934793919831018,4.319791511862123,3.833013259458669,2.381125854010142,2.3818155426378267,2.9901682832189262,3.9554417953247283,3.4867861307048322
USA300HOU_RS00260,5.329243977340781,4.279914595316901,4.9431445691017615,4.8492087460757975,5.8512860046620885,5.895678458597126,0.2909078937151052,0.0,5.6225351491283355,5.360682283690523,5.265384178518466,5.1690552399164895,5.782067973240937,5.929181605176166,6.059394375022293,4.949378232680428,5.280164969227477,5.59509126569327,4.906267122274312,6.2030279023549415,2.9908952631630688,3.4467863911987187,4.755055897605403,4.545920830084646
USA300HOU_RS15675,0.961209113452702,0.0,0.0,0.0,1.5816888997011116,1.5601023648568064,0.0,0.0,2.1570321723924404,0.0,0.0,0.0,0.9628014819243886,0.912293207078818,0.9642082356884096,0.8888941968043865,0.0,0.0,0.0,0.0,0.89373819258651,1.0342459997237348,0.0,0.0
USA300HOU_RS00265,3.0182882302551977,2.587349732081837,2.3898695713692737,2.5720467774559945,3.048790983219797,3.0202228505023716,0.0,0.0,3.0269050186915663,2.811343153379158,2.6163252905698853,2.7182156172152934,3.1806688617464,3.188198177999674,3.2852736351888248,3.0426317345361134,2.7607808370146194,2.6211622064754314,2.883662997820576,2.9210531752151194,2.579254515425587,2.4051690437523403,3.0455641509610314,2.7107184451214867
USA300HOU_RS00270,7.610093844541214,6.461533796772453,6.87385637440429,6.973910396318308,7.790855253986436,7.837560686821273,0.4038155823965976,0.20072132610175544,7.780806760592536,7.632105128267807,7.4419128909703876,7.3087780710063806,8.137734450392259,7.888727480043267,8.144560031662406,7.323558556865463,7.460148380145983,8.025808859111542,7.172815172375582,5.583597271670404,5.9242923570804535,5.3354751919894285,6.779396345241478,6.611642309554318
USA300HOU_RS00275,4.07413130075869,3.481560828693942,3.863898338405985,3.731627392749334,4.596151491846352,4.486090699156592,0.0,0.0,3.9612547320201017,3.740078855892889,3.7839868417042672,3.621337742805971,3.8842920113283266,4.565283954708528,4.452631195732817,3.7719714190596934,4.848219256168614,3.9888379118559514,4.044983646069666,3.734961591698816,3.969317597849496,4.051240712978179,3.075599535836269,3.2296744443104304
USA300HOU_RS00280,1.4353585228773786,0.7601643076846991,1.0638953235520816,1.6897178768816343,1.482270268469322,2.0555327517175965,0.0,0.0,2.365120607803386,2.292945679704925,0.8648085309732993,1.053983976462609,1.762012578956513,2.2661538003915687,2.1452121373182558,0.6899829844042464,0.790610137590563,1.1105652871120295,1.6819152745151862,1.020749003867412,0.3883265446383709,1.0921305850709755,0.5692767779992134,0.5018066747121799
USA300HOU_RS00285,2.553356061063716,2.0880199317069623,2.086015896178768,1.993190471684552,3.754149477628733,3.774445438808812,0.0,0.0,2.8683070578860894,2.637832791138594,1.4057349139806603,2.979431610534109,2.439208801826444,3.574728729047007,3.6745207908492254,2.231436609141792,1.9753571465941808,2.096865482146679,2.46868415977544,2.4837836155709603,0.4994463313237893,2.381528974688341,2.57709752367864,2.237000067340106
USA300HOU_RS00290,2.623550648657301,2.0005463792070253,2.140132929015946,1.6509130507301517,3.1312573402095047,3.3728978034706874,0.0,0.0,2.3762570008056803,2.1499066692722835,2.791059616925269,2.3616123368292405,2.0714820212072818,2.889807131077045,3.4430352149876153,1.6831530597181512,0.8395190260363097,2.119071090439134,2.3620505369857407,0.8007836838593474,2.5608150735552617,2.420457972352022,1.2603376421248165,1.7654996888005692
USA300HOU_RS00295,1.6714058393673756,1.0783859576593424,1.5181421473599688,1.1303170653951475,2.485347826759869,2.4586733400583345,0.0,0.0,2.394628729667161,1.8075020400096555,2.3067248883462783,2.1536551573359715,2.427718849623165,2.787191596489337,2.9229198271284456,1.6609060099643844,1.1174029422060627,1.3139917403160697,2.3915436725937718,1.2136241022195344,2.2515465626315727,1.6675309744201936,2.2392089942403897,1.2223640414706545
USA300HOU_RS14935,3.310174644349098,3.2247195177554757,3.2279688694189717,3.420363400705785,3.5714871366224803,3.1820522899797012,0.0,0.0,3.210332100778556,2.687651401932727,3.6553971267767142,2.808798406251846,3.2602588761395763,3.732828484307647,3.5097143372288913,3.2239243892848517,2.5763714833094027,2.6455406186040267,3.2902450316899516,1.6570282582266187,3.3748969819654464,3.5435937257675105,2.599986472375889,2.735379212607265
USA300HOU_RS00300,3.1147932689638123,2.8861282038682257,3.455325003354009,2.89160770053806,3.2430013935373863,3.354017062725072,0.0,0.0,3.246809329275263,3.244161850007023,3.1142575486492254,3.2912497590441903,2.9979718273130342,3.486251145032274,3.4086004531901346,2.8065983136674677,2.699421997721545,2.7134961845104573,3.4235667242651786,3.540922682247971,2.138138545029209,2.9606106878356613,2.932295799867401,2.300749742475224
USA300HOU_RS00305,6.005820086090938,5.773588387713361,5.7416179052108705,5.765654509567832,6.040894550604509,6.0666237007637696,0.0,0.11094206721964528,5.896336923917756,5.710897387375977,5.62271410761258,5.725285498893938,5.7187515044448265,5.936137131649276,5.9280130011115135,5.812339165568117,5.2970009082632545,5.176045056168814,4.9304840232588365,4.814293504385027,5.123154067855763,5.317802432627132,5.454106795039557,5.569748202107206
USA300HOU_RS00310,5.8667573910143,5.588110742368585,5.381685972546582,5.449468879720078,5.553922178063173,5.608720145754623,0.11170986557566334,0.0,5.740402512513409,5.392208987579268,5.437940849262597,5.437599937718879,5.489939462609023,5.484395665600724,5.588345340837329,5.428220855844433,5.4067208112337095,5.2208513449498986,5.0674297048539225,4.813258108808603,4.900625676739552,4.9697765570020636,5.573938176993856,5.5661082982824945
