Geneid,CM_1,CM_10,CM_11,CM_12,CM_13,CM_14,CM_15,CM_16,CM_2,CM_3,CM_4,CM_5,CM_6,CM_7,CM_8,CM_9,SG_1,SG_2,SG_3,SG_4,SG_5,SG_6,SG_7,SG_8
USA300HOU_RS02065,10.665737219097553,10.291945668707688,10.05561940023697,9.986562398400805,11.475057825487287,11.478988397043778,10.38923406881682,10.403260264623917,10.606407835793133,10.179826173224967,10.304361095037132,10.486021996345027,10.396927636266703,11.331589578057976,11.415649125435404,9.987201054458913,9.106161862506367,9.297357737743848,9.59085334866158,9.381182352641972,9.079255852614569,9.097781535502174,9.474184318729275,9.557293109700767
USA300HOU_RS02070,10.797680832257694,10.426372444624468,10.22835880776706,10.133500451481927,11.614427907415688,11.602229800392704,10.52719761273578,10.526811747140492,10.761532035546157,10.369945287853431,10.43877171487925,10.666702054889669,10.510329126497084,11.602207910047325,11.5734327761305,10.083374446089383,8.99681299915234,9.175209717422558,9.514826754345949,9.462738746242398,9.022039759331532,8.993938724373113,9.301540441817922,9.34129832885294
USA300HOU_RS02075,3.6518677412998564,2.7987379976069238,2.396376825421733,2.7880203232009544,4.262233642294127,4.535608881949722,3.463978829539845,3.321649074466492,3.64173899366488,3.69876867451764,3.5009376201412765,3.408733694343227,3.57047298691486,4.460808414250879,4.8056953739857855,3.1224460885743355,3.8836507441020207,4.0052183232761625,4.258303417798263,4.223150316765316,3.6157981658084823,3.8517189874462434,3.3679641041453685,3.5400317612854018
USA300HOU_RS02080,3.125092340366167,2.553494141339875,2.5822599309522043,2.8152564777452174,3.1905695633919873,3.2491645608629165,2.6433382745029177,2.6966786888944543,3.073909199258472,3.2170844287618867,3.2101792161867566,2.821352861290914,3.4636347847848614,3.528493306746868,3.6781170580408906,2.9727468406364066,3.5212083819750104,3.192159860991493,2.534309052100704,4.0951962821532115,2.4161327266166897,2.447657914931857,3.124309389725712,2.46306974303805
USA300HOU_RS02085,0.6433214776766969,0.6523416335523929,1.3207929221695995,0.9390620777846176,1.7508451125932007,2.335540128571428,1.8684728482866373,1.5390839618162122,1.763564514174327,1.4781793264263932,0.7456496102966063,1.309393281618208,1.821459598858228,2.7564804465966657,2.5352478492351627,2.1820770733507278,1.4877256094562163,2.6078237677875733,1.8271324782995149,3.3685718218119383,0.8186053271061081,0.9507471701397272,0.8459426868203919,0.42529315443609794
USA300HOU_RS02090,3.758414234346077,3.273671613203513,3.611932552843268,3.6388875681089674,4.07282238607634,4.502425356973443,3.1513809392085257,3.605846771648223,3.9110572932756584,4.6564473788802845,4.301309874998276,3.930222400552746,4.176613101162924,4.9045559188312975,4.8169681404553835,3.6174447575092064,5.786565474725468,5.408876229596067,4.978642537408576,4.369572906848687,4.154323588764959,4.569776507964217,5.1354177269556605,4.981267343896501
USA300HOU_RS02095,5.12419625840751,4.7439648860673715,4.9431445691017615,5.161091647118432,5.160130915404016,5.110313917829388,4.854306976674508,4.851834033639653,5.139700602671242,4.9319216617788095,4.894256514497059,5.114074781766452,5.136161750389457,5.311040619859348,5.190597875798785,5.240156672288341,5.664426656915501,5.58060192033775,4.752229465965483,3.5768641136590302,5.7416996818706725,5.805902577527378,5.891319784527964,6.004002993229936
USA300HOU_RS02100,5.064275485420235,5.0568350023766655,5.0402318410717255,5.1906250309727735,4.8747720705002315,5.044343889901878,5.003928443073287,4.8551227988526815,5.021077785264477,4.775872926327501,4.866445537650678,4.8221202074601885,4.768795745551693,4.941408960573046,4.935085070553996,5.07476242252933,5.294149055811459,5.224285821225744,4.349324912903047,3.9288880616935855,5.604234527053938,5.778340507939764,5.69550914424232,5.873827193874276
USA300HOU_RS02105,3.58951309961048,3.26222972381279,3.323081763187988,3.366754678296256,3.373582776027668,3.293958390201244,3.7314684225089354,3.5748265181849743,3.461277321754986,3.7656320970908683,3.5335916340158082,3.6840370392427673,3.6840540530527135,4.235342153462152,4.167281398660595,3.962426005550301,3.362234711635735,3.1144650479396527,3.349666270374603,2.244782411930568,3.5875456901674725,3.668773478936934,2.6123171192508785,2.73010696765668
USA300HOU_RS02110,2.0689891102727804,1.7935889911567116,1.5262143445084573,2.0420242299038622,2.524898535544966,2.37731460397208,2.0426566844101997,1.5472183836072733,2.329606603702042,2.0293951268264108,2.237617595282484,2.2361024778639718,2.4378089741955,2.797787889431936,2.8025026137342257,2.127736053726343,2.8347403683019565,2.7541482196509457,2.477518105960385,3.660205779508676,2.763707518814273,2.5252796972362166,2.4273484972207475,2.3318037637488853
USA300HOU_RS02115,1.907774626328436,1.5070536418007174,1.6254410385572644,1.8796867274357691,1.6126519762541225,1.7269804788579677,1.8711083847520609,1.6350061129014135,1.5561677261735265,1.87591877017744,1.889099966053097,1.7166230035520775,1.5297847302158911,1.9638327411505785,1.7026145094728586,1.7972798103206162,1.95180083676158,1.8589017086380688,2.0011208114537933,4.458613788902428,2.245074670099404,2.0165509754541517,1.7502114216527151,1.3734422395271018
USA300HOU_RS02120,0.6376688101859278,0.0,0.0,0.6824599892166388,1.4619910538030725,0.6525232731412801,0.0,1.0547515513256935,0.0,0.0,0.7393066349853554,0.0,0.0,0.6019018575541836,0.0,0.0,0.0,0.7049212114145219,0.0,0.0,0.0,0.0,0.0,0.0
USA300HOU_RS02125,1.6175619264347152,1.4242222414625894,1.42031545541291,1.4387576557971615,2.1073865070780418,1.3882720730699905,1.451658340368596,1.54824180617344,1.4926027863072833,2.0181346589305496,1.883812730685386,1.4084064645797842,1.9017645173470623,1.5868107365931066,1.903879830167316,1.4392411799580782,1.3753097965242236,2.0985590853988456,2.373288883379184,3.7265887049592097,1.3642134008429327,1.833555633314729,1.8412843835416692,1.6416918429894278
USA300HOU_RS02130,2.3904204125553457,1.8705265831946665,2.1258229569609237,2.2235543340442825,2.889895634252009,2.6721012354231166,1.6104496781589943,2.093816171336565,2.352698488942549,2.0154217720921768,1.9570148902205848,2.1856614400419936,2.665206428396652,2.803034611765334,2.958713533367793,2.534860042738752,2.955049804749363,2.7647945182338263,2.5689961552049168,2.484791584500451,2.2763475288918444,1.914376750828494,2.779703891058519,2.3549043065619104
USA300HOU_RS02140,3.373977808406128,2.723837755027104,3.0091840288919864,3.175594467271212,3.345212993236859,3.0257389956383034,3.307119308656838,2.9700559361858208,2.9718397355336297,3.145016696854814,3.2670619264872416,2.8833606651200436,3.265355242593378,2.9964321188453096,3.394805403843693,2.7757841179719818,3.3998695951275453,2.976522268896234,3.122811466711213,3.9040945369449234,2.866047644582286,2.8762648896656837,2.7955553779617768,2.7329380515704256
USA300HOU_RS02145,3.874338339536056,2.36419307131538,3.149538482107822,2.9023288614991958,4.11717091120624,3.9018637055389314,3.238122041079313,3.3634842176696433,4.014995367499233,3.5931613632529236,3.4180012690279113,3.393692974320974,3.603586073813277,4.298834742999223,4.2923063997762965,3.2666414251816134,3.7553380802932548,3.6430577482924265,3.5139846426282078,3.8716776027030337,3.6984621380894365,3.2901113943427793,3.2395950691071564,3.1152419321737015
USA300HOU_RS02150,1.8171406843912767,0.5326434823051648,1.462160624934112,1.8105503163631944,2.158523136647514,2.433894343720971,0.6556307652689213,1.5948488998759394,2.2455283211786257,1.3417318009447323,1.3706171177192659,1.8702642097780224,2.341780502336942,1.9493036128912369,2.2130759802243523,1.8737883584121344,2.5105369058961764,2.517721502266042,2.0454324055796484,2.930601802253292,1.8419728971081213,1.4965674880457849,1.7380524918753866,1.8789290873846705
USA300HOU_RS02155,2.6477991448996168,2.1930206896043303,2.0151972767862807,2.19613967792651,3.1648706635521817,2.872429913033324,1.772425841726759,2.138540670940574,2.990887338597774,2.335037818024942,2.014166755169315,2.231216660167872,3.0069716265472706,2.7710343925141414,3.327179968555625,2.3353563455186928,2.139562077961892,2.4205102561232748,1.9424615376760692,3.161749118199845,2.4526053199313904,2.215185062876064,2.0407033528594622,2.2476927611462187
USA300HOU_RS02160,4.099954518938033,2.745158599994614,3.2823406493179537,3.139191509667517,4.0817222796745565,4.061132187245933,2.8543869510089714,3.068724894654777,4.229209521291934,3.6493511604868822,3.0281443017722567,3.6239844750568535,3.740189261082031,3.8449669451290314,4.1337917993308615,3.608349351174107,3.967549609975967,3.842700455846127,3.4436455913734583,3.242136217416947,3.5191831672088285,3.2387110681757987,3.7455347907202894,3.6744624514044215
USA300HOU_RS02165,2.2509350579962057,0.0,1.3806060176713058,0.0,2.0585490093076544,0.8268168774836909,0.8387546703589407,1.9690899038053788,1.5016917750692234,2.270252427498475,1.894087553063813,1.3688960760239162,1.3261805956466608,1.263562454502372,0.8116353737128833,1.8896988410807696,1.7718005906813927,1.4355520262867505,0.9813808475596988,0.0,2.34711061214156,2.771016328216572,0.0,0.0
USA300HOU_RS02170,4.037317517332461,3.7527794696193952,3.8941873301996672,3.6219883896565563,4.479541695986785,4.355083071128786,3.727087014570523,3.766011423624328,4.192180106493833,3.6537975062359913,3.750483919696528,3.9165939544514976,3.841083808675143,4.334885030431582,4.256054822659717,3.6765755532394655,3.7261489357223705,3.779493251754172,3.873786899034629,3.353198200284209,3.3497633753311833,3.8869582522884034,3.8076973781051895,3.599437350707205
USA300HOU_RS02175,7.2957754890202615,6.2346706108581245,6.388963098450495,6.3707015351224685,7.47169022852216,7.464554396549198,6.576361987529534,6.533474652282566,7.324820325406378,6.696878905975502,6.726189652717317,6.859034579494892,6.998406564298028,7.476854121033916,7.562241808424872,6.395172620549617,6.481160280854919,6.697690423410318,6.6339851787385715,7.237948958632074,6.242501591845714,6.118973094642093,6.524626506955428,6.532767749526606
USA300HOU_RS02180,2.961217069278679,1.9116748795780123,2.28108083998884,2.2306574272643633,3.004449020004936,2.667834156403134,2.071374165117489,1.903451690202841,3.100681757537458,2.627076883476127,2.3850356034721463,2.668451941509768,1.9811444856990632,2.786815076487699,2.9240277742424845,2.2524956143329953,8.915405595639564,9.053323830435383,7.684946451482425,7.523793589913443,5.82683767886637,5.832086896473127,5.201705544856097,4.752378711264983
USA300HOU_RS02185,4.200363281750868,3.7230089279051,3.630250910299764,3.7550509960348615,4.436244455189553,4.313329771584423,3.796832298284511,3.966348467204248,4.322341261592949,3.9875897945788017,4.121482561437347,3.968713744518373,4.10438596901011,4.384411469392973,4.364724227992117,3.966297967817957,9.083132010352404,9.114722924383434,8.058269057025509,8.958506712936636,6.333222902950628,6.516856953918525,5.553036073530516,5.40501005278081
USA300HOU_RS02190,6.816372575901959,6.042349977093135,6.357526230421781,6.20822904509256,8.410904509676106,8.408052742312588,5.858032437306111,5.700496136976887,6.7059202385625385,6.085398190211032,6.41450847475996,5.817115062695863,6.053806339041621,8.475376411874677,8.631621312037463,5.86192143386188,10.166641917253427,9.68115615053859,9.099974799322837,8.04022410306924,9.54934277547459,9.564779999498842,10.067837341601354,10.15738807262853
USA300HOU_RS02195,3.9696177690220953,3.6547792707472015,3.9521013312889433,3.4491398414256627,3.734097622396853,3.726430439549088,4.051958410879627,3.793881710007733,3.96386878137796,4.180643493516882,4.2035506318346965,3.8110640818986,4.16866732992264,3.7004146412032526,3.8415717620334173,4.098777273138145,4.193019360438513,4.130380596895715,3.263488038207899,2.922318762315846,3.3058413919354863,3.3829973777463898,4.360930966926393,4.363873555434303
USA300HOU_RS02200,4.488631203383362,4.052102261811236,4.1073524188434565,4.2890574270141135,4.2811569034867665,4.165713867265751,4.411603153274701,4.330422428796282,4.474195771118664,4.827389739780688,4.340483853344245,4.114802065453427,4.7242959489812435,4.165667449210692,4.399107252441964,4.510427850325867,4.576382083288963,4.4489928415568185,3.9557575870089567,3.229907161420123,3.7908597434505458,3.8749603972041418,4.5664592345302735,4.800924705443076
USA300HOU_RS02205,4.153995120950965,3.925786901678614,4.052171624924822,4.034994286244794,3.9152192842832547,3.986150750375803,4.4199103805215305,4.2363739002193945,4.241895930626927,4.386336054437728,4.527600060780993,3.732018857797647,3.977034812050592,3.852010075731689,3.701789142103792,4.141625591974199,4.100678208348712,3.853103827104512,3.2271266254188262,3.1735953175595006,3.422127881795679,3.4569444982218,4.4247077088033135,4.387091360139023
USA300HOU_RS02210,2.6029266305178886,2.6237861852677042,2.5102543691859047,2.3103397543097195,2.330900227248855,2.4679264596913657,2.85306855541121,2.3192341344199487,2.6701352445634914,2.5532644022608655,2.488748900529338,2.3308220774332518,2.5116702966297093,2.495212881217436,2.561828786706677,2.541868799201392,2.3792144319748942,2.5027387604199585,1.6930302387590432,3.0401783460319787,2.5290548791323118,2.5804224525809025,3.4843940611181767,3.8400492223913134
USA300HOU_RS02215,2.8614584108025687,2.599536924577027,2.5027896057522843,2.8421997555861926,2.7341924497380585,3.065289805680404,2.838879051246579,3.0069218911823072,2.983032946404877,2.6581068841555817,2.7804551342653383,2.565749066729392,2.903259481703418,3.0726563041479187,3.335109381756625,3.0902887622532034,2.4238622483425347,2.4915136857580698,2.204541722995005,3.561963003683384,2.659505917695617,2.7496405753329616,3.8061832125533654,4.004787051706993
USA300HOU_RS02220,3.8149852426782185,2.8884506933937675,2.9664402861641013,2.9728131583181767,3.5612103334618985,3.5923203754923163,3.3846227821470865,3.088968522062931,3.6907842911462487,3.5498855448583804,3.635760990309828,3.2724773237304965,3.6828056153906696,3.7781392691654014,3.759860709719419,3.2796411608132297,3.1836321739150963,2.792491158081553,2.559226380091705,3.1992805195672824,3.167534955982297,3.2265894124942425,4.309534242643521,4.332335252760272
USA300HOU_RS02225,4.000433570709247,3.5541882448720843,3.2990170956504263,3.882736632114814,3.967986485545212,3.9565509070125033,3.6897123641716263,3.5737034672107435,4.136831044137386,3.6777394650022384,3.548391691333346,3.8165581026518542,3.967456284433073,3.8596302355387966,4.067206407593982,3.69900422991317,3.478197821427629,3.3311381880357525,2.8614527511502383,2.0968062119705118,3.6170325051193912,2.9787618235820252,4.253360667779711,4.53384288591392
USA300HOU_RS02230,4.721302424654983,3.9976852110736742,4.248570149288281,4.00834638504448,4.403017584105573,4.4573849753990755,4.508677083781177,4.3686877787247305,4.765465617999782,4.55024817045891,4.468154837045541,4.191853782079612,4.5490811344616695,4.510565903312269,4.642200623814078,4.456855202046478,3.9297241132706966,4.026214021446289,3.815583237078646,4.734946829301816,4.1431447307621685,4.137699685260768,4.602670428693445,4.634065456721066
USA300HOU_RS02235,5.4605857200126255,4.939543562453872,4.90348194991378,4.783970503889038,5.166677133722225,5.0545200975595534,5.004809160310952,4.966466532262798,5.448520787800328,5.164377880145467,5.027412345235244,4.885063042155866,5.035065417309704,5.212802417864202,5.336184247536188,4.853641273193439,4.749819712458232,4.401420423814012,4.244498467551424,4.152956096322105,4.578957868962135,4.6915910557816485,5.132070215376833,4.937856949413074
USA300HOU_RS02240,7.669964634167975,6.882778717321265,6.925120359243051,7.152559940685897,7.050526321085718,7.194950593727064,7.164451892730536,7.029640042218103,7.725357618951567,7.276191647679959,7.290447957621537,7.048266675321374,7.4067836953496125,7.042757392703527,7.3779552216004465,7.242784687903284,6.804566320449222,6.595702200910847,6.163032925936498,6.808135804798791,6.541474525475204,6.3925229246486674,7.165811575816535,7.369804682348678
USA300HOU_RS02245,7.737337783038048,7.150218151926899,7.345324096326264,7.405807189364777,7.505929299003746,7.521920507414125,7.404458865125354,7.329686727167717,7.778340633885122,7.457599565637264,7.430794532325259,7.345904340954727,7.4962685387768495,7.459295003412173,7.651223888607848,7.503422438639832,6.458149934730911,6.4434699197561685,5.938953275848006,6.6355503895898424,6.371305332401169,6.2550083026459635,6.926528195130397,6.969273904905107
USA300HOU_RS02250,7.773445282066512,7.211079212315169,7.3085807885821445,7.512781583637242,7.524544001680327,7.664902158481125,7.436910391905683,7.3607133454818,7.843267695431532,7.331951029410798,7.485343595063287,7.3830365238041376,7.635794162626706,7.56799728353629,7.80587278567369,7.499315779955692,6.89586780964494,6.927904328893801,6.544254832730784,6.8134217419158025,6.968012454395262,7.106113878647213,7.426286885156263,7.567103895629917
USA300HOU_RS02255,8.054886544411563,7.730135368156071,7.961358041368773,7.843534429752528,7.816928088704617,7.834482525227307,7.672311345277593,7.7325808115701635,7.940571460885549,7.859517992684863,7.847501714138358,7.781981680742215,7.754952934932844,7.857305981358912,7.91372234566205,7.91580344675142,6.814499666566046,6.6960086740844025,6.381055785933817,6.4182355888260005,6.784099870495262,6.6424895164072195,7.254551053531305,7.521494962363856
USA300HOU_RS02260,6.374900774372574,5.8230941177651285,5.795154585600847,6.130946856708461,5.863408223967931,5.927744585098711,5.975870380696888,5.692032587362887,6.411306343836088,6.191957273962224,6.077611502285942,5.966810989790546,6.1813919282368515,6.041662895040772,6.023353531376272,6.244272382239587,5.784145284888923,5.832037352777602,5.679852713458582,3.9253081044263194,5.355461797792981,5.402836404396165,5.613558329008622,5.637225782140641
USA300HOU_RS02265,2.608981693245892,2.6745203385576075,2.68689141825776,2.532991520422586,3.0438865362941154,3.2322917278228696,2.9168343743947314,3.104442353334172,2.8348628234106408,2.903947618840105,2.99774821273843,3.055491764537123,2.768767342477985,3.1244196027644944,2.9005718827276383,2.5685464863606478,2.34905969500597,2.473363442344228,3.6702883012519503,2.675506988565828,3.1086206027151118,3.4151648843959137,1.961785849966745,2.2193178463641026
USA300HOU_RS15710,8.798911916162993,5.430168119512009,7.482739649385933,7.84685948026017,9.511919151470163,9.507010619312604,6.8724983882953135,7.345674620245236,8.842972968216873,7.826450866901238,7.5709621145373704,8.31047810071888,8.585569555679541,9.926112427789649,10.226445732909044,7.692661880207977,3.9388007061474974,3.589880318196296,7.420994293159808,6.4182355888260005,7.703121644890197,7.154674377078877,7.828705995150394,7.844185538754232
USA300HOU_RS15050,7.852414938024621,6.081708974529934,6.564479444813291,6.826631800331899,8.780443811197934,8.844473181184348,6.466321678516134,6.721153363999332,7.62435951174168,6.937098220288707,6.524107160989777,6.9247391216263745,7.916813852326944,8.941912586439779,9.15571654732081,6.409230899992178,2.192100282990308,2.5946548686947906,7.511626673201638,6.88797640108963,7.8431932313086845,7.05140813712361,7.843880858628331,7.713538811269109
USA300HOU_RS15715,8.243936754120503,7.047102885255871,7.1399494311829415,7.55597710828511,9.181772277307832,9.194158885718076,7.201947021712187,7.4834962110106025,8.247472566370769,7.391936529146652,7.424175137686991,7.796793599462093,7.877274956455281,9.188300621353925,9.558032284439989,7.403432106640982,2.242438436455371,2.9235191447230138,6.712892747083111,4.675534546927707,6.82869400628192,6.944768100066684,6.943035079388358,6.891237365852412
USA300HOU_RS15720,8.116826531328016,6.7311145411006335,7.295994627174918,7.3477211407707825,8.889777138917283,8.788745976377742,6.911964323327048,7.015713595937022,7.668231996920944,6.823860877173152,7.035213566072644,7.1336457748806845,7.678345709099839,8.965874197350367,9.188332810708458,6.844759170402948,3.608322604749312,3.5284603684801734,8.363121980482726,7.031117196507839,8.929190375903355,8.367528556862291,8.807182140993579,8.824591025263123
USA300HOU_RS02275,7.412919869442594,8.23873505055385,8.587315298238947,8.509605383970722,6.10292211438783,6.176405838436635,7.875341740183727,7.824428935210147,7.455393140616637,7.910976523630628,7.868938776226697,7.886849330423424,8.245968489689853,6.106109493910033,6.126940630410325,8.199996628205628,7.469716493931107,6.024872258134402,5.438417299927306,4.1314178637569405,5.9038411782133515,6.087431655853308,4.75994284781523,4.519402909879537
USA300HOU_RS02280,7.92639535366197,8.850840936709574,8.96598073763701,8.968852371860883,6.7731869212732265,6.740161234496561,8.540614995569255,8.449502856342754,7.977965393368242,8.3378890271802,8.424992971748589,8.249107304191401,8.52965592594048,6.662903308070249,6.635713957986161,8.729756810725762,8.02467903890753,7.247486175158971,6.0763121875225155,5.591792033784976,6.808341365475044,6.824533797262927,5.498503173786324,5.422461981702903
USA300HOU_RS02285,9.309911268513673,9.257861821438564,9.40965983520702,9.497032734316992,8.544924378807195,8.521037015067773,9.25022837496928,9.267212048584351,9.342106113955008,9.505508729093807,9.368172956266816,9.078642676695887,9.65951678920055,8.524587719205728,8.586668399240871,9.574017362254072,9.346100849445273,9.01049967969475,7.844766414284067,5.97420537106768,8.119094720699508,8.017823717529089,7.980627243144688,7.814197997072156
USA300HOU_RS15055,6.209910510557044,5.5031364153812765,5.721984765574894,5.512189811936682,6.422735686196478,6.4880997205126745,5.4278096473769235,5.515552768549759,6.274131653087864,5.9330652260499965,5.642578862075517,6.01966795409164,6.474723570793952,6.506977937188066,6.606242851913381,5.868163770207639,6.106998889957365,6.363135548048732,5.6805464080837975,5.123800516136772,2.272964426763948,5.234340568101282,5.747615449952196,5.505942855881317
USA300HOU_RS02295,7.363095651695893,7.243453171548962,7.291943754125437,7.31662054117997,7.614231353355434,7.608034962332707,7.176893876689032,7.243630549580529,7.466827643280497,7.151192853557387,7.101211579895786,7.2425701098002575,7.320826183463078,7.645288871342813,7.5513985784795,7.2475978914567145,7.3563933642308985,7.3806898785206,7.073499573633468,4.847107261968861,7.207680562790119,7.147013701462476,6.941487254735012,7.068822114650757
USA300HOU_RS02300,7.622684003681433,7.415957197299354,7.394527854273161,7.542697770953836,7.845454458485014,7.799214544094088,7.4510972082006255,7.4408446693122725,7.604178191876037,7.46697839070129,7.534264020823455,7.531862161219465,7.572242503933326,7.932516928171838,7.87345428583317,7.5201970423404125,7.102151887185982,7.215616567208828,6.838531383752429,5.534770343027543,6.996631612958223,7.0135009288303785,6.810185172530908,6.639383835793862
USA300HOU_RS02305,1.5938219317498676,2.1449536305255057,2.5903277498026025,2.4311669483513847,2.5745314220429094,2.7089698451179096,2.7320608442921546,2.636147245400697,2.5648150375536507,2.1445492864394047,2.3367033386347624,3.0144674478597846,2.5161359903600142,3.1933325616986834,2.5185191274210075,3.0465508929794485,2.5948881930100085,2.2670846937569467,2.9953623941148253,6.087856886011929,2.2196245002535955,3.0783743618920614,1.9502758959266528,2.5670942191772785
USA300HOU_RS02310,6.03071394025834,5.320534204840562,5.422044829826539,5.192197258130534,7.071627341901244,7.063709887924821,5.603102701237386,5.544406670862394,6.138953860915103,5.724945315807264,5.6383699815543755,6.2591079083279695,5.71844683353299,7.055825602901829,6.9545436524691056,5.37962824305613,4.421812119517743,5.429923537078672,5.8865445722566525,4.409045331701772,5.46645417241194,5.527023285387074,5.136203191397131,5.177369010610291
USA300HOU_RS02315,4.81987028269857,4.99819057915009,4.951678176198485,5.013052329950493,4.375879939314138,4.338787911669878,5.048023883956255,4.937998932754481,4.804966798700893,4.931711775497238,4.9201433798298755,4.33222333082931,4.194377588637224,4.35898972379977,4.0799067815928085,5.002943933313271,5.014170043002935,4.994717978331846,5.0077761331786785,4.811151076919539,4.789697745133019,4.67204510684127,3.2214677482318184,3.0643642218488654
USA300HOU_RS02320,5.401569744760998,5.486493984748328,5.250502317424161,5.287188492599865,4.696589257413455,4.7268035365602925,5.548678033087118,5.52578675304233,5.291625028331255,5.34895229183576,5.266747645119732,5.031597082945542,4.909563722093991,4.658353226853469,4.587872846620246,5.400071411543635,5.143040492539214,5.15735856849218,5.437786005163899,4.541074382526089,5.146245733765522,5.1839978881698965,3.2729384022278944,3.2627532330963223
USA300HOU_RS02325,3.853649299379597,3.0534470535232163,2.8194053584109464,2.939471047262904,4.6300004449550896,4.6789597807811685,3.474077633715185,3.0562124839213367,3.9773142049251176,2.988798267165828,3.282909621906023,3.1864031856841324,3.484169161477676,4.608639554367758,4.7536639552576005,2.8452772772601844,4.830242273664815,3.984612777962403,3.8831240599702253,3.259237414241809,3.8958644718766258,3.789180088415248,2.8598559964691748,2.632226560988728
USA300HOU_RS02330,3.7848915692255383,2.576798626149926,2.689934825386638,2.599066790442168,4.5548985461069496,4.732844417960188,3.0551258404359443,3.0761805808800147,3.5727548059588017,3.016482319008423,3.0492672173669035,3.3809005583730114,3.0994901487960584,4.542223389114988,4.5199186762655845,2.903248611169297,4.444573484898081,3.7565105456275663,3.390484309965028,2.7252121615018567,3.0834111387996948,3.3037834658556267,1.5748756928298946,2.393525755817876
USA300HOU_RS02335,4.8271660697840915,4.096580264335283,3.8469487906630375,4.264491849440787,5.576832455691779,5.464676523275304,4.198805334244687,4.464382299773936,4.832014311481262,4.311430800091295,4.490385129472776,4.4192174760647545,4.572795729297441,5.6385483305470165,5.8378562232438265,4.111567880601455,5.709473978162968,4.964410133494055,4.504136298903323,3.1193274288694863,4.482325392581763,4.449247012521162,3.468787585030628,3.6994457221285053
USA300HOU_RS02340,9.32406425718983,9.708267007661332,8.832977027107411,8.747047702178062,9.531795884376868,9.582930227863514,9.908045895161402,9.772783572532754,9.28427980246212,9.592983455890268,9.667054476920313,9.06802103552142,8.958172634298672,9.471189362885195,9.532339894681133,9.529787389661568,9.487416370406317,9.4062045202659,8.10444720731779,7.921391644899543,9.28375859740909,9.101200152504454,10.139492094929746,10.123956690868448
USA300HOU_RS02345,8.089045629798553,7.4818510731962,8.083312535376212,8.00031094642461,8.016918568564332,8.073298359890947,7.42362176895293,7.7347136256785465,7.923930627534796,8.082945632302492,7.911865495881014,7.8861865399511215,7.769817615864864,8.196697986677275,8.060142005599854,8.015842155609306,7.679772532695178,7.49223625823923,7.557329594990642,5.5638824400733515,7.824867303635933,7.716983966335173,7.210911097573462,7.329193861497593
USA300HOU_RS02350,6.66019565661168,6.136854792952884,6.013830624574197,6.2487061453806625,6.594035988883954,6.720212216285052,6.42109997138755,6.3122976168448615,6.59660876355497,6.123148622891549,6.380990211489038,6.267365880930399,6.243001034770293,6.639342910330143,6.657981402063342,6.285522569878499,6.055643893679477,6.100682777349888,5.857239457577476,5.578076992139312,5.959964116742258,6.0292701961731066,5.834773140634883,5.784645560447769
USA300HOU_RS02355,7.012933686813596,7.116585710222484,7.058337292308215,6.915434481623679,7.343845156294132,7.312982356971655,7.0878753544762185,6.925184834126657,7.076575210579578,7.0068680896722215,6.890601047926439,6.923795565840483,7.037182725233174,7.496982060140545,7.300094118183372,6.831088070107597,6.747253417366434,6.780742569923113,6.5426734160428035,5.712832451399101,6.756289722325372,6.739474720638835,6.443030656364463,6.50680573122354
USA300HOU_RS02360,6.686160714476916,6.076345366250745,6.09544085814933,5.879880511594928,7.359326823113728,7.35390576209545,5.8860121086092505,6.139468256702832,6.548188033665824,6.374110312269496,6.1489034072009865,6.407946479807558,6.415119670970535,7.465466859844649,7.417836556473966,6.175588187766081,5.4796373833980345,5.859889182201465,5.967163401894754,4.316408201206166,5.875092887338557,6.101250482288133,5.411633615782255,5.227221801606387
USA300HOU_RS02365,6.373503095883626,5.789929859666966,5.591529381828144,5.60043242894544,6.896819890896987,6.868045115855912,5.863247386205868,5.869477544523831,6.315462966038593,5.782124413060467,5.707734301194801,6.015588573341691,6.009234879493513,6.8673360274355195,6.832436150397638,5.841795120250538,4.844716037336452,5.333310065625569,5.327955772019156,4.65575542039067,5.4236323381943246,5.530281981139335,4.853888003585091,4.808218440919879
USA300HOU_RS02370,3.975791474099668,3.9173188062201967,3.649918052355337,3.749550492178103,4.300044844037333,4.289055028268338,3.8888454837663464,3.76549644359946,4.135259266623609,3.6518494071113654,4.204057398377779,3.987950104666908,3.845726667059608,4.217140287573569,4.174713080847581,4.004120996979994,4.3165421560222725,4.238845355668614,3.5164887470820516,2.5778416769000323,3.7617509913129266,4.175861406311308,3.7985124485823767,3.829837778544385
USA300HOU_RS02375,3.41243390832694,2.920798483329565,2.722083810703833,2.7863309559589475,4.952231178166533,4.9513364847170935,2.728993701706987,2.786067485075808,3.2808242264440843,2.6771181154217047,2.7631439672233378,3.2591472214224826,3.0581226872332623,4.949333371040781,5.022228942166054,2.6842331818931404,3.1802043411557257,3.0967319648566614,6.125983189374572,5.9947448036677,5.484379441217481,5.588690804390925,3.1356745721049912,3.3729072267864835
