,S_mean_std,A_mean_std,count,L2_norm
0,0.0025106722667481186,0.4393357059598023,100,140.0582938264512
1,0.003179731357218195,0.46462945154331237,100,59.42822531436226
2,0.0028041485482296394,0.46393227973608797,100,49.28562521117672
3,0.0024534062088969262,0.37685375174608765,100,93.82415158192322
4,0.004570738091634122,0.8079396131788829,97,73.67298970589609
5,0.002979196514626204,0.5205203318453818,100,172.12760985734013
6,0.004784276356806118,0.7911669846908489,94,99.60303924972843
7,0.0052843405001936124,0.8088584479236065,100,52.60950156465726
8,0.004703037453402668,0.6955483586928763,99,58.75695486918193
9,0.002434099752771625,0.3872613172386216,100,75.61318743435773
10,0.000844476459153158,0.13248784353690213,100,171.35005613839783
11,0.003102317798153092,0.4761645658602905,100,100.15668565621384
12,0.003396125119362967,0.533609844521863,100,52.45876443731108
13,0.00260998211138043,0.5919922842406296,99,266.30751711427746
14,0.0020777898161368777,0.293900179695861,100,40.921942724319536
15,0.0034948508755999726,0.5568001095455412,100,80.83217823372972
16,0.0035395208839629397,0.5802374879854494,100,47.36326139744184
17,0.004099618799438633,0.6305311954644202,100,60.701803281810484
18,0.0029876037838271184,0.41872392195656016,98,41.74596955952928
19,0.003422631592429481,0.43837773171900674,96,31.421170943138385
20,0.0029992889358338467,0.5101067316409584,100,114.95624410767414
21,0.004747556531668766,0.8123195575407167,97,66.26039249069797
22,0.001298198183926142,0.1974819655797449,100,68.86633284200164
23,0.004037452152817995,0.6176594853979631,100,60.632344479610346
24,0.0008695701948026692,0.14394374307899835,100,136.2178649479498
25,0.003596615330153627,0.5837772211165579,100,171.75543379887623
26,0.004064556278366334,0.8788868331120093,97,162.05403368259732
27,0.0026021202845540924,0.40731853166941323,100,71.0801445511514
28,0.0032396174106847516,0.47492760108149706,100,97.96238624772234
29,0.0030134030485933737,0.7773080731524183,100,189.43171178404657
30,0.0007933766729529403,0.13232722264834182,100,174.42055202492963
31,0.0018075934061996244,0.345907869249901,100,120.10237530545689
32,0.0035125854189340814,0.5350837159456873,100,68.58570689744744
33,0.0021217424502571235,0.3616446515950035,100,123.16124987214124
34,0.005641017964743063,0.9410511171049688,85,103.7675514687007
35,0.003214850661628081,0.5237364443770931,100,90.5543329466712
36,0.0034401205646700807,0.4427926673363649,95,32.699033309461655
37,0.0013644467693063674,0.2262853184882377,100,89.83701285779273
38,0.0007023325570458704,0.11130096106731965,100,60.68764189781185
39,0.001567883922685138,0.2425656390169772,100,104.70099082803452
40,0.0018238714436499073,0.2874445471135858,100,153.26809986077416
41,0.004953686728758957,0.818096766070261,96,66.726453881097
42,0.004691163532412595,0.6235873530382857,65,32.19959219354215
43,0.001701693692555219,0.2731405136395536,100,86.41225046529038
44,0.002460407944232801,0.622366505847758,100,193.55043984580198
45,0.005137364338700194,0.8092091384273128,97,64.7316187661513
46,0.0018417596774515843,0.27790193794926493,100,83.23255414756953
47,0.003622472334829941,0.5834083886609019,100,75.8413498609596
48,0.0030315119902553003,0.5094646721458269,100,97.65997846866688
49,0.0014897273208225833,0.2659221986692384,100,138.15948577869156
50,0.001283635563930959,0.19298400883397313,100,106.9271354265987
51,0.0035309016145387245,0.5067466895414136,100,113.0916998610178
52,0.004051115297483413,0.6545936634068109,100,75.36600319273444
53,0.002041737255309573,0.33985899446450124,100,46.59591245285289
54,0.003193852702670401,0.48517726178060794,100,88.17467986638285
55,0.0020466569338813065,0.3431891648629633,100,167.54860029214896
56,0.003056241570620146,0.4225029728081434,100,113.85207686126722
57,0.0019837492694041504,0.3254582872368649,100,95.35535916598201
58,0.0022004429440315243,0.3677864944642312,100,154.25181820715437
59,0.0018518645209186083,0.2915320811007807,100,80.28331138231495
60,0.003653283713208333,0.5833060094288417,100,41.16456186894691
61,0.0036604538844488377,0.4839515607416436,90,45.0500499051055
62,0.005328475641326282,0.9566451550247363,81,174.16379665857517
63,0.003816470138926404,0.9083906858779387,100,154.87965331492438
64,0.005587280170078605,1.037865823024374,90,81.58484642946509
65,0.005016915444292332,1.0499926068268122,96,92.96875768203716
66,0.005516186179363639,0.8549899978065043,92,70.72570697373624
67,0.004729581508787192,0.7162120007717503,100,63.06234962222842
68,0.004524812448115179,0.7777075200250819,58,155.9231172800283
69,0.0056601207257175705,1.2318295582499068,90,77.23210605231198
70,0.0051744539277547175,0.8729257680550869,86,68.49485060453779
71,0.004537290444868214,0.6146799276625181,58,31.075504392920287
72,0.005059134812549777,1.0847454103511154,80,99.8599315101349
73,0.00521271137839908,0.8971244769399169,69,128.49447979810094
74,0.004979503176953225,0.6306260887152,52,32.40792917125265
75,0.005408429022041407,0.7978681600246456,67,52.506488020610014
