Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
USA300HOU_RS00060,0.004711559989218708,0.005856134099032603,-0.01089961516973501,-0.00042179364267200806,0.00522604899776043,-0.012884444198242329,-0.00432561090896586,-0.021503958036693586,-0.0013614819048196362,0.025983994223477355,-0.015101321568621193,0.016348732878828067,0.007153494769107163,-0.009930265084713055,-0.003054883366995732,-0.027954450613416497,-0.004949053641235796,-0.01864104065127026,0.006029823759839347,-0.005260062431827839,-0.0010441501471652476,-0.013102774957914991,0.016386967403732345,0.006358096326029192,-0.004643654416151399,0.006436893613017527,-0.003991116140248114,0.008073333841455081,0.0017750782857386745,-0.009031016647138554,0.01583204631315305,0.02059174591228555,0.010696909498647402,-0.00707493179455319,-0.006366735358276934,-0.005512561440660262,-0.01486138722257519,0.005192419457704221,-0.004454544741511006,-0.004021488428093722,-0.005570287985969102,-0.0037968350866933367,-0.0013701849144495996,0.049481251045886576,-0.006189717124606573,-0.0010691682447408087,-0.0019158764562418982,0.010728829387701366,-0.012411829637730912,0.005946423125936681,-0.014578369426531268
USA300HOU_RS00065,-0.005997630930825636,0.007579784853596797,-0.007741637036652735,-0.018356242051103117,-0.0008141102234975211,0.002956488614665902,-0.0025489091993371863,-0.002975479125030731,-0.0003164646124514209,0.007466950473351708,-0.0002502096847148882,-0.016410934068256788,0.004884107914672782,0.001818391673373502,0.005500673444162547,-0.015636905924172533,0.013841834096001766,-0.007291027715161714,-0.006930222997048386,-0.0007776363337896929,0.006532523081228804,-0.002957576294373894,-0.004927932219699121,-0.013882678619767363,-0.0018178288636462837,0.018218738686475774,0.0060460698825771705,0.002438957339932638,0.02131396756441955,-0.0030903493554726136,0.0027563121373355153,-0.005978764797070455,0.0037733697306909747,-0.0022980152481938253,0.006685804527262259,-0.013507450237462401,0.00332493347547717,-0.009132979276681559,-0.005667869444700382,-0.010640313867067852,-0.003888520553891315,0.00045082880699504405,0.00672332980584932,0.0004302374899056565,-0.02146240923356507,-0.0023994788837113632,-0.008745201639353021,0.012395647612128368,0.003688219796631007,0.013528394473730828,-0.016394498616948795
USA300HOU_RS00070,-0.007947371014879922,-0.013552739218437655,-0.0012735681368240873,-0.01636779227801846,0.007570798260418292,-0.004946216258958889,-0.002845934852171826,-0.00504203753692603,-0.0011698996789570417,0.0049627195376395535,-0.0006741843673416833,-0.008613804092398328,0.0013698570556564156,-0.003572387394540507,0.0077926082814166455,-0.011975726826541636,0.007562812096387139,-0.0005954066373819291,-0.003084010058803831,-0.005769208914798133,0.004041270490497498,-0.00709998856468359,-0.0020025071964022865,0.0028343641005379116,-0.004054051750784883,0.004198652972232711,-0.001889057692454497,0.00042947554243328467,0.0007778135079896884,0.00018295433952430075,-0.0019637933648524396,-0.00034819724768492385,0.008604667840405972,0.002121493190106932,0.0036914182983253632,-0.011249392796923751,0.002852665560044988,-0.003945761053348522,-0.003269187285513746,0.007675782634195493,-0.011186983190061705,-0.007525513698583547,2.813351844325801e-05,0.0012374417879938123,-0.0040979030448634645,0.004407936275839368,-0.007754373233740239,0.012738810224258318,-0.0032472825422791033,-0.011860838737783081,-0.006402862780999118
USA300HOU_RS00075,-0.003892576218683874,-0.026584037105152506,-0.00822015305080816,-0.010463900171919232,0.0064078273033387825,-0.003697497097806305,-0.0021064109526092354,0.006726923725282061,-0.0019721246172332866,-0.0027729040994826345,0.00014652463724363978,-0.00044044778918360205,0.006951275287060505,-0.012539425411937366,-0.00938569708120829,0.011006186373767646,0.003840037936385685,-0.004227178920010597,-0.00863950732209604,0.005535708668399004,0.01645482324823022,-0.002467104157308722,-0.006101809645121201,0.006769978420539399,-0.0016940471096410562,0.0005732781921674143,-0.0026949883261298295,-0.0014240240875110278,-0.008686574346597692,0.0012707217934921744,-0.00189726019936372,-0.006105577022375191,0.0038951323602446635,0.0024490640999921217,0.0012611972571622818,-0.007571341884753878,-0.00017520046636252878,-0.002496458308014757,-0.0056669044651044284,0.0037807090957488183,-0.004771947427869894,0.009905812117706332,-1.608879364893644e-05,-0.004873274232265227,-0.013239646767196625,0.005634340542369645,-0.0005974305122874481,0.016498082286647276,0.0008862527749456929,-0.00297663740617438,0.0039453203046897626
USA300HOU_RS00080,0.0002729647297624795,-0.00303927156550064,-0.0006441702495011053,-0.005385672127225471,0.00647858979471744,-0.0023152591301549897,-0.004662124711220265,-0.007550966436981391,0.00997800342626631,0.0013769322255198521,0.0060061271223923055,0.00015661734349443587,0.006653028044932069,-0.00893798864276717,-0.0013588476761614914,-0.010678024692276274,-0.001064382565897153,-0.010695800987893824,-0.010907412138547939,0.009108146449417423,0.005566515879204577,0.002108654061279647,0.008209554883898677,0.006944896648271779,-0.0027061224575382114,-0.00292900666920646,-0.011905777711571315,0.002941868937820369,0.0010886218582940768,0.0021729920582472043,-0.003283698192689294,-0.010162939293994208,0.009498882739177383,0.003905247521364948,0.0024755986186824398,-0.008453692397583533,0.0019823694336882063,-0.005155301072879654,-0.004384635399222799,0.016046122194901872,-0.011974059842360312,0.006692473972626592,-0.0025167735726875687,-0.0036655137378496867,-0.010213702566402494,-0.0017969765041705144,0.009289344762542373,0.01488537899385281,-0.014056591399205747,-0.005424059011615299,-0.004583028394252558
USA300HOU_RS00085,0.00815962308652577,0.019833689862082,0.01097946671686064,-0.008557195094947343,-0.014366111167199325,-0.0034859209766991217,-0.0019955918757098086,-0.006870947741241019,-0.0304505523831015,-0.01114083317406682,0.051719944751233815,-0.014338490177686965,0.0019152647263842451,0.004818645124496508,0.026867062989202897,0.022481060288301224,0.009437871360159864,-0.005109910783123558,0.08749200322099265,0.0032027854098580616,-0.010743093714315083,-0.015194370791956253,-0.026317587536733376,-0.022175190226065847,-0.01098693921984288,0.00613016793176407,0.010910776787644107,-0.0051090108457616246,0.06707366753618056,-0.015521519616749874,0.018685158829282636,-0.00997425532573745,0.011324807247869257,-0.007571072643782096,-0.008748755584702396,-0.004167773863552048,-0.025786264843413363,-0.024821931731252234,-0.003609640931582082,0.0163868681269102,0.004399599044154589,0.014662588533003146,0.02439260052807904,-0.005736076401118997,0.005592305877538151,0.006884532512460409,-0.025522757587002672,-0.019021203255032343,-0.011094993100149034,0.0035832552558052065,0.00304210914489836
USA300HOU_RS00100,-0.006470393253801669,-0.022402994189468353,-0.00566925355377219,0.00862191511533702,-0.004400197245097276,-0.002861228186867673,-0.0035720598120372155,-0.006636288106870913,-0.000465230814326363,-0.003821730520285239,-0.0026021992251601335,0.005807016023351185,0.0073473534093963415,-0.006314463894450813,0.0009295612827807194,0.0031274698894057625,0.01314625475985859,-0.0032298839321028305,0.0006613922563399178,-0.01791228277283995,-0.016904485961507305,-0.0034920353827734276,0.00034945668169731854,-0.0008867109691030086,-0.004509068883272853,0.006822602075909278,-0.00570791576593575,0.0023034728982111595,0.02625484280472995,-0.003195228315358224,0.008105994056084502,-0.005880668239718218,0.0009937211427003484,0.0011578385240570892,-0.0009235421503492151,-0.0028661324412835405,-0.0009773712117629484,-0.0028834533443839005,-0.002581403368129417,-0.007410812717794435,-0.013361377518154265,0.0055151973596138625,-0.0024031521844769363,-0.005383653141110791,-0.009440741653410842,0.0013423218286784668,0.014070843242753933,0.011274648833850251,-0.0030026178517955156,-0.021606083960722593,0.011297721792780761
USA300HOU_RS00105,-0.014442667394898911,-0.007105240867280901,-0.004357798147282836,0.004251046654671339,-0.0029237377706758105,-0.0056854902680367825,-0.00188355780642426,-0.01920618609757128,-0.0009987945790490037,-0.0013009388249833988,0.001444109832775415,0.0004961799942510407,0.015579403123388229,-0.007811333496525871,-0.0028433247302614255,0.00512942556056297,0.004687812480218051,-0.00044601391984728616,0.0012342210498067054,-0.01459723899897066,-0.005056161394922268,0.008765124985674631,0.006426286869481098,0.0023703679777817405,-0.0022683526010897014,-0.0006880829688168083,-0.0012796821712208585,0.005747391555118092,0.01173164996632114,0.001924569512461701,0.004360561416131312,-0.006553219872550794,-0.002152195984644659,0.010689053856081696,0.004867932534927285,-0.0016104038243290228,0.013330059257167869,0.002711220187376218,-0.0027082279687414643,0.0064553395252752895,-0.01306911791059077,-0.01846030267695502,0.007374449431414953,-0.007304340322816902,-0.009010820863261352,-0.0003947556274575857,0.005624169528673541,0.008670724102795435,-0.006609181916968985,-0.0007266680973720092,0.015792720972019218
USA300HOU_RS00110,-0.0039996846499966805,-0.011830791190421377,-0.0030887804827787997,0.0017133319070829042,-0.004445758411499274,-0.01385519718741476,-0.005504778888895144,-0.011705642650237463,0.0016502765455397887,-0.00463638691712327,0.0034962377585208006,-0.01147256710517727,0.015748759382288525,-0.005399795159552211,-0.009344630980551294,-0.0036027497719543678,0.0034846674416733753,-0.00386776918653583,-0.0020393197302423847,-0.0024664451499032906,0.002279462333516383,0.009465061784934631,-0.0018422222751924905,0.0006777473597769953,-0.0025670772048139827,-0.004883843662935395,-0.004327407329225188,0.006383662253223134,-0.004583425988984319,-0.0018455538106588879,0.0047282267618762005,-0.0005278621199639573,0.0024683397444416936,0.005351615238239803,-0.0001703611237568414,-0.004278495610883432,0.010613547644343954,0.002529960132052954,-0.005645073107387113,0.010637290750056918,-0.01523900985029394,-0.0019130656895315046,-3.178425388042377e-05,-0.008154871823202119,-0.020881659442312853,-0.003079376922214218,0.0023089627347059045,0.0127855810620099,-0.008608018925171533,-0.0006745433219078653,0.010868181474620884
USA300HOU_RS00115,-0.009106684303375209,-0.011546079343878097,-0.002906742900915037,-0.000966663129541234,0.004910761386281076,-0.010951845684848603,-0.004652163579888985,0.011742768336033587,-0.0018483373556247337,-0.003362556161294754,0.0008390914632367736,0.03571431054101357,0.008416394781824814,-0.013505491458322933,-0.009222891527925351,-0.013557921830704787,-0.00798862303708897,0.0026248488252054573,0.002632160440817226,-0.005051159295926059,0.008352266519522903,-0.005365913105446281,0.000288098660760278,-0.007863509226765195,-0.0020236958578578193,-0.014773255133750517,-0.0013858002890324236,0.01764065753455368,-0.00520114223640281,0.003054182030080685,0.001235093852992538,0.0026884497568318267,-0.0018247954006571712,0.009592166676369779,0.006424394257724998,0.0029827840372071424,0.017490228707118267,0.004799722899315099,-0.005162157044840022,0.012555492241555787,-0.008862465953086639,-0.004505776495087409,0.0060825964806449535,-0.010284875868814308,-0.003596862045254406,-4.7882102466224775e-05,-0.0010087117068752422,-3.1370623236359066e-05,-0.0025017204560783823,-0.005458621575598573,0.005744269851898729
