Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
USA300HOU_RS14890,0.004241690328455414,-0.001995662540155088,-0.003438564409947047,0.0007364402788648001,-0.004220707588550929,-0.023526160194973156,-0.015693890437404406,0.02412788619744813,0.012718206500557258,0.020012615414302822,-0.0013566256783587272,0.001216731850291541,0.010735956049228106,-0.012240368113501736,0.022900801068344006,0.007488095717220038,-0.008826685107889413,-0.017410865389296554,0.00011151600146782327,0.016134236949592005,0.005564781700284992,0.004007824926780246,-0.00653372580977607,0.0002017995047317478,-0.0040467648940106645,0.013890562931205797,-0.005661181797250983,-0.0277670058574898,-0.015579246054710644,0.0004749813002106237,0.00568727096588745,-0.004245658784188392,-0.00900497753059784,-0.024795918417312084,-0.0031005184443745554,-0.002390504530181124,-0.019461377199818233,-0.016448644381637796,0.002072632365311542,-0.004038654658867524,-0.0029532563036638293,0.029791440533623717,-0.008208156056888592,-0.0007224517947570113,-0.002235089215036831,-0.004942871703839699,0.015374027099008598,-0.004211040927208205,-0.003646697115388175,-0.004470851456451616,-0.005221087896655565,0.0011340893034224374,0.007238017552534673,-0.016907726529378882,0.002956382666527588,-0.012476422759712526,-0.026452054335256492,0.0045503173551790085
USA300HOU_RS14895,0.005231024226789286,0.01763598206716581,-0.021922927745507973,0.028753349373855434,-0.017172720451121642,-0.009305662481451238,0.009668459405600145,-0.015535708540288039,0.017454462535698448,0.014428858457014701,-0.0002504753827240808,-0.02899073184278619,0.03441166494625275,0.017601514554486383,0.02585289468382423,0.018345251389849528,-0.012943590448080801,-0.026933296381022445,0.027464354744275686,0.028655168452606194,0.013829690861131862,-0.007866501552975353,-0.009538174788208169,0.0039984901166965955,-0.005965683830198364,0.0017718567934917589,0.030585374164701692,-0.0336818985692256,-0.007327144858570325,-0.01059337124143036,0.006662131967049127,-0.0568529938421993,0.0002090968512154332,0.022056888615207795,0.010896709837549994,-0.025941273745622252,0.06081453920893399,-0.008630423556546267,-0.03528297381818845,-0.0028341592304667418,0.028757882933617935,0.12065057083135451,-0.015240063347253453,-0.00035933325716816267,-0.000555344733676799,-0.014412338996548415,-0.018812885945714272,0.06737298778085969,-0.005409993619519026,-4.2999698039068855e-05,-0.01959578470979245,0.017801188075638217,0.009563817205280014,-0.023201174858510205,0.004722566280884699,-0.04344733011248167,-0.010208735400648148,0.05364070133258875
USA300HOU_RS14900,0.021605178940202707,0.010252581815132502,-0.001114221145596796,-0.02402018312262552,-0.02807923479845334,-0.018454709273926288,-0.03936856860736361,0.029633395486540603,0.029053552200598003,-0.011616343499420489,-0.010987707746468109,0.02237375920742366,0.038655769899942086,0.0006829011103852961,0.016170218803986555,0.007820212147903734,-0.001990352512973858,0.005124713930261193,0.019295845471941554,-0.014866627199824003,0.05270355290515888,0.002488000773099038,-0.007838112598221788,0.010271989107109747,0.003459778268609569,0.008641619151671701,0.004644571183075118,-0.012598647865272585,-0.0009282532865366709,0.0031324039967553525,0.0014980499845843012,-0.018190267473042084,-0.0016231611458921568,-0.009115179656526499,0.028607330095388243,-0.009446981190483225,0.0019378022138637177,-0.010446526610029516,0.018018608853198934,0.003447669825835191,-0.018115919362902005,0.01110272987951918,0.0003709027052826419,0.008571304290664949,0.005702481155154652,-0.013838604355484143,0.02175891106655141,-0.0050200897832305795,-0.019045782444944252,0.005877289273065339,-0.00023767866667487173,0.00996064155245266,-0.020377106986417273,-0.01764532875719285,0.013706817322902685,-0.012179247531251111,-0.016494083929888013,-0.014519689755462096
USA300HOU_RS00005,-0.02264795182995529,0.0009203150405074206,-0.009449627045678593,-0.00931503121216559,0.00019799415497430032,-0.0039135224369485425,0.023122589733496852,0.01649849878945302,0.001799295344601323,0.003985719458171495,-0.002365211028653667,0.006617219423113603,-0.007821163182473239,0.006080421345132424,-0.0029032526333793857,0.00024008830342653093,-0.005181016427973549,-0.001447802597532696,-0.0031641321700957353,-0.017562727291545698,0.0027005367098182085,0.014453125388688481,-0.001756854144629455,0.005375183175630571,-0.01281938473279158,0.00302528088840675,0.00560796791003278,-0.003954741117461324,0.013368558445860768,0.005730348851484439,-0.004158027033041674,0.003671387658770969,0.007455037377293602,-0.0003080900420720978,-0.014625816406741508,0.0039159345561237385,-0.008363800011832982,0.008131826381761655,-0.021970205211955002,-0.00023871449605571872,0.007518018571898423,-0.00036847795197357747,-0.001913415501838851,-0.001526611871349482,-0.009637808108915638,-0.009236787119013358,0.021498114694220822,-0.013659811524388723,-0.0038704894559569362,0.005932127380757995,-0.003780994479836974,-0.014658725549118052,0.011873676261090458,-0.00017882534034865,0.0027723486339594943,-0.006864706270214432,-0.005906375531288404,0.0024715505286873637
USA300HOU_RS00010,-0.012632553163796072,0.006370063564006021,-0.006612221640221219,-0.006055887600675875,-0.0038190037088845297,-0.0031517755865459697,0.034607629020811166,0.021768581863017236,0.0027243057085074686,0.011332000337083793,-0.005828734815999951,0.003766101975623248,-0.003124060864678291,0.00960823355667393,-0.004150287556329127,0.0029729031591544668,-0.00630353689585666,-0.0022019413131944728,0.0006956063972042187,-0.005571701194700427,0.008810909924714411,0.011883167721384287,-0.003923631487583666,0.00014939635999801219,-0.011641184785422278,0.006048025834302521,0.010524578229378825,-0.009105597473147781,-0.0009091506301624553,0.009154609826236386,-0.006133513050785307,-0.003963042048911611,0.004174370175359403,0.020332322002942736,-0.009389955140290469,0.003946833135796223,-0.008328673498572957,0.0017956914482606195,-0.0037386757582307142,-0.004462553127340968,0.009318228329936881,0.0066676728088260456,9.677381192103819e-05,-0.006070682921725003,-0.00829973828336382,-0.007174686764918762,0.014075661729287432,-0.006884914179697654,-0.011232438161350625,0.0024389105606744156,0.0021825236377684813,-0.010153212906876664,-0.003642064831402614,0.005836715211507085,-0.004548990839827543,-0.004350321948422215,0.002497690948660822,0.009054644486849351
USA300HOU_RS00015,0.0042911266842007734,-0.036614458489727955,0.002769342035487557,0.0041593600589150525,-0.01983603670733656,0.005314348775777601,0.012363381523571157,0.007722127595518918,-0.0027884587356756174,0.015594742462918481,0.0008950253836207157,-0.009636654489534886,0.0035523725311565175,0.017189333192253856,0.011464326813368035,0.019680027458395255,0.007993863535357729,-0.0011128649633444724,0.0038194664653499683,-0.003331643067126024,-0.003513930514505527,-0.0008272940824355106,-0.001881248263534645,-0.0026667236167002817,-0.0033569378617625263,-0.009249987561748196,0.018635898404923905,-0.005877422275417277,0.007339397117095483,0.011556207145509192,-0.005583945250533278,0.003100605173035438,0.005693585284422071,0.007898138569182603,-0.00685506838748236,0.00047498884785844337,-0.0030370647724740725,-0.01604277243918318,0.021179446216116102,0.01262977435704623,0.01360308621959728,-0.01750403333367265,-0.00029683547444440007,-0.0021375744995156794,-0.008225376975118574,-0.011635397533103015,0.048395669103876215,-0.003938969732216288,0.01580308618909154,-0.00870017258810823,-0.009788699367492654,-0.0027768918436755666,0.019630342130421405,-0.007501532744286317,-0.004328753937025629,0.0077885438863205605,-0.013248106274754949,-0.020223829796399376
USA300HOU_RS00020,0.010670633665805056,-0.00435227542627646,-0.0008750207184539516,-0.0022523292161105123,-0.010432786970465792,-0.006841833841285742,0.004336247954266112,-0.0042004183348646855,0.0028662139443954514,0.005760348592843043,0.009665686968462562,0.0027131611099966003,0.01987798496721306,0.004844626584809577,-0.006005829908149215,-0.0027379905250411924,-0.004219449421145895,0.007322312554013258,0.0031698328858904205,-0.006893054505242257,0.001647158895922149,-0.0013696897365312417,-0.004295214689312905,0.006379091769931348,-0.0024498311392998485,0.003597861328302849,0.005778734284807649,-0.014489069340366138,-0.011396985519233047,0.00018568695447616787,0.00220629046323365,0.006921664340516923,0.0022662277415812703,-0.010556130591114217,-0.004312410071761441,0.0006898810897447355,-0.005587372921564872,-0.012591883578123651,0.004230296775241312,0.0027895719485311484,0.02170057547949271,-0.013156201776306069,-0.005920346525052534,-0.0032308570399259056,-0.020150885056023946,-0.008785383503470977,0.04310872034707561,-0.01731216491000215,0.00991177786276163,-0.014175565016488539,0.001029950924815552,-0.004542546719657446,-0.0027065326695677,0.010907987282866105,-0.016694650719871088,0.0027313505870660746,-0.011216967099869279,-0.014994867538019376
USA300HOU_RS00025,0.007598193940546526,0.0012089417674642977,0.0015131107513675468,0.00041116494565705467,-0.0029272677274386587,0.009236471399153628,0.009033875038066555,0.0008664419758608873,0.009680993496241491,0.0020838684033575136,0.03942980047755123,0.0013738130127302222,0.013800453422117569,-0.002577422075881741,-0.008905804591467366,-0.003105494416477024,-0.0025867555732243712,0.006123689599137273,-0.0026771556711604294,0.0007609219897388461,-0.000898441055139793,-0.002223627466767983,-0.004070604197193613,0.004136473074762249,0.0017454965011000764,-0.003394093274012317,0.004839060323291904,-0.018188963123052567,-0.006554988100662802,0.006985019515396876,0.0018302145969666798,0.0023030248745409326,0.0011119303878947813,-0.006597169376012444,-0.0043760847025790875,-0.0009881861584344958,-0.004159177862227554,-0.004123337266480926,-0.01724203700807943,0.002387386187162129,0.010420058613637893,0.0031738159780257467,-0.0011362560982653542,0.00622721705384097,-0.01858074233515209,-0.008778894762627809,0.0357577561141736,-0.013973197686724424,-0.004461666969176157,-0.011912542879489231,-0.0010303606096013125,-0.0073343231485939,0.0018910138756567819,-0.0026243739544778654,-0.011573253205462125,-8.318822794221881e-05,-0.0066473565711300964,-0.0030021428421688804
USA300HOU_RS00030,0.013411532805800827,0.0076096751740917165,0.0026469172815874725,-0.0008775432039295523,-0.004092083015940652,0.005806300382151463,0.014327832264040954,0.0005940921799047503,0.005469421755340077,0.004082148275726786,0.018384426706842826,0.0058829606087018775,0.0034645446485176735,-0.0031634917054407597,-0.012210076079338715,0.006570572506285724,-0.0027341974289534564,-0.0024815794885904687,-0.002062483034685704,-0.001957965278916669,3.5719005925558888e-06,-0.0016207824575121405,-0.0033579053316731577,0.0002532833624327485,-0.0021218183114799713,-0.007342118417877555,0.0025100868935629328,-0.014181564435559,-0.008553831839277149,0.0050495468250146055,-0.00016551081105278099,0.0007025109131096552,0.00530737914379031,0.006312053976725213,-0.008921913409153099,-0.0013037773873825881,-0.005912276439363477,-0.005180870190643919,-0.0003518263964445873,0.006272196678804861,0.007377643332992092,0.004053014836134247,-8.726971053448072e-05,0.013982717419887838,-0.015294406122828518,-0.005891492554969568,0.03167822318101334,-0.011019219641635093,-0.0006257801565840377,-0.011457758214217835,-0.0004987656723839391,-0.015916393906369064,0.0018391470417925212,-0.0003654135500911906,-0.026351705674831305,-0.0004602617264820494,-0.007573862126124336,0.0008867931603912828
USA300HOU_RS00035,-0.01780575278486764,0.012123201651085802,-0.0011815457790438437,-0.006934866764836951,0.017201152365156257,-0.007392473197518158,0.010844038942996613,0.014387602828423258,0.01092697400955892,-0.014839694802582341,0.006133938831447013,0.01797822279156345,0.004295732514422971,0.020922584303863446,0.028042139476057097,-0.0043928309177985615,-0.02031159357310993,-0.019153143085536686,-0.009338129732721943,-0.027773417192197617,-0.012361106811291569,0.0014737110473552108,0.001487227625066073,0.01008799088768249,-0.010423901309794918,0.0034529516580918645,0.01557527060671057,-0.023032473322246925,0.007401874395734966,-0.0021270328442411376,0.008574291182428702,-0.008568278370428421,-0.03265067064802127,-0.0010353290882466385,-8.053048195607941e-06,0.02076696216297264,-0.007937675316198062,-0.030441780533114065,0.009894337556150407,-0.002723431049020541,-0.0022694959659015856,0.001945400584498161,-0.004327802291606145,0.0009021890252491036,-0.011038454045015682,-0.0019015031433109479,0.011416258516932253,-0.006004220126363986,0.004943642597478214,-0.009856603710596863,0.015731829641783792,-0.008110929544063198,0.011858203183108226,-0.005680919405244178,-0.007865771364873082,0.0014177945570551412,0.0033719463758313736,-0.003828599973209422
