,S_mean_std,A_mean_std,count,L2_norm
0,0.005048448629756767,0.7279003812012629,96,59.817686082518094
1,0.002812529522135236,0.40227919229759157,100,96.75856256307546
2,0.0028829383043775724,0.45598128269032656,100,99.33014925183583
3,0.0034335451159418816,0.4775605021744718,100,58.87279168724069
4,0.0023362063525554904,0.31861883757543696,100,41.70327188544667
5,0.0020562395101030918,0.4204821833335524,100,182.0819266576981
6,0.004546288331358357,0.7075102310912414,98,60.57474960560763
7,0.002916890920291536,0.5632299409148829,100,171.23929529134267
8,0.0025474616318971826,0.31113711114343473,100,33.3672497070914
9,0.0008291408274741748,0.12425978421588578,100,168.5859831304445
10,0.005230100686473942,0.8299762874947962,94,63.903181110555735
11,0.004530847733087477,0.661045516900278,100,101.2387370728911
12,0.002029130409882747,0.2630855142395435,100,39.26186935202084
13,0.003106786764393495,0.4915478478808801,100,114.75190753765052
14,0.0013340975888740147,0.19336515694783465,100,89.51986257545502
15,0.00432998653316162,0.5234033118033128,85,33.39831149406575
16,0.004181072755407118,0.5025740170537291,93,29.490790054407473
17,0.0013428522779363342,0.18242450208578692,100,105.90121331982886
18,0.0043177493232395,0.6315316826520264,76,104.34698965288185
19,0.004489549596112357,0.6049313237530459,100,50.71847759754744
20,0.004922606785968724,0.7312658139927075,92,65.76563967011263
21,0.00167352459764153,0.24338838570437255,100,123.22475027490759
22,0.0007278381980067878,0.10582127526063649,100,60.24912755339857
23,0.0042011834630343945,0.6948909841527432,80,160.00852253173238
24,0.0031535475953367188,0.4508608540946366,100,96.89299478632529
25,0.002063175175115793,0.3351721788106346,100,124.29184597162367
26,0.0031528201057047754,0.38382838037602623,98,31.317450760723034
27,0.001875294694689613,0.26676875387838195,100,80.13616373391615
28,0.004323989834891206,0.8807952572573094,99,86.2137696967743
29,0.0017105362972653407,0.25198774990632294,100,85.89572706680676
30,0.0035045639946724057,0.5080469156864741,100,72.7470776565545
31,0.0026362032813778214,0.4225361490164017,100,68.98329588693767
32,0.0022554262020962608,0.33075446129113645,100,150.75899076929136
33,0.00567363468750973,0.9544471820904046,97,81.45539492359336
34,0.0036543125672490835,0.4365864118834257,96,28.990753206202836
35,0.005192055179691289,0.7673613579912684,99,62.64386012402076
36,0.003654095096882505,0.5823220019343344,100,46.35160130485749
37,0.0036266451835525832,0.4722773785678788,97,32.72277550131067
38,0.003003045974766586,0.4681016151860789,100,79.88161224083048
39,0.0019287892509023137,0.3090231808059456,100,166.203244518695
40,0.004330138932267007,0.7560344291660536,97,136.9909289044036
41,0.003404367416692085,0.7554809479345354,100,147.54707201224838
42,0.001989424034167532,0.3005255676938052,100,162.20631393140104
43,0.0017392854208797453,0.24822733772733319,100,80.09572482180208
44,0.0008694548712032918,0.1246630144564088,100,134.9465465054739
