Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
USA300HOU_RS00040,-0.013428210159875114,-0.014220663939831403,0.0027146432648365005,-0.009175731189884902,0.023696615308147977,0.0012901123124375593,-0.0266812666147911,0.018312849305906417,0.011075417961686991,0.000453277285713968,-0.004381718044942735,0.004437067226346267,0.02937277704922131,-0.0056465356359355,-0.0384500858594639,0.0034018280956297996,0.13736295743077773,0.011779415689589718,-0.02697331672111026,-0.0016085474590945635,0.03890080616638107,-0.003395632261782714,0.031007007209459366,-0.011725363193564715,-0.05329758754657671,-0.0024269806801971135,0.011919004805050658,-0.021680293602915564,-0.022910753473477756,-0.0033288167715382257,-0.006936478208148704,0.028789223275450918,-0.009106477713776569,-0.007681173697051037,0.00013273350408247452,-0.0281647745801822,0.004226758949369037,-0.0007683845234535675,-0.0008559374326402536,-0.03066697209967617,-0.022514147383240854,-0.012148395228446606,-0.003624769800672745,0.01965193606443311,0.0018654052207548305,0.006446513872419766,-0.013595161524778463,0.01381842118620291,-0.002501648442661383,-0.010437007879898107,-0.009490983766899856,0.011855095969414885,-0.0011883414356386572,0.0014266619093945773,0.0019612878337682527,-0.00397936521188132,0.001740596957520116,0.014765763149748819,0.06102127645993387,0.005259902661878765,-0.0014613409531383673,-0.0005123093230938222,-0.003439169520180231,0.006571263161749551,0.02904980374912176,-0.011573936610604772
USA300HOU_RS00045,0.018296342868368655,-0.00386307391958996,0.003252103623856957,-0.003243574176549527,-0.006382273681601756,-0.004836070178926275,0.014467355129775063,-0.023888942586703616,-0.0002705484816573789,-0.00745312380251673,0.026115963381378227,-0.005618954687007925,-0.007962924550512339,-0.01642678809985472,0.009453046072353826,0.006005082303474491,0.03128702555861739,-0.0031769855657878083,0.00247768381218655,-0.011076147187173363,-0.021010165060293077,-0.01165600649426226,-0.013586387023950304,0.01574635109742998,0.007921689538834204,0.004906957465930023,0.0031954264786861132,0.022888941199219155,-0.02230368783640039,0.0020543330516661898,0.05270665069347832,0.01793371076738684,-0.010902170348562966,-0.003909734863431129,-0.0008582798664872129,0.0030510964287776884,0.019290531580617817,-0.004802942209413732,-0.028125203258394273,-0.004799362893243287,-0.004885993094141566,-0.0032692398797144924,-0.01898335851608218,-0.007206103041417494,-0.0025347971257332694,0.005763394197866145,0.00145278414478868,-0.005746191265082875,-0.003168634397676821,-0.0007579593557891788,-0.00436386761245133,-0.004063061106855478,-0.0013040667069427372,-0.023451691667566575,0.005853631434280515,-0.017991551507614733,-0.005265191288812388,0.0005991566149950312,-0.0032257579775170314,-0.010450916903667146,-0.006822986655683503,0.0011251377802579507,0.002115893844359138,-0.0003700829312457784,0.025372419710707785,0.012054235031130133
USA300HOU_RS00050,0.014186913508597078,0.01234332498834523,0.009821857710772599,0.001069612319997688,0.0007978473700203566,-0.012112009228637277,-0.005909723863272893,-0.027800401191598708,-0.004060240176003768,0.0017959201644466908,-0.011189324309885767,-0.004514885149740193,0.02399630872710196,-0.0002539618798237057,0.0012553624363944127,0.0007311324003101064,0.005946652728390012,-0.0064586313265685095,-0.01909466247255566,-0.006727481553224179,-0.012949637348512613,0.003029331414357982,-0.028215061886218168,-0.007808666927527629,-0.0017195862095293172,-0.00047057918947184863,0.014884338782633377,0.0030948013642542503,-0.0029475780356375283,-0.021432853260450316,0.013060806653735357,0.006245899034710427,-0.0021737565253078877,0.005340643650593272,-0.0028841890780119213,-0.0076850827588630976,-0.017220259359189413,0.049770061259041355,0.008479660163619283,0.000893381746114817,-0.023460854544194484,-0.013884401816171404,-0.011684571890211284,0.004580738640587189,0.013781915947445088,0.007438694929444557,-0.015508063413519915,-0.008210650898072977,-0.008147635979632983,-0.001764792108789636,0.013997699005350932,0.007979475232969054,-0.007315665321437726,0.0086366089160702,0.02265021090461887,-0.007558497031966321,-0.0046719274969880716,-0.0002596443216398488,-0.015237054264708678,0.0055981580321318855,-0.009487415685938208,0.0004181873047578458,0.007627899349872394,0.007268867744220071,-0.014240800067032095,0.004303151407393517
USA300HOU_RS00055,0.01868285465130196,-0.00438801162978667,-0.013768984947719607,-0.024339690095930733,0.004179852059813285,-0.024457088107993723,0.0024715866389238336,-0.030732961489173243,-0.0031405661991022976,0.0029876535990222826,-0.006737349305094264,-0.0029261483113136987,0.004837126590780748,0.010054587442459096,0.0216198145486881,-0.0074071102891249295,-0.013727206363716188,-0.0052140508887032,-0.03577958451338543,-0.005826195470470416,-2.0885011962321783e-05,-0.0014481692867238441,-0.03084776412845409,0.0011827681925428851,-0.022309679269218393,0.0044097253518932495,0.021248685869211855,0.0004341329801650993,-0.007725860238748807,-0.0199335672171003,0.005930728748305272,0.009308581268948029,-0.0056453073527686784,0.011242030667782737,-0.02165200929372509,-0.005573621546200951,-0.023203103683444443,0.04758436785671217,-0.0045599786847571565,0.003401189810001392,-0.013042642297252964,-0.0014068957905325674,-0.0009431303126052596,-0.005705912066646122,0.021218674891505588,-0.0062965639101309,0.016300343422945455,-0.013483560911960018,-0.0027449392144066613,0.0015671776689512888,0.025268230423560807,-0.0030401822166436976,-0.020428968998345436,0.0019147924801001485,0.004006105767759548,-0.004238613486179332,-0.011546836815325957,0.013913771560354747,-0.005102456704011065,0.004198314669267676,-0.0061244746678958874,-0.01163643943072414,0.03172585301574611,0.009862169096955989,-0.015923586674235962,-0.003156449698396582
USA300HOU_RS00060,-0.0152998243860887,0.008559863851934954,-0.0121147892826034,-0.016966081404241225,0.006206216764528028,-0.008868989008499955,-0.01156267323541039,-0.01149452755720878,-0.007754310032513644,-0.004858157944815457,0.0058596146239176935,-0.0036277735973739406,0.0032752494009971695,-0.006132180808185244,0.012080249653793293,0.006728132404033658,-0.0010196201257596954,0.0045762449343239985,0.003285318944085411,0.0049826436768776365,-0.0036506283037260304,-0.012668491802716947,-0.015037431375260557,-0.002715923372520218,0.004700362527389034,0.006086252189780037,0.011944984679311488,-0.004569635741562939,0.018420533166061796,-0.02758947497766866,0.010278440140626394,0.008879979713862403,0.0028392803938096494,-0.012765505291785167,-0.0022395135810172047,0.015211939823090126,-0.011747230985931507,0.05297568393960311,0.004736440747570395,-0.002681777579588905,-0.0008933971932415497,-0.0024774888321790396,0.000391335750464018,0.006818988242797751,-0.00606963994546689,0.026569522904281537,0.0006029893630477747,0.004196788093929245,-0.0034703043227236117,-0.009385870746066241,5.887140151840083e-06,0.008461628610331368,-0.01466068993911751,3.478735828002775e-05,-0.007657288750717012,-0.014621366400917737,-0.008465743259020088,-0.008498867748114154,-0.008240691749055406,0.007655884359594103,-0.004239505860226054,-0.012966535395645152,0.02022604793794162,-0.010297996956755706,-0.01964858683149526,0.008240431828135062
USA300HOU_RS00065,0.010311006882708836,-0.004689798267852818,-0.010641015005812908,-0.00693112048631121,0.005841717444894212,-0.0007593484506342468,-0.011157585536266836,0.0053051297866891665,-0.0008071396347701937,-0.012044906429449543,0.008801211608516078,-0.0025900369716053855,-0.011475355582987378,0.001930432992819831,0.011519167753427898,-0.015164631246318734,-0.00469368669474923,-0.0033723973555596864,0.0014863415988294907,-0.0016487814360085758,0.0005052514975696453,0.000880235948981989,-0.005094725134798692,0.0032926896357250352,-0.0034277168848850055,-0.000993668479487398,0.0016500395975447052,0.0020960886805606225,-0.007431245522881968,0.009534290626727067,0.010934274726723788,-0.0016359793401836296,-0.008255116877423654,-0.01210388144639311,-0.00581518942166608,0.003953760021345493,-0.00531902874415907,0.002679532863153527,-0.0056386960997629335,0.00033697204755937327,-0.006059991898789429,-0.0015603334801404987,-0.00245983573933637,-0.015517358848043984,0.00801429070970029,0.0026576277716907383,0.004809672973355972,-0.006016354893615343,-0.004466330153786619,-0.010845957104634703,-0.00496554177339407,0.01322237317253401,-0.006846431750158744,-0.0015138192537650444,-0.004689363240395452,-0.0019013359971787268,-0.0025750578897278087,0.004373731397823261,-0.005102213077773709,-0.0034273394522765983,-0.0010476394453209357,-0.021589688144884697,-0.0029324445824544486,0.00400331795087233,-0.005834853800950198,-0.0006073100807343842
USA300HOU_RS00070,0.005986302566335572,-0.0018017961885800685,-0.0006776135240643567,-0.014295686922492789,0.012632909083216732,-0.0008468734512179464,-0.010278386783352593,-0.001618900861512604,-0.001483401389639959,-0.007741469885174374,0.008529162873071868,-0.0018311163376441486,-0.014346387721795162,0.0014215271874782926,0.0005203203009176604,-0.008750302240507341,0.0032902860700997935,-0.0020661010067249035,0.011576259713309727,0.0032743911349276487,-0.00534415212041727,0.0024303140367133106,-0.0068811695926307105,0.0023109531675401637,-0.0007395712431252531,-0.0007560345663719739,-0.004065168075521934,0.00025963914434745737,-0.0006584612463202379,0.003210427828464815,0.00779161002679041,-0.006603725483411379,-0.005445469930877523,-0.004851906693917351,-0.0001319649514308968,0.004111118024476271,6.955601539596485e-05,0.002249285401580954,-0.003789372405686601,-0.0014039249956921854,-0.002420551341110401,-0.004434633617283527,-0.003710365141002661,-0.017425995942352248,-0.012815321307555137,0.004069102471691498,0.0035770603504838355,0.005835853812839368,-0.0016682808021336525,-0.010451429900576329,-0.007592252699082409,0.002782772387009527,-0.00617429702774345,-5.746246694028942e-05,-0.004388202570666979,-0.0001571764708169502,-0.002544902987847044,-0.001164359768163676,-0.0010201654226158715,0.003968049194780653,-0.0074060702748086115,-0.008934795808847843,0.00011866860763887774,-0.0028417659936116266,-0.0039640396750956815,0.0014172436731084257
USA300HOU_RS00075,-1.2590395968851822e-06,-0.00040318253637258163,-0.0018037228615736063,0.0008501552736864444,0.009872636139334881,-0.0036202708086556985,-0.013374956033170547,-0.005735883752988239,-0.00472407596477872,-0.009635818762759499,0.004001070189829786,-0.004428446667511655,-0.0023890493287927693,-0.0055589890345698525,0.006150453681377739,-0.005150255123014974,0.006547074716132887,-0.004330048685060695,0.00207411067293661,-0.0023531719881732553,-0.0031943938105554685,0.0019013220429201683,0.0012315877413526717,0.006020753611681996,0.0012241470482605304,0.0037954791204045323,0.006331456639130667,-0.004412064395853913,0.0005096156856977959,0.0038698774096751925,0.005325131503808066,0.01045457708088485,-0.007108814947445391,-0.007541290611392075,-0.002673016420501839,-0.0005116232370686815,-0.0032814521481900534,-0.0016023059896902148,-0.009966641858344328,0.01048385393852577,-0.007366679976159449,-0.0015109055571918618,-0.002978590154588906,-0.00826728323060123,0.012276061712726284,-0.0029229577833154376,-0.0038425300423304953,0.002797888271627767,-0.0039055644266246248,-0.015009350996507884,-0.00464198548015862,0.0027282530300968963,-0.004969816225550428,0.001222742983775056,-0.004503857186996524,-0.002615797511138432,0.002128950845289488,0.005477586429890831,-0.00406310881703519,0.004896590141364618,-0.0018126264396405901,-0.014083430640199464,-0.002911470823346765,0.004662062125584453,-0.0012133167388889842,0.00084899302256811
USA300HOU_RS00080,-0.006182379992391727,-0.0016719409191968636,0.002043858161908409,-0.012684490305010055,0.006007450747755989,-0.005050679439514733,-0.01026698117934576,-0.01188487833260949,0.013395179769018613,-0.004105926627061469,0.012043449153198979,-0.003324493641979483,-0.020140930498948547,-0.0029842265338851644,0.005807152852498606,0.002490119073063607,0.004546602941615109,-0.005580951562281948,0.003857779074247136,-0.013752032761993771,-0.004969713913014768,0.013823901231644295,-0.008193041227145785,0.0024872413641349256,-0.008656790352200048,-0.0026801084221384636,-0.0015888489834661992,-0.011399114908554742,0.0021498164556896025,0.006292050139737833,-0.001395016354912963,0.002884783053883013,-0.0005037809791250176,-0.021372262163530963,-0.0016821346327923947,0.009102114427119078,-0.0005082965817162099,-0.0023918637301171635,0.013683474453133686,0.008804320270899916,-0.0037330567795801346,-0.00646325589551845,-0.0076531391582912315,-0.01549235158754585,0.0004756208427575131,-0.001074079533521835,0.00439687089711862,0.012551519920390126,-0.000984462406638074,-0.0069586867045679825,9.506595050956216e-05,-0.0009823255062940239,-0.00015607602767188575,-0.0024979796578230816,-0.010985710353479177,0.001940146915454155,0.0005962535978774276,-0.0008723642969681539,-0.0026887935571258447,0.0038813868279720964,-0.0023230623008902804,-0.0021720031212148568,0.004971737466918642,0.0005492421967623444,0.010253078957437874,-0.002743341920993461
USA300HOU_RS00085,0.0050710531870884175,-0.010898999806104374,-0.0022097039660485592,0.007802034630959069,-0.003600529244784254,0.008824268260079258,0.0263687181018441,0.002464293432866947,0.048165178025746186,-0.0044074038695410276,-0.0027390876551248045,-0.003983946403180626,-0.00560229213131053,0.022705339589779463,0.0010164726893467043,-0.021439522417507594,0.015128350144120938,0.11199186074598214,0.00048049517496011833,0.010564234129152352,-0.02009138829408892,0.018663866041845525,0.0042816845387554005,-0.015551933319444483,-0.0037090659810279265,-0.006581871177332646,-0.004160930834735009,0.0013940147067898643,-0.007506884971911687,0.007242020645767006,-0.014155396108939762,0.0366337061920879,-0.0060377445304614415,0.006333178957258172,-0.011704910733457568,-0.024434978072512527,0.04374975849701307,-0.004390237481310087,-0.01720466213199262,0.009338330350344674,0.0015684452552994525,0.026962305132728036,0.004251874689302084,-0.015453472816145264,0.016603174190172158,0.009091075025752375,0.026053059218172043,0.01899193732412826,-0.000322094087574342,0.0037074148151407874,-0.007584122218642904,0.01874068074948527,0.00016121284888327863,0.0022991928789034945,0.007436082497367788,-0.00582299523095822,-0.0058247909049586885,-0.06299059758402763,-0.008553266508720403,-0.04620104048988242,0.0016052207006679259,-0.1171721377279371,-0.05169773389587554,-0.000620086746692215,-0.01636331129202484,0.019160426730748584
