Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
USA300HOU_RS00040,0.012828938015369828,-0.006163924676197892,-0.0012779111900022367,-0.0334878172229775,-0.001564450503724747,0.032592868636031794,-0.031062041293962717,0.007138494261489049,-0.038473916093359255,-0.006182276403673351,0.005572014887395394,0.006162387138275573,-0.003932112072177522,0.0032482209489430023,-0.006773000069112841,-3.4152693849940622e-06,-0.00734283602508658,-0.003733195977376871,0.05857440125126348,-0.01882048633555894,0.0016273920904809622,0.0053269679721083376,-0.008919748762136996,0.008861573533871885,-0.005657642953736199,-0.023033309191990106,0.004756473447056842,-0.0011556255871830064,0.020197132944172712,0.00747830717305183,0.016241599170575265,0.00440994880097476,0.01106225751853705,0.010506378653486567,0.014086210579467013,0.0019741548572285465,0.016884676342798777,-0.02765593233523836,-0.023931199245075058,0.018347517771747174,0.009003218668188344,0.0033969201582158322,-0.025337769216353112,-0.0008739323375956994,-0.002245845099315498,-0.0073324108208871995,0.012643278469788717,-0.027307771901528364,-0.0056780007371003425,0.002711716046270859,-0.00822021848400672,-0.05856263473170972,-0.007197900264365607,0.007867192507159478,-0.014150622823563755,0.016251271827743725,-0.03422067310657021,-0.007204787933056228,0.019990376567165683
USA300HOU_RS00045,-0.012287156354230586,0.045941610865201085,0.0011673995781590126,0.0018754896725584336,-0.0025381293330316943,-0.008159097291488468,-0.007821388296461897,-0.0030367782708852196,-0.0017150063371750824,-0.015511535353422255,-0.006472557897104591,-0.0026186051606316594,-0.006657882481487503,-0.004120166857261106,-0.016198369526972876,-0.01100312633715871,-0.011262083762597859,-0.011933299221867548,0.007188728973771871,0.008408707091534972,-0.019963461649167707,-0.00901993552923015,0.019481087653517203,0.006456793430873873,0.008940448378819726,-0.007228287752311403,-0.03757704956770993,0.009413669526617693,-0.0023293153610144117,-0.003576070621396419,-0.006176894922869307,-0.011499518020575463,-0.0060930582701262635,-0.004986178729099938,-0.0018277785646884737,-0.015007745744778398,-0.017505116237018396,0.008911521649935795,-0.005587918541758656,-0.024819105747835045,-0.007922386552549369,-0.002641966434020493,-0.02596926599288655,-0.0119912894181037,0.003154819353942432,-0.013483944918091201,0.019136805207834937,0.03176218248039097,-0.0011061118839159033,0.0017590354937032373,0.020981935219188355,0.03000923264911648,0.004265001326454227,-4.7490497379015917e-07,0.01645973806158649,-0.011953935713675805,-0.020124860985478006,-0.023952507595432153,-0.019032704060953053
USA300HOU_RS00050,0.004716157895574949,0.016032274580104144,0.0016864802234486489,-0.005805111911437098,-0.00850114309191069,-0.016069116065756374,0.0010923893641157233,-0.0008230119148483789,-0.0016760764891868402,-0.013486400376181035,0.008699116356132956,-0.010963779205592897,0.01499600322844018,9.729542404248549e-05,-0.017234742347557144,-0.0006480075193789158,-0.007547487441325367,0.007145920528548849,-0.009402104437880851,-0.0022216798857714794,0.008481101210033514,-0.007267229508251487,-0.013718878999609285,0.0034611233033074373,0.0028165442120256334,-0.024521497402194815,0.0016819581169609213,-0.0025830632481926488,0.004947080756608855,0.0031539446722805464,0.022177013109440105,-0.010847774644932282,-0.004201911634315178,-0.0005719792691998919,-0.008493078590559602,0.001210674176429717,-0.0034836446039301703,-0.015191740107116204,0.01224467212639536,-0.016414065370467745,-0.004365719928755014,-0.008579431103241587,0.008474294705123057,-0.00923424546755302,0.00867095897181039,-0.028637132293176756,-0.014614775355059466,0.0039992806682832786,0.045316752620430494,0.021240736253118918,0.012047118791279801,0.015894410633874628,-0.0068413947966877615,0.023861296752627405,0.0030294077738277723,-0.0028268816204049833,0.015343562457256517,-0.015030260777840143,-0.006468428960069605
USA300HOU_RS00055,0.0032473679404938054,0.007602849739427771,-0.008575947196548788,-0.004402310747618861,-0.0031382926345738644,0.005173159551493672,-0.0039021835973921475,-0.0034732173074626975,0.008294223581928734,-0.011804183225232023,-0.002751067964858576,-0.019743357820246738,0.010988507109270374,0.003836726931002724,-0.012785668686428046,0.0035111916161405963,-0.004313940952653299,0.005732502405544734,-0.0075691424186781694,0.015209530506265646,0.0032462626903551946,-0.014922706396746739,-0.0020311064581611292,0.0009004530253428518,0.01942921165481122,-0.015121374644102263,-0.0022698458685074495,-0.02230574034789481,0.006034026506168678,-0.01321148689590671,0.01179533201248648,-0.00956202602699592,-0.0034732411913258178,0.00587202482586472,-0.020866853029506603,0.005995372921758229,-0.017253471675327533,-0.0011140301554307117,0.030981694245287426,-0.01725357040409858,0.009977501537232559,-0.01665068854205091,0.005032478641592213,-0.008958324067184246,0.004586235685634637,-0.03208979406846867,-0.021254348673076327,-0.00010293463392542112,0.05026550194276788,0.012640549033475485,0.014294415119002812,-0.009950171935229268,-0.0005718066504557885,0.020140900462347015,0.0017829249439602645,-0.007805363294921862,-0.0039140586911557106,-0.0070599129073343515,-0.015430099610091645
USA300HOU_RS00060,-0.0003131841493536592,0.004414179028458367,0.004116278563150765,0.001019081186605982,-0.002518557436290171,-0.0008763072130361167,-0.00819038142295359,-0.003146155755008156,-0.004900140259360531,-0.011378984453564629,0.010527056845585817,-0.0049003967711611085,0.022011282885098935,-0.0007323947004634187,-0.001380229874416418,-0.004970377506991796,0.005208543012384095,-0.009391356880802833,-0.011323375841449103,-0.004900491941128678,-0.0028775226613998355,-0.014828532063458135,-0.0022450805947036327,0.03265936463220021,-0.0023476429328533163,0.00033796669540649653,0.005982394412068896,-0.00978995197256967,0.009631762746993561,-0.009756981686389795,0.013253469027420788,0.003611409546953742,0.0011448559645952146,-0.006435216264140495,0.003220480231012971,-0.0025000400838730806,-0.004232259506339689,-0.011668078517624098,-0.00502232109440661,-0.010666407895147903,-0.0049671185810627756,-0.01757719645226496,0.015561327999379999,-0.004134405437850052,0.008904795507982769,0.002184012391324309,-0.011997434214917158,0.0016219082387000125,0.05178496572360334,-0.0028499533653208514,-0.016448979787949868,0.0033608952004716194,-0.011895730621545616,-0.0041973349265135695,0.01819861846988893,-0.017607765365827123,-0.006363624479878207,-0.0034493302621313544,-0.0002752138734901611
USA300HOU_RS00065,-0.004966157960257162,0.006243026746933578,-0.013132108739059062,-0.00026155704613055336,-0.0032251464533136474,0.0041954196517538355,-0.0015782389573602957,-0.003022609059399542,0.015500954645745413,-0.0019190274338657647,0.02092863285137782,0.0017750164745278074,-0.0059888578974248,0.0022341106852459807,-0.008095262172729687,-0.013341725203526968,-0.004946783159264646,0.004485933508228253,-0.00469991852271076,0.0007444769618284192,0.0005619218115922052,-0.004453523256031337,0.0038885640785755755,0.006271535185367976,0.006531826499933051,-0.004312158440260246,-0.00390810561891334,-0.0013220851634118437,-0.0003402464588865558,-0.009132799652726557,-0.00842592721205718,0.0011495290021228924,-0.0011896264945323945,-0.01701301249524442,-0.011149612076563531,0.0031295407212395547,-0.009897454469782034,-0.014416315011596815,-0.006953686474935918,0.004992247261467089,-0.0013036822791733286,-0.005011224404565096,-0.009882503947811377,-0.0014485516082722546,-0.00459658623281115,0.0021429805811930213,-0.005507049025908952,0.0032852227776813702,0.002806268124106409,-4.137301782575834e-05,0.008718804245430697,-0.010565334871610266,-0.00753048155699729,-0.0008952008966281116,-0.0009759641640618319,-0.01568213173819989,-0.0010472006934437162,-0.004670557638285368,-0.00363749887223519
USA300HOU_RS00070,0.004657708651242688,0.0031976935532712155,-0.010804472135538196,0.0016698778191666316,-0.0005327879365900088,-0.0007368365058059934,-0.0040225116335444065,-0.003023688274442715,0.0055983103785149195,0.0009800127550201735,0.007416371745560568,-0.000613651106250934,-0.002025309236299639,-0.0008004212233950986,-0.003966403791083745,-0.00873234615616256,-0.00416745653418235,0.007319756717217922,0.0009528145470251238,-0.001605199944402987,-0.0015026412054767394,-0.003995986009584367,0.003963387964734088,0.005705680348413202,0.0011207672724052966,-0.0010149165571135394,-0.00038543122184717967,-0.007664945945079494,0.009103666507899658,-0.0017080859458787742,-0.016528588768799556,0.0003180870034979976,0.0009457051865506361,-0.003863660126060813,0.0056372208227265155,-0.006683651962588933,-0.007520226698512134,-0.012628651360314276,-0.0073074276197666755,-0.0016496414898869375,-0.0007073298056163494,-0.0066909282137478186,-0.0035530846139652916,-0.004411259933212998,-0.003556685927918286,0.0043288848273002,-0.0016800658242613732,0.0005003968283890417,0.0025509338577606212,-0.0041053157288624105,0.0028087136479106587,-0.006783045017007992,-0.005602798639827836,-0.010511202536603094,0.002554765227568289,-0.007321946423950962,-0.006547410019341587,-0.007195843853606765,-0.008941157224378984
USA300HOU_RS00075,0.004375407228349023,0.006313010946772948,-0.008238494984688281,0.00011140095903161203,-0.004904834442789183,-0.0019466835803669594,0.013730664637758253,-0.004399080520159245,0.0016817329781957677,7.456132235026262e-05,-0.0015377190002709784,0.0004313317394543787,-0.0034850431214234322,0.0052279008874725075,0.008329270627821714,-0.009816883305408901,-0.005313813498807286,-0.004717580207239883,-0.0028768017139568923,-0.004105671376378348,-0.003493725959378431,0.004477771726450862,0.005312642358692146,-0.0056318269965678356,0.0013336902018946189,-0.0004372752207835805,-0.010949817445970032,0.0032567040922755293,0.007264316028332036,-3.319771610656287e-05,-0.001156056180673343,-0.00346638366492946,-0.005555814323960838,-0.010203954923021667,0.004299792576478483,-0.020377122290065282,-0.0035726316920242584,-0.012892844174053177,-0.011117288770266506,-0.008977619053510444,-0.0018047126525915968,-0.0033074295064449842,0.0030493653214133283,-0.0009252128792116963,0.0025544163372123426,0.0016096634179360364,-0.0006626331993162604,-0.0002622749581107421,-0.0033589725377964853,-0.010827182683760333,0.0088381743931416,-0.002444928111276312,-0.014458753640072696,0.004555639352737304,0.005300227316486465,-0.01936318954890611,0.006725003728410306,-0.0002608053866684885,-0.0016686341671416764
USA300HOU_RS00080,0.011922754385401104,-0.005932397008603776,0.0019266938161450204,0.008396478794364236,0.00035949236124843497,0.0013090518821621388,0.007796952794343749,-0.0030536878055263572,0.003728130965457435,0.0059330116296944894,3.235054139371103e-05,-0.00840578952885323,-0.005351395179995598,0.005973735122816462,-0.0026834950522207314,-0.005713088444137221,-0.0015787339839332803,-0.0036245010798267568,-0.00878278890175509,0.00342756976728196,-0.004400504681562807,-0.002759008714838404,0.007143319826290819,-0.001148528333253359,5.325290413492525e-05,-0.0028802023953489885,0.012981120262527415,-0.006468374012521485,0.013020912146626812,0.0006889010075025717,-0.007443161307010598,-0.001140516926844885,-0.008179540406094886,-0.008421594607562208,0.012395484935208041,0.0004089295402070888,-0.009758935438369623,-0.010733355162020492,0.005509414219886963,-0.013148045465889453,-0.006530964188549407,-0.001277478483595899,0.002462415444745162,-0.0018702098448029952,0.0014025448418386224,0.0006831134349054274,0.0013677480938985847,-0.011147117069798313,-0.003980728485265239,-0.005202519911672686,-0.004721710820701847,-0.00025794579671867165,-0.0009009946155172009,-0.004402382089707657,0.001744351116221804,-0.007851088539225294,0.012784730074176813,-0.004489514642166443,-0.005262934188746222
USA300HOU_RS00085,-0.04034954315238711,-0.009130781055273339,-0.00930118451049645,-0.031400889196414636,0.005841078369365031,0.010714315692086931,0.005650892677371359,-0.0016464859923926724,0.009472298287211967,-0.005861104375811409,0.008651100273705128,0.007910528960014485,-0.004741394844248594,0.01039026523763819,-0.009283345442439972,-0.011152808339200945,-0.003655151760730327,0.03148143804864083,0.0008905567967610804,0.0023364814348401128,-0.005772227251453483,0.0012232987440755046,-0.020677981205153198,0.0008752029445857156,0.015890432050202047,-0.003018480626153651,-0.014012171717613058,-0.004622368839279783,0.0010799394603408902,-0.004744775929726621,-0.028842964096027487,0.004835737943126854,0.1133054098982463,0.006522087841404156,0.01283736833276239,-0.003683056995167025,0.0020027071650316644,0.020846074400471787,-0.01771973466569352,0.005706597934259063,-0.030869707183067537,-0.0017639027930615942,-0.006236956048831557,-0.0017036001092403045,-0.008744452348164585,-0.011963928450204574,0.046122272716034286,0.007595365190503105,-0.006325619913240289,0.004603727824062377,0.007047819718086068,-0.01565958471072311,-0.0003353269241897774,0.0016533196623339137,-0.013200522187341938,-0.0846510671074659,-0.02853067445411944,0.015762902431172506,-0.0277936641305601
USA300HOU_RS00100,0.003722246199119386,-0.006338414830538864,0.010009965411689872,0.003986884309165075,-0.0023472412092716112,0.00598226082963087,-0.016193455148899787,-0.002736216281542065,-0.0015637632671728567,0.0008997443366361629,0.005629179340037244,0.0019774830453637574,-0.007485607970449093,-0.01585819675106764,-0.003078817037642033,0.000521643897484252,-0.00305532193942222,-0.005665942941828262,-0.0048587779335717415,-0.01652178040361281,0.00019189964740812533,0.0004850148145386865,-0.0028260367395263352,-0.005271637325305077,-0.0009396156518461754,0.007808799005072734,-0.00012347274050981486,-0.0016770652141858307,-0.002427781888022035,-0.0047952578940206264,-0.010425589941771608,0.00047635210161603295,-0.0006297913805711457,-0.004288979082706263,-0.004203086450682018,-0.006096435251042259,-0.007387678101167557,-0.01932905199779706,-0.010995734151400226,-0.005169308489336986,-0.005553939764055554,-0.003558936855166195,0.007579327459713254,-0.0026333956673800364,-0.003525353788310725,-0.0013400198584615378,-0.005646444236440441,-0.006204666372334496,-0.0028943425934138843,-0.0066759446242993115,0.008161070809101076,-0.010089821805915085,0.010637386765299855,-0.002163344857771025,-0.008713257057020573,0.010576132702951678,0.008147442554451332,-0.007596472755284526,-0.015454737053987578
USA300HOU_RS00105,0.009274875857065018,-0.010763499970962426,0.007130308239682453,0.003494112848760132,-0.0034980724999858614,0.015816057531608422,-0.014541632569337002,-0.002879654184783365,0.00611743053057116,0.0039746526442512925,0.005913315983807522,-0.0015212645096312886,-0.007848957133229556,-0.012344063785591107,-0.010406648673680343,-0.00047083775659129064,-0.0021812937770299893,-0.004327094898615847,-0.002133036678741524,-0.004433425401644406,-0.003502359645165867,-0.0006209004374744412,-0.0030717111002297364,-0.003951272747324346,-0.002708997366112373,0.004906205230118434,3.472195891161074e-05,-0.015359599394526819,0.006522158419326781,-0.006106596892417688,-0.01106480472879016,0.0003748564578558186,6.586033008059343e-05,3.051988731994156e-05,0.004637582139824916,-0.0046481504342394415,-0.011230943903393796,-0.018221817552934103,-0.005442890849854633,-0.005616655945698649,0.009251443402501943,-0.008681509863550482,0.005270288461372608,-0.002933116079003294,-0.005765463672078657,-0.0025743135796579947,0.0005646506531608668,-0.0012373481381562587,-0.004635923110462918,-0.005975076885211594,0.001184903405534389,-0.014061599133408546,0.00938015910048626,-0.013915903970234966,-0.007604683109835615,0.0011902603311366633,-0.006769867697063003,0.0022221319867795045,-0.014220548548016935
USA300HOU_RS00110,0.011740785029036624,-0.002897925967038945,0.003662703010894872,0.0006782488454136186,-0.003752138465103154,0.00765986235638063,-0.006355311981693986,-0.005332898722054368,-0.0003342063068459473,0.0011568680731268396,0.002185770784232281,-0.002159504661645754,0.003171612260023103,0.0023658758672478173,-0.0020562771258004152,-0.0019000698088784695,-0.002036908395807391,-0.013305629373434387,-0.0031712691943389802,-0.0024514901071710426,-0.006153962525001164,-0.007464001489532988,-0.003906042903302616,-0.004759722291573812,-0.0025450397971731975,0.0037304743385753497,-0.004808397096229713,-0.005312364321780635,0.006591271429029266,-0.005791481878503051,-0.007215877995356907,-0.0010213655543149704,0.0010328422364806196,-0.009126816955153428,0.007369574081671599,-0.008836785550716493,-0.006227190417151321,-0.019298611522464967,-0.011032469236819983,-0.008708622998797887,0.0046193716027253945,-0.01318723754089776,-0.0052163409235007644,-0.004784005442433138,0.000533010554464694,-0.005570857759417528,0.00040527316022663274,-0.002836857154301505,-0.0064562791690190606,-0.002166173209637689,0.0021366461254190036,-0.009346976419477657,0.01684299856441893,-0.010237445265577289,-0.005681043008903504,0.0013521428851097665,0.011159395557513494,-0.0053098207319574875,-0.014551452464422613
