Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
USA300HOU_RS14890,0.021719339754055718,-0.008270256285890029,-0.002555327876045514,-0.016049232380225004,-0.008263464282218703,0.016176709808963265,0.005831122971223049,-0.0076970357456607455,0.025954447610092884,-0.009261663492632936,-9.338463845077152e-05,0.0040102579343744916,0.020224127401575916,-0.001630149163097783,-0.010381131433913001,-0.009022211710906633,0.006766904793529124,-0.010652073083515479,-0.005485713996558065,-0.014704157432540412,-0.011939966391486687,0.008049721097726918,-0.005565470528097788,-0.016508942875562756,-0.006268857918143408,0.015824827372179655,-0.004282972634454936,0.002963217172465374,0.021325957888155504,0.008315462510576122,0.0021815644426956765,-0.006898779857482686,-0.0015200098244697049,-0.0008322948202660776,-0.0006305142615100446,-0.022525536377558105,-0.02491854350432915,-0.002586764960850509,-0.02156421256548452,-0.005429246314512959,-0.017505093932801835,-0.01606123545294432,-0.029226003960258127,-0.018128209480538313,0.0038717137900111543,0.008205774613923215,0.013832259494484129,-0.005277818142907911,-0.004055739981924418,-0.003476510477647562,-0.010751226374924965,0.006828285001212353,0.019534587396118654,0.017335995625159924,0.010233220686356143,0.0015558653380958237,-0.0035223640944901983,0.00022583864229737717,0.003237691416305664
USA300HOU_RS14895,0.09597848014330138,0.014188299214600584,-0.022232302545312877,-0.00814104898092373,-0.014163696293062179,0.026301960263627768,0.01670227956572805,-0.010455772130468426,-0.013520129759419207,-0.004685164748042045,-0.02841405855273643,0.005461301850578686,0.0013869905523553256,0.013988863202747632,0.0016577570978141087,-0.015205257479521131,-0.004973506775340244,0.03707664521131832,0.0008504691590199237,0.000653800503802924,-0.05721687508771665,-0.001332385513952356,-0.016610789367573167,-0.015459915713659386,-0.001098630919173566,0.01709036461771234,0.008155836265308471,-0.019081322922554943,-0.009500604548320852,0.010330896302593125,0.0049475791514333916,0.000630833962631175,0.018846179761343323,-0.010889013739764426,-0.0012776430006667919,-0.008145185206101338,0.0016830120318868033,0.0220169776455555,-0.025927218508951688,-0.005826197058081257,0.014447867645688844,0.05294168496873767,0.024994789105740406,0.05098033616678983,-0.011884469276703103,0.010268697535741231,0.01640667305135256,0.003527717432850599,-0.011230622069872949,0.0307556329155558,0.017640008191832653,0.03713657520455932,0.028518575893475503,0.08558840829307682,0.030124933618142904,-0.012849250874960114,-0.0380901369641865,0.024128686656760042,-0.021395185866407165
USA300HOU_RS14900,0.00615308750703099,-0.030233254735533715,-0.02884400933419819,-0.01042051804999044,-0.0005556124773911358,0.02399250581246415,0.0023391355376363933,-0.008187462070922021,0.039184221344793886,0.005516453953536218,-0.011696793615362085,-0.0009702441189244092,0.009623522896709058,0.026545787566703408,-0.0164461646622845,-0.005386858110243715,0.003934687557296038,0.01373704868684826,-0.003160490683081321,-0.023570487840778136,-0.0139004172405057,0.006005035740625125,0.008075914593805945,0.005362267295715333,0.005578089890128654,-0.0062278243728004,0.004507744336347316,0.010193901372256405,0.03519216008854497,0.0532371102451127,0.004468413943404396,0.005451727211160337,0.01697397955920947,0.006387530218265537,0.003905618157555902,-0.013583328363814809,-0.01482223861905765,-0.028998863279870165,-0.0056796492545436806,-0.011749956664194143,-6.499633030370771e-05,-0.014025726832337044,-0.009244297226499843,-0.001212863654640294,0.005207453854582645,-0.0321730276753345,0.021224820750401382,0.019246339874726362,-0.008954031545862703,0.016467539260679436,0.005560156441736167,-0.018163427996545373,0.0011485355884650857,0.004959027726245995,0.01972508437846696,0.00578072199359028,-0.0475702767518655,-0.020552828996088488,0.005881951899847736
USA300HOU_RS00005,0.009287873298687067,-0.00370066189230575,0.005010073265380621,0.009071243418473608,-0.0014428883001197299,-0.005207236836670573,-2.8283191699510083e-05,-0.003825259143909804,0.01321071952196166,-0.014696319468114838,0.019455053689956543,-0.003809368883836204,-0.0005322183201600159,-0.02314106046994433,-0.00044430593127548873,-0.004722444298219925,0.01231626728240835,0.0007268106062522435,-0.0003569677877258575,-0.0003795313511298383,0.0009289253440926137,-0.004345349278020796,-0.01499723303686922,0.0009533380322180346,0.004100672467197115,0.005004378803106777,0.007654372965289742,-0.013285924157927434,0.01694922566864802,0.0023407357825233023,-0.02168142167920862,-0.0027599736016542292,-0.0015409367438825863,-0.006137992540244536,-0.001473010579089294,-0.007490753041116009,-0.0074006355126871514,-0.002023944809224857,-0.0071444266115602215,0.0037298416041492304,0.009310061612730737,-0.015051660569504436,0.0005616235841044966,-0.010085769759646734,0.006153369599192107,-0.014114725644939445,0.0035472400178656826,-0.013553647359240821,-0.008093111594290962,0.0016422756887269057,0.003384273723773762,0.00027565512228787484,-0.003928364497114828,-0.001198629913834649,-0.007252461306978866,0.010566591018304147,-0.0063600600518081375,0.014299818294615699,-0.00030712369329900384
USA300HOU_RS00010,0.011096820195580517,-0.0006759144529444123,-0.001228001462642771,0.0010893877470268345,2.1835929406091517e-05,-0.0034819361782370255,0.0031852647095362142,-0.004683155674734902,0.004435226398292103,-0.011051474639933816,0.01499470648569075,-0.005349688408836923,0.0020846565891845083,-0.01221801040331818,-0.006451767579901027,-0.005529850532263144,0.009531369715126638,0.0054883460037799614,-0.0033896816569982616,-0.0022030084010205815,-0.00627856769507785,-0.006120538275955454,-0.010769544490296561,0.00026880562282302395,0.0001142209168822243,0.009594048814981541,0.0038343162584750633,0.002687906483522138,0.02034642692642433,0.008168217301537335,-0.011679484707040819,-0.00553488657068596,0.001898634468342165,-0.008411351725495946,-0.00483408879444842,-0.005765859265608526,-0.0011892561599623978,-0.0015859664453509253,-0.011756753019262822,0.005271950409558336,-0.00506803411276356,-0.005521499716860705,0.02102522448654297,-0.010769364080589762,0.009425283940894454,-0.0022363663199052673,0.0049412669910495815,-0.009568123907740322,-0.00711776736247609,0.0041187903708510085,0.005202867081315954,0.0075445935704875405,-0.0037651270381602628,0.0021146329609517526,-0.0020444483819969236,0.013013160219832036,-0.009024666804659982,0.022751519184240197,0.002202587491203828
USA300HOU_RS00015,-0.007921630954878123,-0.005460942446146444,-0.005781525957933876,-0.013224625891204116,0.00025993355589362893,0.010178021071042008,0.016551277508163664,-0.0027129654040874036,0.05843356861722834,-0.0021481371394130476,-0.021431423694703314,-0.008422400397452309,-0.00427394002931875,-0.003333014270515572,0.010620885704422664,0.006850328269641481,-0.00019453040731392548,0.020831043849562855,-0.013665760222461094,-0.0007623751370726257,0.0027579885897216798,0.009856047594193942,-0.0016186559702858114,-0.002325151800644937,-0.0004584317980675939,0.010646823229203423,0.005952371627477592,0.020766352768550614,0.011102522319442086,-0.006033597542515694,-0.0003605332663244675,0.008561877735151024,0.0020108346797120986,-0.0006500609223449159,-3.083407956236889e-05,-0.00514687937679167,-0.016943572531917403,0.005751479293575195,-0.0005504307004953491,0.002758813487654546,0.0046049809811810885,-0.014662454558006148,0.007799686011514884,0.002930871959380769,0.014337131775277375,-0.006232143174217284,-0.002318869883926099,-0.006367005838046636,-0.012967592212323829,-0.029333296685251472,0.010624786905002221,0.017244895154419654,-0.01952512180245965,-0.0037018137969708864,-0.002222067725592628,-0.011513338441832163,0.005830611109854365,0.020279771600200187,-0.021860113485455853
USA300HOU_RS00020,-0.011648979470743375,0.00898354238968161,-0.006522892132439351,-0.011304245812276235,-0.005098282899669629,0.004940263895790352,-0.004076109770836899,-0.0041805308255691434,0.04496236655962889,-0.0025050431623342044,0.004061422621551069,0.0013421071055001366,0.0035852129552846144,0.0065661253929385766,0.006309991687047423,-0.005939157194442849,0.0005456648526882423,0.007748175323885677,-0.01207930882757639,0.008265801176079451,0.006507647985996212,-0.004215647312611913,-0.0014067788367845152,0.008306782292061369,0.008424938132795958,0.004455732246429759,-0.001672109549823729,0.0001795830643308992,-0.0004202230157460476,-0.0017740920921319498,-0.0004721818249966388,4.179188806665554e-05,0.0032182654696346212,-0.015745171250609816,-0.0007065214263972127,-0.011753156533676154,-0.01052480004641676,-0.002145009154813769,-0.011431342794191278,0.0024303964942077806,-0.013060460121044486,-0.020475900987919654,-0.012238892016420744,-0.0018010258962076365,0.002482186334032632,-0.006446330324149086,0.001376034763932662,-0.0031973408071545406,-0.009098484999811187,-0.008776451824147746,0.006681722291325215,0.011974073656384731,-0.008620281812905218,-0.00875923619724295,0.007912841849091355,-0.015291103765557824,0.011352956886100185,0.0011135976170183446,-0.008104054342410258
USA300HOU_RS00025,0.006866074378198245,0.00416196832235543,-0.0023681629765378268,-0.0040141492973599395,-0.0023265641966467264,-9.080017028124178e-05,-0.001851906135491004,-0.00460682079673365,0.04112032300452172,0.0026032640376818937,-0.002293017072355532,-0.0006260468774912825,-0.0027024790153846977,0.005676479671310556,-0.0037792021296783086,-0.0054504433408027455,-0.0014784592629273191,0.007683385013765277,-0.009035973304600013,0.036145572172477894,-0.00030431566878382,-0.005706693528396608,0.0006827283681705272,0.006319281345419602,0.005898896659189333,0.00233825563055024,-0.0018958729921064105,-0.01579764509069437,0.00709949538989609,-0.002519276833064676,-0.007795511360397938,-0.0005553060637652168,-0.003749652651757142,-0.014015529076939601,0.006870578264727169,0.007941068756736206,-0.00032542534852052424,0.0008493732771453034,-0.01437808406646214,-0.005124043100434814,-0.009473324115322746,-0.01117575614932812,-0.009042370539042908,-0.0018765086942248434,0.007196744658707447,0.0016124468127588696,0.0062171344208828225,-0.0020987732163786237,-0.007765675015214167,-0.004434295658133374,0.0026264922481111837,0.0016417595550253902,-0.0021228599764548097,-0.001900717275628332,-0.000969404312987859,-0.008859602385776655,0.011174429327700602,0.0029274549460526875,-0.004854588683004034
USA300HOU_RS00030,0.0018423377126430187,0.001746311732119812,-0.006727120773053768,-0.004743330268256533,-0.00013887784082914292,-0.004451038045004328,0.008920314171054267,-0.00366627254891011,0.03569493128655881,-0.001276647325371639,-0.010254097564792635,-0.001059950349963367,-0.00856183353243447,0.011043194514575291,-0.0007136227243000546,-0.004626587654990477,0.0003501561760689257,0.004997364293989221,-0.012412091567836642,0.018735391138268224,0.0006356462726980146,-0.010157601458724096,0.0036335920660228393,-0.000984498856777986,0.002874727967962138,0.007062876933952543,0.0021132626151359754,-0.0030652260954626737,0.004722816923159723,-0.00191859966830137,-0.01372578507771194,0.005148413607884856,-0.001453181688291684,-0.012216247696562517,0.014667997895979182,0.00530753959780491,-0.003796640741953187,-0.0013047588947049413,-0.01148632074650234,-0.0003879647100860302,-0.009196175244553833,-0.007985672385652535,0.005882260746648332,-0.005799583076333912,0.004994743612099634,0.0005937393945696513,0.003158447387923702,-0.00987357050656237,-0.006041680515959367,0.0014887623274044822,-8.945294423702552e-05,-0.0006930867754380648,0.002105355027281289,0.001971471922301701,-0.004255750363529049,-0.007536406451444531,0.008109145779815937,0.008536350243272874,-0.010855107833869527
USA300HOU_RS00035,0.005056454531095997,0.024195511856504443,0.013604032858015527,-0.025081469438831733,-0.002306795226882857,0.0021869033886451816,-0.006234081759726299,0.003972079944652535,0.007196770995496222,-0.013447262191030616,-0.018171253014432197,0.008157296036050699,0.004446554454623299,-0.015822236266789337,0.0023646314724854517,-0.019541880898803043,0.001187027817991662,0.01629006634150375,-0.004617921458372003,-0.0009132324674275473,-0.007247364680228945,0.00647148570723943,0.0025878395923439844,-0.015085788816028518,0.007485606736802314,-0.019614716316680398,-0.032734492348082206,0.009613302795360126,0.009700455527663281,-0.00968119222376464,0.003927517448728922,-0.00421909323761856,-0.011247555882128675,-0.00697281010211067,-0.0027848341306759496,-0.003815979498609827,0.011910794865540838,-0.01166988616933343,-0.01779969346172711,0.02074763686795602,0.008178866506129517,-0.013743193924150143,-0.003426555967627884,-0.009309554835900341,-0.0027486321720641025,-0.033778174697284065,0.0062779072323181995,-0.008452346179859868,-0.000363975267669973,0.005943358790649636,0.019297510140061033,0.0007712172760600077,-0.0032894943040130136,0.004094964356623508,0.0031862768141975592,0.006160031060468221,-0.019753925380146066,0.0116298932479386,0.004290232239681753
