Module	Section	Sample Name	Source
Cutadapt	all_sections	SRX1357240	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX1357240_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5505134	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5505134_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8387565	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8387565_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5797727	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5797727_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SG_2	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SG_2_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX3489451	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX3489451_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX7125366	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX7125366_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	CM_2	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/CM_2_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164304	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164304_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	CM_6	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/CM_6_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX6878012	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX6878012_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164265	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164265_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164298	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164298_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5014581	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5014581_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8387559	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8387559_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164280	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164280_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Muc_3	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Muc_3_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8049168	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8049168_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	ERX4294042	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/ERX4294042_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5797724	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5797724_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX2722007	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX2722007_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX6878011	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX6878011_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8387561	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8387561_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5299663	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5299663_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5014562	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5014562_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8387576	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8387576_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8420209	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8420209_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX6878008	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX6878008_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX9699053	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX9699053_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164290	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164290_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX9633799	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX9633799_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX2722008	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX2722008_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164300	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164300_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Muc_14	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Muc_14_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX2722011	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX2722011_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5014577	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5014577_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164281	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164281_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Metab_20	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Metab_20_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164276	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164276_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164270	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164270_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5505142	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5505142_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Vir_9	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Vir_9_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Cody_1	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Cody_1_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Metab_15	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Metab_15_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Metab_5	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Metab_5_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	CM_3	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/CM_3_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8420208	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8420208_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX9960953	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX9960953_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX2722017	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX2722017_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Vir_16	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Vir_16_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164279	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164279_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Vir_8	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Vir_8_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5806787	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5806787_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164266	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164266_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX6878010	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX6878010_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX9633796	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX9633796_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Muc_21	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Muc_21_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Muc_24	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Muc_24_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX2722006	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX2722006_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Muc_20	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Muc_20_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Vir_1	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Vir_1_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX9960956	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX9960956_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5299661	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5299661_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5299660	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5299660_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	ERX5228516	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/ERX5228516_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX9699056	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX9699056_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164264	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164264_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164269	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164269_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX6878027	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX6878027_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8420207	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8420207_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX9633802	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX9633802_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Metab_7	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Metab_7_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8387567	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8387567_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	ERX4294051	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/ERX4294051_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	CM_15	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/CM_15_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX3489453	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX3489453_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	ERX4294048	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/ERX4294048_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX9960961	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX9960961_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Cody_2	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Cody_2_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX2722005	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX2722005_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX4065836	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX4065836_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX7125369	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX7125369_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8049164	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8049164_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Metab_10	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Metab_10_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164291	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164291_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX6878001	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX6878001_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164274	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164274_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5505141	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5505141_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX6877999	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX6877999_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Muc_12	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Muc_12_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5797726	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5797726_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	CM_4	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/CM_4_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Metab_8	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Metab_8_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5014570	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5014570_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SG_6	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SG_6_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8387560	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8387560_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	CM_10	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/CM_10_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5299662	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5299662_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX4065827	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX4065827_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5299658	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5299658_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Vir_5	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Vir_5_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX2722012	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX2722012_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164296	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164296_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164299	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164299_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX7125372	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX7125372_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Metab_13	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Metab_13_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX6878022	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX6878022_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX4065848	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX4065848_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164272	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164272_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Muc_6	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Muc_6_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX6878015	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX6878015_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX973267	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX973267_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Vir_2	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Vir_2_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8387574	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8387574_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Muc_9	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Muc_9_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164297	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164297_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164294	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164294_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5014557	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5014557_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164302	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164302_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX9633800	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX9633800_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5505135	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5505135_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	CM_14	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/CM_14_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Muc_22	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Muc_22_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX9682654	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX9682654_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Vir_15	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Vir_15_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX6878002	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX6878002_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SG_1	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SG_1_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SG_8	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SG_8_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX9633795	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX9633795_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX6878003	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX6878003_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Vir_3	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Vir_3_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164295	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164295_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	CM_7	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/CM_7_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	ERX4294043	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/ERX4294043_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX9699054	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX9699054_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX7125373	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX7125373_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	ERX4294049	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/ERX4294049_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX9682659	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX9682659_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164288	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164288_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5505136	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5505136_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Vir_4	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Vir_4_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164273	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164273_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5014569	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5014569_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5233216	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5233216_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX8164303	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX8164303_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX3489449	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX3489449_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Vir_18	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Vir_18_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	ERX4294045	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/ERX4294045_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5505139	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5505139_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Cody_4	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/Cody_4_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5505144	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5505144_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX4913542	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX4913542_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SRX5014574	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/trim_reports/SRX5014574_1.fastq.gz_trimming_report.txt
