Module	Section	Sample Name	Source
featureCounts	all_sections	SRX8420206	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX8420206_all.txt.summary
featureCounts	all_sections	SRX6878007	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX6878007_all.txt.summary
featureCounts	all_sections	SRX8164267	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX8164267_all.txt.summary
featureCounts	all_sections	SRX2722006	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX2722006_all.txt.summary
featureCounts	all_sections	SRX8164265	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX8164265_all.txt.summary
featureCounts	all_sections	SRX8164274	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX8164274_all.txt.summary
featureCounts	all_sections	Metab_7	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/Metab_7_all.txt.summary
featureCounts	all_sections	SRX5505144	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX5505144_all.txt.summary
featureCounts	all_sections	CM_2	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/CM_2_all.txt.summary
featureCounts	all_sections	SRX8387564	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX8387564_all.txt.summary
featureCounts	all_sections	SRX6878000	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX6878000_all.txt.summary
featureCounts	all_sections	SRX5014579	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX5014579_all.txt.summary
featureCounts	all_sections	SRX8164282	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX8164282_all.txt.summary
featureCounts	all_sections	SRX5299661	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX5299661_all.txt.summary
featureCounts	all_sections	SRX8164306	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX8164306_all.txt.summary
featureCounts	all_sections	SRX8164305	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX8164305_all.txt.summary
featureCounts	all_sections	SRX8164272	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/SRX8164272_all.txt.summary
featureCounts	all_sections	ERX4294045	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/ERX4294045_all.txt.summary
featureCounts	all_sections	Muc_13	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/featureCounts/Muc_13_all.txt.summary
Bowtie 1	all_sections	Vir_14	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_14_bowtie.txt
Bowtie 1	all_sections	Metab_15	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_15_bowtie.txt
Bowtie 1	all_sections	SG_4	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/SG_4_bowtie.txt
Bowtie 1	all_sections	Metab_7	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_7_bowtie.txt
Bowtie 1	all_sections	Metab_8	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_8_bowtie.txt
Bowtie 1	all_sections	CM_10	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_10_bowtie.txt
Bowtie 1	all_sections	CM_15	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_15_bowtie.txt
Bowtie 1	all_sections	Vir_19	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_19_bowtie.txt
Bowtie 1	all_sections	SG_1	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/SG_1_bowtie.txt
Bowtie 1	all_sections	Vir_11	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_11_bowtie.txt
Bowtie 1	all_sections	Metab_5	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_5_bowtie.txt
Bowtie 1	all_sections	Metab_16	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_16_bowtie.txt
Bowtie 1	all_sections	CM_4	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_4_bowtie.txt
Bowtie 1	all_sections	CM_14	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_14_bowtie.txt
Bowtie 1	all_sections	SG_7	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/SG_7_bowtie.txt
Bowtie 1	all_sections	CM_6	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_6_bowtie.txt
Bowtie 1	all_sections	Vir_2	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_2_bowtie.txt
Bowtie 1	all_sections	Metab_13	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_13_bowtie.txt
Bowtie 1	all_sections	CM_11	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_11_bowtie.txt
Bowtie 1	all_sections	Vir_4	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_4_bowtie.txt
Bowtie 1	all_sections	CM_7	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_7_bowtie.txt
Bowtie 1	all_sections	Cody_2	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Cody_2_bowtie.txt
Bowtie 1	all_sections	Metab_9	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_9_bowtie.txt
Bowtie 1	all_sections	Metab_3	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_3_bowtie.txt
Bowtie 1	all_sections	Metab_10	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_10_bowtie.txt
Bowtie 1	all_sections	CM_2	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_2_bowtie.txt
Bowtie 1	all_sections	SG_5	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/SG_5_bowtie.txt
Bowtie 1	all_sections	Mia_2	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Mia_2_bowtie.txt
Bowtie 1	all_sections	Vir_10	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_10_bowtie.txt
Bowtie 1	all_sections	Vir_8	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_8_bowtie.txt
Bowtie 1	all_sections	Mia_4	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Mia_4_bowtie.txt
Bowtie 1	all_sections	Cody_1	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Cody_1_bowtie.txt
Bowtie 1	all_sections	Metab_20	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_20_bowtie.txt
Bowtie 1	all_sections	CM_12	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_12_bowtie.txt
Bowtie 1	all_sections	CM_16	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_16_bowtie.txt
Bowtie 1	all_sections	Mia_0	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Mia_0_bowtie.txt
Bowtie 1	all_sections	Metab_14	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_14_bowtie.txt
Bowtie 1	all_sections	Metab_4	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_4_bowtie.txt
Bowtie 1	all_sections	SG_2	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/SG_2_bowtie.txt
Bowtie 1	all_sections	Vir_18	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_18_bowtie.txt
Bowtie 1	all_sections	Vir_7	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_7_bowtie.txt
Bowtie 1	all_sections	CM_3	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_3_bowtie.txt
Bowtie 1	all_sections	Vir_16	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_16_bowtie.txt
Bowtie 1	all_sections	CM_8	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_8_bowtie.txt
Bowtie 1	all_sections	Mia_3	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Mia_3_bowtie.txt
Bowtie 1	all_sections	Vir_3	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_3_bowtie.txt
Bowtie 1	all_sections	Mia_1	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Mia_1_bowtie.txt
Bowtie 1	all_sections	Cody_3	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Cody_3_bowtie.txt
Bowtie 1	all_sections	Metab_17	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_17_bowtie.txt
Bowtie 1	all_sections	Vir_1	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_1_bowtie.txt
Bowtie 1	all_sections	CM_1	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_1_bowtie.txt
Bowtie 1	all_sections	SG_6	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/SG_6_bowtie.txt
Bowtie 1	all_sections	Metab_12	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_12_bowtie.txt
Bowtie 1	all_sections	Metab_19	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_19_bowtie.txt
Bowtie 1	all_sections	Metab_18	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_18_bowtie.txt
Bowtie 1	all_sections	Vir_17	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_17_bowtie.txt
Bowtie 1	all_sections	CM_9	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_9_bowtie.txt
Bowtie 1	all_sections	Metab_6	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_6_bowtie.txt
Bowtie 1	all_sections	Mia_6	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Mia_6_bowtie.txt
Bowtie 1	all_sections	Vir_9	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_9_bowtie.txt
Bowtie 1	all_sections	Vir_13	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_13_bowtie.txt
Bowtie 1	all_sections	Vir_20	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_20_bowtie.txt
Bowtie 1	all_sections	Metab_1	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_1_bowtie.txt
Bowtie 1	all_sections	CM_5	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_5_bowtie.txt
Bowtie 1	all_sections	SG_3	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/SG_3_bowtie.txt
Bowtie 1	all_sections	Cody_4	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Cody_4_bowtie.txt
Bowtie 1	all_sections	CM_13	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/CM_13_bowtie.txt
Bowtie 1	all_sections	Vir_6	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_6_bowtie.txt
Bowtie 1	all_sections	Vir_12	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_12_bowtie.txt
Bowtie 1	all_sections	Metab_2	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_2_bowtie.txt
Bowtie 1	all_sections	Metab_11	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Metab_11_bowtie.txt
Bowtie 1	all_sections	Mia_5	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Mia_5_bowtie.txt
Bowtie 1	all_sections	Vir_5	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_5_bowtie.txt
Bowtie 1	all_sections	Vir_15	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/Vir_15_bowtie.txt
Bowtie 1	all_sections	SG_8	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/bowtie/SG_8_bowtie.txt
RSeQC	infer_experiment	SRX6878023	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX6878023.infer_experiment.txt
RSeQC	infer_experiment	SRX973266	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX973266.infer_experiment.txt
RSeQC	infer_experiment	SRX8164283	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8164283.infer_experiment.txt
RSeQC	infer_experiment	SRX6878017	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX6878017.infer_experiment.txt
RSeQC	infer_experiment	SRX8164269	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8164269.infer_experiment.txt
RSeQC	infer_experiment	SRX4065836	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX4065836.infer_experiment.txt
RSeQC	infer_experiment	SRX6877998	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX6877998.infer_experiment.txt
RSeQC	infer_experiment	SRX7125366	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX7125366.infer_experiment.txt
RSeQC	infer_experiment	SRX9699054	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX9699054.infer_experiment.txt
RSeQC	infer_experiment	SRX9960963	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX9960963.infer_experiment.txt
RSeQC	infer_experiment	SRX5505134	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5505134.infer_experiment.txt
RSeQC	infer_experiment	SRX6878006	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX6878006.infer_experiment.txt
RSeQC	infer_experiment	SRX5014570	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5014570.infer_experiment.txt
RSeQC	infer_experiment	SRX502155	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX502155.infer_experiment.txt
RSeQC	infer_experiment	SRX8164292	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8164292.infer_experiment.txt
RSeQC	infer_experiment	SRX6878008	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX6878008.infer_experiment.txt
RSeQC	infer_experiment	SG_5	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SG_5.infer_experiment.txt
RSeQC	infer_experiment	SRX8164307	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8164307.infer_experiment.txt
RSeQC	infer_experiment	SRX8164302	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8164302.infer_experiment.txt
RSeQC	infer_experiment	SRX2722003	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX2722003.infer_experiment.txt
RSeQC	infer_experiment	SRX5505137	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5505137.infer_experiment.txt
RSeQC	infer_experiment	SRX9633799	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX9633799.infer_experiment.txt
RSeQC	infer_experiment	SRX8164261	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8164261.infer_experiment.txt
RSeQC	infer_experiment	SRX9633794	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX9633794.infer_experiment.txt
RSeQC	infer_experiment	SRX9960961	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX9960961.infer_experiment.txt
RSeQC	infer_experiment	SRX8164295	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8164295.infer_experiment.txt
RSeQC	infer_experiment	SRX8164278	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8164278.infer_experiment.txt
RSeQC	infer_experiment	SRX5233217	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5233217.infer_experiment.txt
RSeQC	infer_experiment	SRX5505136	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5505136.infer_experiment.txt
RSeQC	infer_experiment	SRX7125364	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX7125364.infer_experiment.txt
RSeQC	infer_experiment	SRX9633798	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX9633798.infer_experiment.txt
RSeQC	infer_experiment	SRX8387577	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8387577.infer_experiment.txt
RSeQC	infer_experiment	SRX6878024	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX6878024.infer_experiment.txt
RSeQC	infer_experiment	SRX5014587	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5014587.infer_experiment.txt
RSeQC	infer_experiment	SRX5014569	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5014569.infer_experiment.txt
RSeQC	infer_experiment	SRX2722014	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX2722014.infer_experiment.txt
RSeQC	infer_experiment	SRX6878009	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX6878009.infer_experiment.txt
RSeQC	infer_experiment	SRX1357235	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX1357235.infer_experiment.txt
RSeQC	infer_experiment	SRX5299657	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5299657.infer_experiment.txt
RSeQC	infer_experiment	Muc_3	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/Muc_3.infer_experiment.txt
RSeQC	infer_experiment	SRX5505143	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5505143.infer_experiment.txt
RSeQC	infer_experiment	SRX9960958	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX9960958.infer_experiment.txt
RSeQC	infer_experiment	SRX9682674	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX9682674.infer_experiment.txt
RSeQC	infer_experiment	SRX7125371	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX7125371.infer_experiment.txt
RSeQC	infer_experiment	Muc_15	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/Muc_15.infer_experiment.txt
RSeQC	infer_experiment	SRX8164294	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8164294.infer_experiment.txt
RSeQC	infer_experiment	SRX2722012	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX2722012.infer_experiment.txt
RSeQC	infer_experiment	SRX6878016	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX6878016.infer_experiment.txt
RSeQC	infer_experiment	SRX6878007	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX6878007.infer_experiment.txt
RSeQC	infer_experiment	SRX7125375	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX7125375.infer_experiment.txt
RSeQC	infer_experiment	SRX5299661	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5299661.infer_experiment.txt
RSeQC	infer_experiment	SRX8164281	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8164281.infer_experiment.txt
RSeQC	infer_experiment	SRX8387564	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8387564.infer_experiment.txt
RSeQC	infer_experiment	SRX5806785	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5806785.infer_experiment.txt
RSeQC	infer_experiment	SRX3489452	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX3489452.infer_experiment.txt
RSeQC	infer_experiment	SRX6878015	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX6878015.infer_experiment.txt
RSeQC	infer_experiment	SRX8164291	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8164291.infer_experiment.txt
RSeQC	infer_experiment	Muc_4	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/Muc_4.infer_experiment.txt
RSeQC	infer_experiment	SRX5299658	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5299658.infer_experiment.txt
RSeQC	infer_experiment	SRX8164286	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8164286.infer_experiment.txt
RSeQC	infer_experiment	SRX4913542	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX4913542.infer_experiment.txt
RSeQC	infer_experiment	SRX5299660	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5299660.infer_experiment.txt
RSeQC	infer_experiment	SRX8387593	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8387593.infer_experiment.txt
RSeQC	infer_experiment	SRX8164263	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8164263.infer_experiment.txt
RSeQC	infer_experiment	SRX2722004	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX2722004.infer_experiment.txt
RSeQC	infer_experiment	SRX5505141	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5505141.infer_experiment.txt
RSeQC	infer_experiment	SRX8387576	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8387576.infer_experiment.txt
RSeQC	infer_experiment	Muc_19	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/Muc_19.infer_experiment.txt
RSeQC	infer_experiment	SRX2722015	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX2722015.infer_experiment.txt
RSeQC	infer_experiment	SRX6878020	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX6878020.infer_experiment.txt
RSeQC	infer_experiment	Muc_6	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/Muc_6.infer_experiment.txt
RSeQC	infer_experiment	SRX1549383	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX1549383.infer_experiment.txt
RSeQC	infer_experiment	SRX8164270	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX8164270.infer_experiment.txt
RSeQC	infer_experiment	SRX6878000	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX6878000.infer_experiment.txt
RSeQC	infer_experiment	SRX5505133	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX5505133.infer_experiment.txt
RSeQC	infer_experiment	SRX3489448	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX3489448.infer_experiment.txt
RSeQC	infer_experiment	SRX2722018	/home/saugat/Dropbox (UCSD SBRG)/Desktop/modulome-nextflow/aws_results/rseqc/SRX2722018.infer_experiment.txt
