Sample	Top over-represented sequence	Sum of remaining over-represented sequences
SRX8164306	0.2053298168151372	0.6745980870479141
SRX8164307	0.20400338049330163	0.9806404156754727
SRX8387559	0.10882223011055442	0.0
SRX8387560	0.2687792211054487	1.1875599378158845
SRX8387561	0.259706502664755	0.10021300838750385
SRX8387562	0.2592728328668626	0.0
SRX8387563	0.5039681190329797	0.47113504871725254
SRX8387564	0.15176447742946048	0.0
SRX8387565	0.27711047761448027	0.6138578785331157
SRX8387566	0.29508561408559447	0.8459288704255568
SRX8387567	0.0	0.0
SRX8387568	0.0	0.0
SRX8387571	0.10479077177904053	0.0
SRX8387574	0.5315391075168645	1.0498263060274584
SRX8387575	0.407719288967694	0.7204840994591102
SRX8387576	0.5494838073832021	1.2583507745948799
SRX8387577	0.36499400566289014	0.6348884176014189
SRX8387582	0.26992317964392054	1.2927530557203262
SRX8387589	0.0	0.0
SRX8387590	0.23230800909517071	0.6906444457100965
SRX8387591	0.32942451524253985	1.0980330148560844
SRX8387592	0.3035923200480302	1.077917083838254
SRX8387593	0.14434688987237448	0.0
SRX8387594	0.14325933724779724	0.0
SRX8420202	1.0764600369128015	1.5417504550530488
SRX8420203	0.5989367123463618	0.8656595603716286
SRX8420204	0.2703312224829139	0.1622411051547143
SRX8420205	0.6805671107172602	1.1852235940047753
SRX8420206	0.23485646384163272	0.14195416018871554
SRX8420207	0.6371985085204344	1.1151586183219007
SRX8420208	0.27057151385857436	0.2704661839325939
SRX8420209	0.6843341984976302	1.1376059312336522
SRX9633794	1.3787970580581963	23.62214559869895
SRX9633795	1.2429437315427565	24.572994025498947
SRX9633796	0.4227928309221491	10.696651238592498
SRX9633797	1.7583364006279756	27.437770606141626
SRX9633798	0.6103246221389593	6.7936653961862685
SRX9633799	0.718589174033081	13.661911714343626
SRX9633800	1.7408053788797073	31.3215629926243
SRX9633801	0.6478225008890595	10.218871908627152
SRX9633802	0.5239563963191461	9.675120502374012
SRX9682649	15.003072338038542	12.981276460704645
SRX9682654	0.38273531420495666	5.014257976008105
SRX9682659	0.1849046702752332	1.4124571082836344
SRX9682664	0.18943041428139937	2.6877358526635344
SRX9682669	1.5192027449280288	4.053368777714081
SRX9682674	0.21963479988190482	0.7622564380501494
SRX9699053	1.118547470851877	5.732721156602615
SRX9699054	1.3819326711802453	5.495807146993782
SRX9699055	2.982025340733969	8.987638985201096
SRX9699056	1.4612967955575995	5.077684508602751
SRX973265	18.212888497780458	20.35796824551316
SRX973266	40.95301794387779	26.798130082931557
SRX973267	3.5846002200031384	17.61264443717146
SRX973268	3.5354632278082123	19.663518689096808
SRX9960951	0.17723316712070888	1.0355562338941313
SRX9960952	0.21547292278838054	1.539163530809446
SRX9960953	0.1616901025653477	0.1309843039802537
SRX9960954	0.2357203494275032	2.172976632526716
SRX9960955	0.20373608708575283	0.48783242594756004
SRX9960956	0.11595138198247422	0.11376083534088129
SRX9960957	0.15489694607927815	0.10762607111566161
SRX9960958	0.22394883040881267	0.8533288975239972
SRX9960959	0.2415267556586858	0.980892899459231
SRX9960960	0.21386991790466547	1.6704056762783734
SRX9960961	0.21819265454756082	1.5393917679908362
SRX9960962	0.25185911784657516	2.081076863304387
SRX9960963	0.20435536175777153	1.665688589678866
SRX9960964	0.30119520950442047	3.0283420918000337
SRX9960965	0.2508878586268988	0.9851274227376476
SRX9960966	0.13934743876284536	0.630019537514601
Vir_1	0.4118653523862345	2.647859288837349
Vir_10	0.0	0.0
Vir_11	0.0	0.0
Vir_12	0.32653772078538434	1.6950775692668438
Vir_13	0.9671625400754745	0.7848511216479687
Vir_14	0.12154756626433552	0.0
Vir_15	0.5354990378278431	2.167097969719462
Vir_16	0.0	0.0
Vir_17	0.0	0.0
Vir_18	0.0	0.0
Vir_19	0.33144406767763845	1.4192211236759238
Vir_2	0.0	0.0
Vir_20	0.3271953032844922	1.6192075381312798
Vir_3	0.13209864831011292	0.332422099363751
Vir_4	0.0	0.0
Vir_5	0.0	0.0
Vir_6	0.0	0.0
Vir_7	0.7643445712525155	1.2787497787596118
Vir_8	0.0	0.0
Vir_9	0.3791876542981952	0.9584052579594022
