Sample	featureCounts_mqc-generalstats-featurecounts-percent_assigned	featureCounts_mqc-generalstats-featurecounts-Assigned	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned_percentage	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
SRX6878001	1.4583711475559398	624058			48.82602386031224	92.78986963181394	45.0	45.83625009666069	40.0	42791439.0
SRX6878002	0.6183349014475066	485188			63.203313111247326	93.8492257026325	48.0	37.365410670234134	30.0	78466863.0
SRX6878003	1.3308028209014524	284948			80.83512501505385	86.6215682458126	50.0	32.73334171814272	30.0	21411737.0
SRX6878004	0.6588374710770728	191740			69.33896721454337	95.64411626833487	50.0	33.294338818594525	40.0	29102777.0
SRX6878005	1.2487754891686669	91350			78.67699756968995	72.99645657654007	50.0	31.725384495717527	30.0	7315166.0
SRX6878006	1.2252518491558977	454983			63.594873515885496	92.11370163676868	49.0	33.25597741251341	40.0	37133835.0
SRX6878007	0.869313049321771	215115			71.34941613657408	77.50063548473513	49.0	34.47632236794223	30.0	24745401.0
SRX6878008	14.70881065609681	1064281			65.84362964939294	82.93445009594878	49.0	37.98571106753072	40.0	7235670.0
SRX6878009	1.1195824576104023	369333			78.24024836623694	67.90590613969745	48.0	33.88159004335425	30.0	32988459.0
SRX6878010	0.4782913157972703	215840			66.62154697707624	84.77070554597563	49.0	36.71349687613768	40.0	45127309.0
SRX6878011	35.42427157067639	3873778			56.841155378071385	63.67342532433406	43.0	42.15134547703792	40.0	10935378.0
SRX6878012	35.988137143804536	4957765			55.918434744514045	63.603311504294446	42.0	40.52741191289935	30.0	13776109.0
SRX6878013	1.139943153443188	91967			70.89539185936152	74.53634136522771	54.0	35.541965146622644	40.0	8067683.0
SRX6878014	1.202701589960853	194260			70.97484253444381	78.47930301570996	54.0	34.53563744855891	40.0	16151970.0
SRX6878015	1.0604284463338716	203654			69.89772964649957	79.33474413007046	54.0	35.325136596799176	40.0	19204879.0
SRX6878016	1.0901864375848014	197850			68.9806333544138	80.13550407130234	54.0	35.341530477392006	40.0	18148272.0
SRX6878017	20.34941982131782	1950277			55.25548163240111	73.16919282692332	44.0	40.395696385538145	30.0	9583944.0
SRX6878018	25.72549898904017	3595733			47.45592051840879	71.54492787502794	42.0	46.00224549629038	30.0	13977311.0
SRX6878019	15.500928719963175	1863927			54.42188212650703	85.0776259658061	46.0	39.03732984382452	40.0	12024615.0
SRX6878020	7.748747271002501	1365757			63.84390846850897	75.20006853478519	50.0	35.5342051752232	40.0	17625520.0
SRX6878021	10.229906841759263	3190043			57.41051484974915	73.82296700582185	49.0	37.767141661455575	30.0	31183500.0
SRX6878022	8.45965337649272	2865451			54.999891087856014	76.5534835462615	50.0	37.82772845757673	30.0	33871967.0
SRX6878023	12.111025186251391	1646128			51.57654318100246	87.65865446512983	46.0	40.51071871138117	40.0	13591979.0
SRX6878024	30.086252798224134	1283778			76.71816042167856	68.49483564284245	44.0	41.16445730388058	30.0	4266992.0
SRX6878025	40.811611245867944	2087840			82.51305193259948	66.54177644918249	43.0	40.37452722438861	40.0	5115799.0
SRX6878026	15.0743295300903	901971			67.2806031694418	82.73264642762663	48.0	37.32488998895293	40.0	5983490.0
SRX6878027	25.47485141315411	992167			77.46337358916612	87.11661784077823	47.0	32.81818485261479	30.0	3894692.0
SRX6878028	4.511915068529233	130184			76.24163645498221	76.25305998223908	48.0	29.179851372698796	20.0	2885338.0
SRX7125364	55.34326651040532	15547171			0.814260020517848	84.23596058525595	41.0	73.78897869854089	30.0	28092254.0
SRX7125365	52.27953055878315	16133334			0.7793118573982079	84.94816257618268	42.0	73.78314849117554	30.0	30859753.0
SRX7125366	15.207056316380877	3845799			0.9611927357065484	68.79185842301075	47.0	73.5964461078795	30.0	25289569.0
SRX7125367	6.579358745925153	1322198			0.9165821911319548	71.80865912801718	51.0	73.64486277547748	30.0	20096153.0
SRX7125368	57.747263235720226	18598668			0.8846418976401291	85.20335673441684	40.0	73.79909629617302	30.0	32207012.0
SRX7125369	1.365059338699628	253242			0.8825337724884204	81.5830263238201	54.0	73.63674917275868	30.0	18551721.0
SRX7125370	0.6034524996635832	131169			1.24796851928959	70.6932067682279	52.0	73.42120334875675	30.0	21736425.0
SRX7125371	1.6915789385678102	362167			1.0449765805045748	67.24885661357342	51.0	73.53599479719684	30.0	21409997.0
SRX7125372	16.5445197670817	5117644			0.913773759933091	68.99155458653671	49.0	73.6666021499738	30.0	30932563.0
SRX7125373	5.818917559624497	1543878			1.1204930216744724	56.697702392987736	49.0	73.55217803013171	30.0	26532048.0
SRX7125374	4.574780651814333	1311806			1.3315609919474094	60.03334380377679	48.0	73.49492957736655	30.0	28674730.0
SRX7125375	3.0748937961591234	641166			1.1089993216453233	65.8100766719582	50.0	73.48663307027977	30.0	20851647.0
SRX8049163	36.09935246113836	4266994			1.5291083241247578	81.68157531196988	39.0	73.33906840358912	40.0	11820140.0
SRX8049164	37.19552295088836	4083570			1.6678987039965079	81.62478338960891	39.0	73.25691805739498	40.0	10978660.0
SRX8049165	36.11579157543914	4203660			1.5691924976420115	81.51913055439474	38.0	73.27872219486304	40.0	11639396.0
SRX8049166	36.8038105499103	4093693			1.6977510735782346	81.68799675154233	39.0	73.16929763821209	40.0	11123014.0
SRX8049167	33.28457729308995	3805691			2.398542845777533	81.33575990686155	39.0	72.66384788885092	40.0	11433797.0
SRX8049168	41.20982237378538	4116546			1.6852662409103762	79.80128530834615	37.0	73.1625777149101	40.0	9989235.0
SRX8164260	83.65066945458837	10036762			1.6204384830035727	86.5874633653683	36.0	39.57385578305951	20.0	11998424.0
SRX8164261	83.58497987545158	6950896			1.6462562355643362	83.13115971767904	35.0	39.38415166108844	20.0	8315963.0
SRX8164262	83.14974677455626	6973435			1.6742679318740585	82.6933371703811	35.0	39.378127102312526	20.0	8386598.0
SRX8164263	82.97359284369243	6893237			1.080745164645614	83.01243792461956	36.0	39.39444492057294	20.0	8307748.0
SRX8164264	71.01447530616043	8258355			1.644491420898596	85.83439927363604	38.0	39.401522385839336	20.0	11629115.0
SRX8164265	61.501785423414546	6060020			1.074269233228543	86.00347179043256	39.0	39.57054307622593	20.0	9853405.0
SRX8164266	79.74103315100595	6135303			1.1054228345017711	83.05855022273771	36.0	39.55801994662099	30.0	7694035.0
SRX8164267	83.02532380220082	9229902			1.0849887423204296	86.26731492206795	35.0	39.566168467456784	20.0	11116972.0
SRX8164268	81.8449581084662	8342351			1.6813374575020708	89.07476076795788	36.0	39.56172838840009	20.0	10192871.0
SRX8164269	81.86837506999223	9505096			1.6551071672937143	85.28142199576806	36.0	39.562775872320046	30.0	11610217.0
SRX8164270	79.98364536643248	6466325			1.8824887861682305	82.57806127983278	36.0	39.340122695622604	20.0	8084559.0
SRX8164271	77.07363971704285	6959251			1.6371030677427294	83.40822694865315	37.0	39.411141418438284	20.0	9029353.0
SRX8164272	83.70998721825048	5875270			1.6429682842112603	82.59928391300527	35.0	39.57411113696305	20.0	7018601.0
SRX8164273	84.72710319695688	6448013			1.6963797594203123	83.31266977099351	35.0	39.574641102995386	20.0	7610331.0
SRX8164274	83.20574510135623	10082997			1.08513970707729	85.75866552865128	36.0	39.566145244942504	20.0	12118150.0
SRX8164275	82.7382873730357	7661553			1.0871641151726212	84.03771117076911	35.0	39.56535761127043	20.0	9259985.0
SRX8164276	84.06770926119961	6648958			1.0794960135710798	82.90903875258074	35.0	39.568459477628856	20.0	7909051.0
SRX8164277	63.31537355503585	6114686			1.6032946915635182	85.05797979422658	39.0	39.40040948460192	20.0	9657506.0
SRX8164278	82.61037811186907	7004358			1.0944593861651901	83.44035601264181	35.0	39.562475033280116	20.0	8478787.0
SRX8164279	82.26480139572833	7652823			1.734891235730528	83.54376203744356	35.0	39.3800161674014	20.0	9302670.0
SRX8164280	83.42873465930784	7506004			1.0999792956091046	82.92678453840149	36.0	39.39245751733513	20.0	8996905.0
SRX8164281	83.36018254965798	7331874			1.0921136710064705	82.85555607362357	35.0	39.383904341068614	20.0	8795415.0
SRX8164282	84.17002949377193	6749008			1.6761429183148706	81.92053176342468	35.0	39.38106280094429	20.0	8018303.0
SRX8164283	82.04637220843239	7512910			1.0799420980194854	83.8362356620787	35.0	39.5682735447679	20.0	9156907.0
SRX8164284	83.74249308901325	7725384			1.068283541346001	82.47354537059013	34.0	39.38268774784107	20.0	9225166.0
SRX8164285	82.21646820822909	8662984			1.6967538575863546	84.29838851263	35.0	39.57246104817981	20.0	10536799.0
SRX8164286	82.60394584705286	7226346			1.6997927005536848	82.67946201001263	35.0	39.376890749338294	20.0	8748185.0
SRX8164287	82.93680382499721	5072050			1.0783983882223585	80.43613456228023	35.0	39.38838078606047	20.0	6115560.0
SRX8164288	80.49274448573227	7328148			1.6236161511837937	83.92679191102857	36.0	39.40251479826144	20.0	9104110.0
SRX8164289	77.76021367446977	7772729			1.5972644319213505	85.03582194176899	37.0	39.410317828568616	20.0	9995766.0
SRX8164290	82.33086774854526	8255065			1.0754922959623239	84.69391056278378	36.0	39.57010310974853	20.0	10026695.0
SRX8164291	82.50648146607786	7885670			1.0730974631099888	84.50520190438192	36.0	39.571016873731445	20.0	9557637.0
SRX8164292	79.1294931593891	5848119			1.0833574830766028	83.29983370737175	37.0	39.566964677139836	20.0	7390568.0
SRX8164293	81.79355566785965	8694547			1.6456108887545826	85.24318368144813	36.0	39.56819303870942	20.0	10629868.0
SRX8164294	81.37665730538134	8458765			1.7462571139812546	83.4610962401762	36.0	39.34570407050441	20.0	10394584.0
SRX8164295	80.35745928098963	7509816			1.5943534557426648	85.07108343391978	37.0	39.571566758461174	20.0	9345512.0
SRX8164296	82.35118482125893	7463394			1.7223270165668536	82.52145475408841	33.0	39.376977488186434	20.0	9062886.0
SRX8164297	82.60195334298506	6714237			1.1022581875502613	81.45988078376783	34.0	39.55939355525745	20.0	8128424.0
SRX8164298	81.20174862543212	7689860			1.1132054028353315	83.8131058062957	34.0	39.554992060774225	20.0	9470067.0
SRX8164299	80.81461526384871	7242584			1.8064062258396434	83.69467504488321	34.0	39.55626233196641	20.0	8961973.0
SRX8164300	79.20126962460957	6573029			1.0822097014114955	80.6495382793585	36.0	39.364910678761404	20.0	8299146.0
SRX8164301	83.26045195205812	8501057			1.087379283484908	83.94021192358258	35.0	39.565326059298755	20.0	10210198.0
SRX8164302	83.61184955698101	5743114			1.6646870408117138	81.52449406901141	35.0	39.38528865388031	20.0	6868780.0
SRX8164303	82.98299412922015	7377862			1.6736854603604467	84.01629262899178	35.0	39.57031719937392	20.0	8890812.0
SRX8164304	79.49649421346838	8525305			1.6784104195212826	84.92698085673479	35.0	39.55706026234117	20.0	10724127.0
SRX8164305	80.8692623209907	6997369			1.1042160742980796	82.83992285432821	36.0	39.39416329690653	20.0	8652693.0
SRX8164306	82.65285324970331	7039970			1.6850583263952956	82.53841965808653	35.0	39.383084223146746	20.0	8517516.0
SRX8164307	82.5138662827094	5272306			1.0968874156976522	80.07964724636805	35.0	39.38048891949418	20.0	6389600.0
SRX8387559	66.60277947519194	3745029			0.5775391250999935	59.84986608071089	34.0	98.72525472475925	20.0	5622932.0
SRX8387560	68.06604062790291	4118719			0.5294680140813881	79.71068734605066	34.0	99.17402677843546	20.0	6051063.0
SRX8387561	84.65068631257859	7972350			1.1357030932148346	82.54281053140345	35.0	39.545952463697205	20.0	9417939.0
SRX8387562	84.41161552495069	7941644			1.8194906884195357	83.44263795496856	35.0	39.55256670857321	20.0	9408236.0
SRX8387563	83.79725328233152	7516291			1.1158583958192332	82.10103965673417	35.0	39.55383135173583	20.0	8969615.0
SRX8387564	85.30323244489222	8069731			1.774916801788395	82.32881311630462	35.0	39.36198972669604	20.0	9460053.0
SRX8387565	83.75471800094293	7825375			1.1009914007013557	82.49627171243428	35.0	39.5597913135803	20.0	9343205.0
SRX8387566	84.92235820866976	8436531			1.7554316422543643	83.31072338035037	35.0	39.56233070828097	20.0	9934405.0
SRX8387567	83.2142184021678	9360135			1.1179290205119312	83.59863256180255	34.0	39.35621021599824	20.0	11248240.0
SRX8387568	82.63711932391956	8923747			1.854750584548712	83.2072682544908	34.0	39.35620691906398	20.0	10798715.0
SRX8387571	67.03503923765231	3557392			0.5418347098422108	61.103983556213265	34.0	98.69164472140749	20.0	5306765.0
SRX8387574	82.96250106921012	8564253			1.636305156288364	85.73212823882515	35.0	39.578203942036076	20.0	10323041.0
SRX8387575	82.78628594406803	6637412			1.6273637775208436	81.62740685978952	36.0	39.397981372308614	20.0	8017526.0
SRX8387576	82.61003595713193	7492703			1.0550498836230437	84.91670153765322	35.0	39.578045984070286	20.0	9069967.0
SRX8387577	82.87933486347472	6386355			1.0649236480067328	80.23372726467605	36.0	39.373493531852006	20.0	7705606.0
SRX8387582	66.9114651970768	4579782			1.1378748313251748	80.16358570954316	34.0	99.168397291856	20.0	6844540.0
SRX8387589	64.58038917102465	4101857			0.533637942600476	58.48089991138661	35.0	98.71982154912689	20.0	6351552.0
SRX8387590	68.03452017425109	3726980			1.1479717542248176	76.97945774653029	34.0	99.15406296229769	20.0	5478072.0
SRX8387591	61.86130370742193	3810553			1.1404061077333143	60.485321703507076	33.0	98.68952064122517	20.0	6159833.0
SRX8387592	61.903919735507884	4256308			1.1267227740961994	62.74089779787682	33.0	98.70649339089671	20.0	6875668.0
SRX8387593	84.48107791954595	9398759			1.7686235743450605	82.93508995319029	34.0	39.353522602526155	20.0	11125283.0
SRX8387594	85.28849451155665	6692850			1.115076127855057	80.79348512763795	35.0	39.36210651628642	20.0	7847307.0
SRX8420202	85.85481635775328	6482698			1.0535480840680491	84.42022821954481	36.0	39.578710139154055	30.0	7550768.0
SRX8420203	85.74612863775451	7423622			1.0442133200615036	84.92249760921393	36.0	39.582438635957274	20.0	8657676.0
SRX8420204	0.4771473191818328	45044			1.6495047347788772	84.67197055294208	35.0	39.39074153697494	20.0	9440271.0
SRX8420205	0.4720756240112479	43555			1.0348578108231579	86.17747751692656	36.0	39.58615523749777	20.0	9226276.0
SRX8420206	85.94104517307457	7369100			1.6529079635563007	83.81123766273555	35.0	39.39020133769521	20.0	8574599.0
SRX8420207	0.42059465478197233	37781			1.6479376417667053	85.85223627690108	36.0	39.583491618053166	20.0	8982758.0
SRX8420208	0.457942919185193	43477			1.6606106362932804	84.92423983349596	35.0	39.39032363462397	20.0	9493978.0
SRX8420209	86.70750621169336	7198530			1.0408194159973432	85.31586535294632	36.0	39.58377571221877	20.0	8302084.0
SRX9633794	32.605168183955435	9788571			0.46614670818364784	93.41800139388438	39.0	121.76355713625807	40.0	30021532.0
SRX9633795	35.11859733423508	8910582			0.2141027083611938	94.49048329758301	39.0	126.64381576670793	40.0	25372830.0
SRX9633796	31.79262535888658	8611526			1.0204419986855617	89.88150953553075	40.0	127.20883484911627	30.0	27086552.0
SRX9633797	36.75895497277937	9585332			0.6803227652958435	94.97176093794411	39.0	134.97756293463513	40.0	26076182.0
SRX9633798	39.889311762101094	14291405			0.30196016170970674	91.93580233339051	39.0	121.41786070006536	30.0	35827655.0
SRX9633799	34.76007069089012	7919040			0.956765121472745	88.05551420571057	40.0	128.0567939551581	30.0	22782002.0
SRX9633800	29.493518745635004	6519491			2.017003800578609	95.2231504098835	41.0	131.12028798598098	40.0	22104826.0
SRX9633801	34.67858890160186	11575009			0.41172337479219506	90.98166143985242	40.0	125.51876743852307	30.0	33377970.0
SRX9633802	37.974046729102454	16344984			0.29560904070872435	91.44230440502922	40.0	126.25211072132336	30.0	43042513.0
SRX9682649	46.663141149846595	1961550			17.750434163888244	69.93918142031512	53.0	68.70467896981638	40.0	4203639.0
SRX9682654	66.72028269420494	7529091			0.6360277359517013	86.9953757846599	39.0	74.47530391301886	30.0	11284561.0
SRX9682659	84.60122153126758	9273414			0.9126764770611004	80.20641414189413	35.0	75.03588690563294	20.0	10961324.0
SRX9682664	81.47998450998631	7458910			0.9130282065259028	80.88073734601764	35.0	75.03981512482952	20.0	9154285.0
SRX9682669	78.8617820011783	11918583			0.6010782414161652	87.17401887673145	39.0	75.14261559520993	40.0	15113256.0
SRX9682674	76.28465390035356	12206042			0.9285553589478034	85.50467834379882	36.0	74.72930053100336	20.0	16000652.0
SRX9699053	71.13870800311858	7151792			0.9598559900115264	70.3096556450326	33.0	73.67569812358244	30.0	10053306.0
SRX9699054	70.00794662672489	6028525			1.051532485042268	67.33279936416457	34.0	73.59674451914431	40.0	8611201.0
SRX9699055	79.88211885490594	8004940			0.8967963643710408	70.79711636732954	34.0	73.69268634552384	30.0	10020941.0
SRX9699056	76.39800435157342	7560141			0.9458083782553348	67.67449163485313	34.0	73.67466132618196	30.0	9895731.0
SRX973265	17.24465505867321	2442291			7.150133537401637	87.89223838794653	37.0	86.95434220150443	36.36363636363637	14162597.0
SRX973266	4.7363687938516374	540740			5.706908554917833	95.65279001705078	42.0	88.55175797202762	36.36363636363637	11416763.0
SRX973267	10.549607556647054	1151713			4.355056578882924	88.00214617452582	44.0	89.56446999697813	36.36363636363637	10917117.0
SRX973268	10.426751345324089	1075363			4.232903409319487	87.86734249894138	45.0	89.67750967178941	36.36363636363637	10313500.0
SRX9960951	75.09379339089689	16964547			18.518095686699777	73.76017596107366	33.0	73.50891251899417	20.0	22591144.0
SRX9960952	76.03402147446104	15555234			18.127914914866725	74.50520285034492	32.0	73.51938198052571	20.0	20458255.0
SRX9960953	75.65344495382367	20097349			15.803755484246906	74.58776573894139	34.0	73.46472606923052	20.0	26565015.0
SRX9960954	75.7059197760811	6861441			25.175718264828813	71.82827408681051	33.0	73.42557387048092	20.0	9063282.0
SRX9960955	78.54138238352581	19971498			2.342411499591153	64.77687554336927	33.0	72.85485477147745	20.0	25427994.0
SRX9960956	77.94121862284683	10033762			6.431717120837894	71.5884337404148	33.0	73.37372364731608	20.0	12873499.0
SRX9960957	76.83359025675186	11480127			7.863949571862175	72.4350193297884	33.0	73.53476089189427	20.0	14941547.0
SRX9960958	75.64961472589464	12197234			9.487466434754788	72.63800151759617	33.0	73.53781049890078	20.0	16123326.0
SRX9960959	76.154791139247	12639349			23.48694173937866	74.50485725628923	33.0	73.46365599542904	20.0	16596919.0
SRX9960960	74.79460057658429	5571740			30.391600434114345	70.34373066274003	33.0	73.38425411590858	20.0	7449388.0
SRX9960961	75.01923437049322	11449242			24.67820430249687	72.51723994735539	33.0	73.47933243793533	20.0	15261742.0
SRX9960962	74.37467910134252	8478436			25.21042115765716	73.34149622242006	32.0	73.48875432503186	20.0	11399627.0
SRX9960963	74.41797410433415	7078535			26.696670597032963	72.93223632655365	32.0	73.47343643126867	20.0	9511862.0
SRX9960964	73.09051065618424	11019322			26.852760817202448	73.53008327665034	33.0	73.5195290028322	20.0	15076269.0
SRX9960965	78.30614585521607	10821066			24.501870034787988	71.6333398650442	33.0	73.38665191201949	20.0	13818923.0
SRX9960966	77.30912229282073	15743944			19.32891897430406	73.4762204791782	33.0	73.4446128058224	20.0	20364924.0
Vir_1	66.22182373399303	3020831	76.89	3507454.0	0.5984797845616787	83.42936119794777	34.0	150.54957455413953	18.181818181818183	4561685.0
Vir_10	66.67606259757088	2838508	75.75	3224985.0	0.3964254370340467	26.24013429448651	36.0	150.34452835010742	9.090909090909092	4257162.0
Vir_11	71.6114726042273	2637800	81.71	3009773.0	0.4113598657135718	20.668091501279548	36.0	150.28342484080306	9.090909090909092	3683488.0
Vir_12	70.36615351941734	3240348	80.49	3706719.0	0.44460125103692105	81.12823978353926	35.0	150.48743979616853	18.181818181818183	4604981.0
Vir_13	70.63971857594215	3036194	81.46	3501199.0	0.47303793058816185	77.68629592281206	35.0	150.4603863531667	18.181818181818183	4298140.0
Vir_14	68.7648130956518	2926594	80.3	3417402.0	0.4907954285531151	20.54970662038788	36.0	150.16884561767333	9.090909090909092	4255947.0
Vir_15	67.09043724747676	3482570	79.62	4133185.0	0.4516175757113183	79.15596368970456	34.0	150.4884320687578	18.181818181818183	5190859.0
Vir_16	65.91690179745288	3105015	78.69	3706645.0	0.679594746384393	18.958903726896892	36.0	150.22760964390397	9.090909090909092	4710499.0
Vir_17	70.33299410973821	3197800	80.96	3680969.0	0.640871386626503	20.44322090844595	36.0	150.2331414047728	9.090909090909092	4546657.0
Vir_18	69.80768872649871	2736497	80.81	3167600.0	0.6122380548572919	18.510021388230754	36.0	150.27720149559278	9.090909090909092	3920051.0
Vir_19	63.52805398116751	2027299	73.3	2339295.0	0.6179264095086223	77.04504465830635	34.0	150.5381348695642	18.181818181818183	3191187.0
Vir_2	61.972080525346506	2819250	71.48	3251872.0	0.6205181815267138	56.25302993551106	36.0	150.3041803155086	18.181818181818183	4549226.0
Vir_20	67.3196890580915	2689740	77.82	3109186.0	0.4313226355200624	79.59532401232549	34.0	150.53196605258	18.181818181818183	3995473.0
Vir_3	69.42120382911145	3095345	76.81	3424730.0	0.40751142988231714	81.59317159680944	34.0	150.56685750323686	18.181818181818183	4458789.0
Vir_4	76.20795862360794	2474525	85.83	2786904.0	0.3677609476970527	20.04407884186398	36.0	150.3780246123504	9.090909090909092	3247069.0
Vir_5	70.97801615735045	2563447	80.58	2910145.0	0.6805524818810899	20.07789877866294	36.0	150.21294260422022	9.090909090909092	3611607.0
Vir_6	69.17828644067059	2542540	79.87	2935548.0	0.45003697245895186	18.81587891118653	36.0	150.23626740789433	9.090909090909092	3675344.0
Vir_7	70.04178329585903	2671201	79.15	3018409.0	0.7051051257779021	76.93138708883578	35.0	150.4666849340212	18.181818181818183	3813725.0
Vir_8	69.86542752786129	2853543	78.73	3215649.0	0.4813666779574868	19.659947911891933	36.0	150.17463767725621	9.090909090909092	4084342.0
Vir_9	65.81826377798906	2566857	86.31	3366103.0	0.5566180301529995	78.61056537642409	37.0	150.58327128071477	18.181818181818183	3899916.0
