Sample	featureCounts_mqc-generalstats-featurecounts-percent_assigned	featureCounts_mqc-generalstats-featurecounts-Assigned	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned_percentage	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
SG_5	76.27915082902058	9541328	92.96	11627382.0	0.923524065131045	73.09431262519685	34.0	50.33910317317874	18.181818181818183	12508435.0
SG_6	73.3827904546311	7889579	92.97	9995007.0	0.9136304997902581	73.43340676672436	36.0	50.34188634157131	18.181818181818183	10751266.0
SG_7	76.80349456822988	6812993	92.7	8223488.0	1.341894401312585	81.24955439263786	36.0	50.533630394329364	18.181818181818183	8870681.0
SG_8	77.3114072670091	7968629	92.42	9525474.0	0.9202179142428274	82.08093062812792	36.0	50.53132126097681	18.181818181818183	10307184.0
SRX1357231	0.003283311179317609	1904			12.431605433545327	87.18261802344192	50.0	46.10285568921349	36.36363636363637	57990239.0
SRX1357232	0.04386016697274696	19874			19.030844841223185	88.15400571906889	52.0	45.17363784156513	36.36363636363637	45312185.0
SRX1357235	0.07201214011957695	29859			10.493134294339537	92.40307467925611	52.0	45.850628916635365	36.36363636363637	41463842.0
SRX1357236	0.07438029220533757	37779			17.131291200208253	89.22566223243732	51.0	43.290383700637584	36.36363636363637	50791680.0
SRX1357239	0.010481317587376967	2640			13.475636636740349	75.36789462567074	50.0	45.28900152864459	36.36363636363637	25187673.0
SRX1357240	0.2155984687338945	83449			10.676457607398977	74.75636408027036	50.0	46.44923255326315	45.45454545454545	38705748.0
SRX1357243	0.25877401543018874	105443			8.234019001617426	74.25627486952567	48.0	47.001559152525466	36.36363636363637	40747136.0
SRX1357244	0.008599813927773498	3992			14.639920471499382	75.75778683074626	48.0	43.72778896091089	36.36363636363637	46419609.0
SRX1549383	0.2109804398390514	9370			3.7285830414208165	33.183683716250854	37.0	120.86487704816524	30.0	4441170.0
SRX1549384	23.131824686478573	787535			5.127077704978	28.214854279649018	37.0	125.00310407947947	20.0	3404552.0
SRX1983453	0.849684446637137	41093			54.343215176128886	85.45201039549302	49.0	42.2485717286849	36.36363636363637	4836266.0
SRX2629499	0.07238283172867133	33673			7.668804332467895	83.86662073687648	49.0	94.39725511438994	20.0	46520700.0
SRX2629500	0.02738090018994369	12716			3.6755773645061094	63.088573458674766	47.0	95.52310606899074	20.0	46441132.0
SRX2722002	73.24772940418084	2353232			0.6294618144374675	77.4411899056827	34.0	99.20316755081313	20.0	3212703.0
SRX2722003	72.47335424347268	2568726			0.581246719352515	79.90814283838034	35.0	99.26927160318624	20.0	3544373.0
SRX2722004	67.61706352048559	2501759			0.6491310053648386	82.65633766894675	35.0	99.64190640107701	30.0	3699893.0
SRX2722005	76.51355216649549	2984229			1.3054228863122936	80.14105912171904	34.0	99.70862470264818	30.0	3900262.0
SRX2722006	77.5005488324559	3297250			0.5699139389903505	77.4558816747386	34.0	99.00368881223255	20.0	4254486.0
SRX2722007	77.77645932951124	2825009			1.3579555624627535	78.58632430901612	34.0	99.68770469597624	30.0	3632216.0
SRX2722008	77.29677643657553	2550108			0.5800489034303891	77.72104532292546	34.0	99.7230182779432	20.0	3299113.0
SRX2722009	77.01830547326082	2849246			1.4386920502829283	78.41640050368751	34.0	99.7047163895076	30.0	3699440.0
SRX2722010	79.22740934389583	3045134			0.5515305211347191	78.68675575166446	35.0	99.74717916002348	20.0	3843536.0
SRX2722011	76.8817411017073	2999352			0.5762797801185967	76.19406586625904	34.0	99.09800079666692	20.0	3901254.0
SRX2722012	77.86845025641311	3348415			1.4888819004643148	80.83504267482962	35.0	99.76106697252058	20.0	4300092.0
SRX2722013	82.92011250893012	3747839			0.5454998250216875	75.82573083786029	34.0	99.19148753523095	20.0	4519819.0
SRX2722014	84.13777340235168	3139983			0.539380622674597	77.62477384942765	35.0	99.75592839568762	20.0	3731954.0
SRX2722015	83.19812013322453	2843453			1.4011201575931627	72.54261924014327	34.0	99.17810134274944	20.0	3417689.0
SRX2722016	82.15773225613171	2987836			1.4604981849324672	73.84514847856607	34.0	99.1198103119113	20.0	3636707.0
SRX2722017	82.16458856219361	3179072			1.4692458983118324	76.97554677566691	35.0	99.75264702773296	20.0	3869151.0
SRX2722018	82.31651795062899	3691113			0.5336302865165193	79.29814520156111	35.0	99.76344950735373	20.0	4484049.0
SRX3489448	61.821357568648594	3136969			0.4231710932601645	81.84598899609887	39.0	75.16795789247983	20.0	5074248.0
SRX3489449	51.25156198284749	5447589			0.25473958818871	81.0563774671167	40.0	74.66657967293241	30.0	10629118.0
SRX3489450	55.44105641498464	2246496			1.1903889344753165	76.23140561553697	39.0	74.01374368096694	30.0	4052044.0
SRX3489451	62.845441803872035	2040183			0.44218288048655535	79.0585557353503	39.0	74.9679966731868	30.0	3246350.0
SRX3489452	54.61044351877109	2396392			0.21473522584226667	81.61362241901162	41.0	74.95157762131117	30.0	4388157.0
SRX3489453	44.52359824043203	2107293			0.2526035753628803	84.36744680348643	42.0	74.90123769802534	30.0	4732980.0
SRX4065827	82.64266795656977	5245107			0.4827297359617278	82.408718013423	35.0	98.8322477874433	20.0	6346730.0
SRX4065829	78.8843407056032	4319077			0.5224309063285818	79.27769848619775	36.0	99.18954076945472	20.0	5475202.0
SRX4065834	80.44408638954455	4073012			0.503805921005272	78.59096916389923	35.0	98.80181088525958	20.0	5063159.0
SRX4065836	81.90919247429756	4957585			0.5038242306236176	81.73428789924857	35.0	99.20548801180595	20.0	6052538.0
SRX4065848	82.73653311044954	4832650			0.8757950338744082	83.05705912694793	35.0	99.21373953926812	20.0	5841011.0
SRX4913542	27.4608091959744	1279995			1.5010860883619543	76.56736292441776	42.0	175.0587886732301	40.0	4661170.0
SRX4913543	44.54815165430922	1808912			1.6505105412429117	68.82633261564504	37.0	147.3903132485851	20.0	4060577.0
SRX4913544	0.02327421682260392	5			1.8571983472388487	23.897965833449703	42.0	140.14862914862914	20.0	21483.0
SRX5014557	80.0590700475767	2666465			1.546652188564796	70.21705592551349	35.0	98.28653746957775	20.0	3330622.0
SRX5014562	68.47797356766716	4906870			0.4923147428124121	78.214760711766	37.0	99.52744173635826	30.0	7165618.0
SRX5014564	84.19261125095178	5785137			0.494816574835775	77.14909492665186	34.0	99.80567117313258	20.0	6871312.0
SRX5014568	83.18687293801217	6448584			0.47470436847846176	78.10493848116315	34.0	99.53998264947094	20.0	7751925.0
SRX5014569	76.45141820812333	2098898			0.5524889283452169	65.48096108283417	35.0	98.22071165560149	20.0	2745401.0
SRX5014570	56.35716273832484	4225726			0.5158933425964227	83.05163733384205	41.0	99.7671439376046	30.0	7498117.0
SRX5014574	80.870949096221	2852785			0.5122006611248625	76.30400525456803	35.0	99.19936488983798	20.0	3527577.0
SRX5014577	79.03155550689833	2375016			0.5390123326472089	68.27542310969451	35.0	98.22039705851523	20.0	3005149.0
SRX5014579	81.05962223125725	2916800			1.4589747650737903	73.48068897797407	35.0	98.33907922516472	20.0	3598339.0
SRX5014581	79.85240860040014	6357293			0.4815024867503663	77.34209393441947	34.0	99.51206711865292	20.0	7961304.0
SRX5014583	83.7870717713559	6965753			0.9298562742223248	81.71993238645264	34.0	99.8311201222762	20.0	8313637.0
SRX5014587	81.07144460934528	5885448			0.958828833356375	81.24803463249016	34.0	99.78444433853079	20.0	7259582.0
SRX5014588	81.98484597181972	5773445			0.5212158685168362	77.9559567632589	34.0	99.52403633695006	20.0	7042088.0
SRX502154	8.97731415360811	394995			19.33958464128693	59.07485773872588	48.0	123.42743942849921	18.181818181818183	4399924.0
SRX502155	17.41529428550892	649339			17.687328611513152	63.81048921182757	46.0	125.8403982667821	36.36363636363637	3728556.0
SRX502158	38.47797395962726	1011377			13.372818934597836	59.46478499604416	41.0	131.38423759643015	27.27272727272727	2628457.0
SRX5233212	10.47632893151893	262308			4.410195060938352	59.25401857344783	47.0	49.05788324701176	30.0	2503816.0
SRX5233213	11.516140780120509	396221			1.9739226260207052	70.96246267483883	48.0	49.639362187264844	30.0	3440571.0
SRX5233214	12.626279884609193	254953			0.8031447283533085	82.94341675926202	48.0	49.969694313412326	40.0	2019225.0
SRX5233215	16.07842010033222	425116			0.8442895533035489	82.65451081046606	47.0	49.95747075660662	40.0	2644016.0
SRX5233216	16.426122300157296	281116			0.7674406989685825	82.39061253221874	47.0	50.00229637091591	40.0	1711396.0
SRX5233217	0.12854743134634744	4453			1.0966774580118934	81.38335712053794	49.0	49.865778352820406	30.0	3464091.0
SRX5299657	72.17607318948875	17027637			4.962131647012001	90.97776096012959	34.0	119.88087214020904	20.0	23591803.0
SRX5299658	72.77809350807422	17806678			4.550386437691034	91.19765521247531	34.0	120.17045904732828	20.0	24467085.0
SRX5299659	74.94764775580298	17948369			4.5626229637994005	91.86837373289096	34.0	120.37304504053074	30.0	23947875.0
SRX5299660	78.2393234107263	18477817			4.480596585014952	91.4142058975735	35.0	120.4769092205689	30.0	23617046.0
SRX5299661	76.05661717713306	17326083			5.4648325958495665	91.32915498805495	35.0	120.29954811804672	30.0	22780507.0
SRX5299662	76.63223024657802	17440763			5.322353750065135	91.41548091842488	35.0	120.3626984947171	30.0	22759044.0
SRX5299663	77.48266316704331	17258796			5.506773690103455	90.68620626004605	35.0	120.09123699285776	20.0	22274397.0
SRX5299664	76.54344791572521	17911982			4.491912808301211	90.9717739760462	35.0	120.30475659975305	20.0	23401065.0
SRX5299665	79.03376044225884	18725114			5.588314249797718	91.72149013492587	35.0	120.18461502942422	30.0	23692551.0
SRX5505131	74.521120511437	5720663			0.9578316990830585	79.38323518484626	34.0	98.79361005949795	20.0	7676566.0
SRX5505132	73.35185313531113	5535246			0.4390254711397548	78.61051014583697	33.0	98.7652984161342	20.0	7546157.0
SRX5505133	76.08749513125346	4026096			0.43544490996689994	80.54328428905234	35.0	99.27131159732116	30.0	5291403.0
SRX5505134	75.40879710448411	3799197			0.4328123167015957	76.41770435501628	34.0	98.79265442470279	20.0	5038135.0
SRX5505135	74.44576080338436	3676658			0.43110090359802034	75.82458656452943	34.0	98.77739092438567	20.0	4938707.0
SRX5505136	68.72906434584176	3358788			0.43562021259246814	78.04381010840184	34.0	98.85412394275586	30.0	4886998.0
SRX5505137	76.35519663401253	3106121			0.4342849555954059	80.47655493112794	35.0	99.2731032458544	30.0	4067989.0
SRX5505138	73.51826762966994	4543612			0.43353696990206525	84.14281069169424	35.0	99.27421953387315	30.0	6180249.0
SRX5505139	74.33407202785934	3251993			0.4346541169855206	81.30715114276418	35.0	99.2732457338391	30.0	4374835.0
SRX5505140	69.43879646621382	4625446			0.950253434131408	85.00797419286985	34.0	99.2675061970965	30.0	6661184.0
SRX5505141	67.94856102417735	4901799			0.44356459654333646	79.01345061187465	35.0	98.81229001723736	20.0	7213985.0
SRX5505142	55.79031025158962	3181443			0.49683439133779933	84.21419149322591	38.0	99.21099040578862	40.0	5702501.0
SRX5505143	71.86612616580909	5504808			0.43937613495870886	78.25541117215829	34.0	98.75683323174246	20.0	7659809.0
SRX5505144	72.63350256142606	5556914			0.4369726669134348	78.6416762182771	34.0	98.71856624449178	20.0	7650621.0
SRX5797722	82.54672654964759	27851287			1.650109506809875	91.87343433705551	34.0	97.70928208531907	18.181818181818183	33740026.0
SRX5797723	83.0759053061445	28533714			3.423288816608358	92.46796484902046	35.0	98.75798308523375	18.181818181818183	34346558.0
SRX5797724	82.88226799099021	27119829			3.399265727841356	92.35878036228658	35.0	98.77787204302962	18.181818181818183	32720906.0
SRX5797725	87.19296576130829	19489111			1.655910777799948	89.6408178943947	34.0	97.63728854461681	18.181818181818183	22351701.0
SRX5797726	87.10301258491731	23722144			3.5426819022884386	90.92779017627281	35.0	97.69756682541703	18.181818181818183	27234585.0
SRX5797727	85.80421354686216	31014900			3.4229178047901545	92.05460463243534	34.0	97.76627271851282	18.181818181818183	36146127.0
SRX5806783	84.03341226049439	28676870			1.2960324807798205	91.97644928492184	34.0	98.67836835600954	18.181818181818183	34125557.0
SRX5806784	83.69017186151552	26652645			2.0639392975491124	92.40170529098098	35.0	99.01149327260595	18.181818181818183	31846804.0
SRX5806785	84.33157557504126	23186696			1.3035694105291498	91.63858507628015	35.0	99.02934826043978	18.181818181818183	27494679.0
SRX5806786	82.72318361163083	24339007			2.2472659738583274	90.5612964003916	34.0	98.51576923191959	18.181818181818183	29422232.0
SRX5806787	83.43213181840223	23384015			1.275112595262663	91.67864401445499	35.0	99.05180713189422	18.181818181818183	28027589.0
SRX5806788	82.71973279546823	23704993			1.3212637757356145	91.9593780237892	35.0	99.01049185226967	18.181818181818183	28656999.0
SRX6877996	25.017264439763508	865453			64.3743654267859	64.40770639960034	43.0	40.29683158145159	40.0	3459423.0
SRX6877997	21.99403860243808	796396			85.58563434880216	66.24907566394593	44.0	41.22518954211905	40.0	3620963.0
SRX6877998	3.8591260256078286	199709			71.4781025559826	80.23900980520146	50.0	30.34617022674484	30.0	5174980.0
SRX6877999	9.930543483277104	858579			57.682031463176884	83.51846794743646	46.0	38.94412099412885	40.0	8645841.0
SRX6878000	10.195883426118362	462570			66.96780173762563	80.57218619053681	46.0	34.447028333213204	40.0	4536831.0
